substrate_UniProtAC	canonical_UniProtAC	substrate_genename	accession_is_isoform	needs_sequence_remap	canonical_counting_status	site_count_accession_level	label
Q9H2M9	Q9H2M9	RAB3GAP2	False	False	canonical_or_unversioned_accession	1	RAB3GAP2 (Q9H2M9)
Q9H0N0	Q9H0N0	RAB6C	False	False	canonical_or_unversioned_accession	1	RAB6C (Q9H0N0)
A0A096LP44	A0A096LP44	RAB7B	False	False	canonical_or_unversioned_accession	1	RAB7B (A0A096LP44)
Q9UI14	Q9UI14	RABAC1	False	False	canonical_or_unversioned_accession	1	RABAC1 (Q9UI14)
Q7Z6M1	Q7Z6M1	RABEPK	False	False	canonical_or_unversioned_accession	1	RABEPK (Q7Z6M1)
Q5R372	Q5R372	RABGAP1L	False	False	canonical_or_unversioned_accession	1	RABGAP1L (Q5R372)
Q5HYI8	Q5HYI8	RABL3	False	False	canonical_or_unversioned_accession	1	RABL3 (Q5HYI8)
P63000	P63000	RAC1	False	False	canonical_or_unversioned_accession	1	RAC1 (P63000)
P60763	P60763	RAC3	False	False	canonical_or_unversioned_accession	1	RAC3 (P60763)
P63000	P63000	RAC3	False	False	canonical_or_unversioned_accession	1	RAC3 (P63000)
P63244	P63244	RACK1	False	False	canonical_or_unversioned_accession	1	RACK1 (P63244)
O75943	O75943	RAD17	False	False	canonical_or_unversioned_accession	1	RAD17 (O75943)
Q9NS91	Q9NS91	RAD18	False	False	canonical_or_unversioned_accession	1	RAD18 (Q9NS91)
P54727	P54727	RAD23B	False	False	canonical_or_unversioned_accession	1	RAD23B (P54727)
Q06609	Q06609	RAD51	False	False	canonical_or_unversioned_accession	1	RAD51 (Q06609)
Q9Y620	Q9Y620	RAD54B	False	False	canonical_or_unversioned_accession	1	RAD54B (Q9Y620)
O60518	O60518	RANBP6	False	False	canonical_or_unversioned_accession	1	RANBP6 (O60518)
Q96S59	Q96S59	RANBP9	False	False	canonical_or_unversioned_accession	1	RANBP9 (Q96S59)
G5E9P9	G5E9P9	RAP1GDS1	False	False	canonical_or_unversioned_accession	1	RAP1GDS1 (G5E9P9)
P52306	P52306	RAP1GDS1	False	False	canonical_or_unversioned_accession	1	RAP1GDS1 (P52306)
P54136	P54136	RARS1	False	False	canonical_or_unversioned_accession	1	RARS1 (P54136)
A0A0A0MSJ9	A0A0A0MSJ9	RASA2	False	False	canonical_or_unversioned_accession	1	RASA2 (A0A0A0MSJ9)
Q8IZ41	Q8IZ41	RASEF	False	False	canonical_or_unversioned_accession	1	RASEF (Q8IZ41)
Q0VAM2	Q0VAM2	RASGEF1B	False	False	canonical_or_unversioned_accession	1	RASGEF1B (Q0VAM2)
Q02833	Q02833	RASSF7	False	False	canonical_or_unversioned_accession	1	RASSF7 (Q02833)
Q5JP00	Q5JP00	RBBP4	False	False	canonical_or_unversioned_accession	1	RBBP4 (Q5JP00)
A0A2R8Y880	A0A2R8Y880	RBBP6	False	False	canonical_or_unversioned_accession	1	RBBP6 (A0A2R8Y880)
Q8NC74	Q8NC74	RBBP8NL	False	False	canonical_or_unversioned_accession	1	RBBP8NL (Q8NC74)
O75884	O75884	RBBP9	False	False	canonical_or_unversioned_accession	1	RBBP9 (O75884)
B0QYV1	B0QYV1	RBFOX2	False	False	canonical_or_unversioned_accession	1	RBFOX2 (B0QYV1)
A6NFN3	A6NFN3	RBFOX3	False	False	canonical_or_unversioned_accession	1	RBFOX3 (A6NFN3)
A0A087WWP4	A0A087WWP4	RBM15	False	False	canonical_or_unversioned_accession	1	RBM15 (A0A087WWP4)
Q96T37	Q96T37	RBM15B	False	False	canonical_or_unversioned_accession	1	RBM15B (Q96T37)
Q9BX46	Q9BX46	RBM24	False	False	canonical_or_unversioned_accession	1	RBM24 (Q9BX46)
Q9H0Z9	Q9H0Z9	RBM38	False	False	canonical_or_unversioned_accession	1	RBM38 (Q9H0Z9)
Q9BWF3	Q9BWF3	RBM4B	False	False	canonical_or_unversioned_accession	1	RBM4B (Q9BWF3)
P62877	P62877	RBX1	False	False	canonical_or_unversioned_accession	1	RBX1 (P62877)
Q9UKA8	Q9UKA8	RCAN3	False	False	canonical_or_unversioned_accession	1	RCAN3 (Q9UKA8)
Q8NBN7	Q8NBN7	RDH13	False	False	canonical_or_unversioned_accession	1	RDH13 (Q8NBN7)
A7YIJ8	A7YIJ8	RDX	False	False	canonical_or_unversioned_accession	1	RDX (A7YIJ8)
O94762	O94762	RECQL5	False	False	canonical_or_unversioned_accession	1	RECQL5 (O94762)
Q04864	Q04864	REL	False	False	canonical_or_unversioned_accession	1	REL (Q04864)
Q01201	Q01201	RELB	False	False	canonical_or_unversioned_accession	1	RELB (Q01201)
Q96D71	Q96D71	REPS1	False	False	canonical_or_unversioned_accession	1	REPS1 (Q96D71)
B1AKN3	B1AKN3	RERE	False	False	canonical_or_unversioned_accession	1	RERE (B1AKN3)
Q86VR2	Q86VR2	RETREG3	False	False	canonical_or_unversioned_accession	1	RETREG3 (Q86VR2)
Q9GZR2	Q9GZR2	REXO4	False	False	canonical_or_unversioned_accession	1	REXO4 (Q9GZR2)
P35251	P35251	RFC1	False	False	canonical_or_unversioned_accession	1	RFC1 (P35251)
F5H5S0	F5H5S0	RFC5	False	False	canonical_or_unversioned_accession	1	RFC5 (F5H5S0)
F8W9B4	F8W9B4	RFC5	False	False	canonical_or_unversioned_accession	1	RFC5 (F8W9B4)
Q8WZ73	Q8WZ73	RFFL	False	False	canonical_or_unversioned_accession	1	RFFL (Q8WZ73)
Q969G6	Q969G6	RFK	False	False	canonical_or_unversioned_accession	1	RFK (Q969G6)
Q6PCD5	Q6PCD5	RFWD3	False	False	canonical_or_unversioned_accession	1	RFWD3 (Q6PCD5)
Q9NZL6	Q9NZL6	RGL1	False	False	canonical_or_unversioned_accession	1	RGL1 (Q9NZL6)
Q3MIN7	Q3MIN7	RGL3	False	False	canonical_or_unversioned_accession	1	RGL3 (Q3MIN7)
P0DJD0	P0DJD0	RGPD1	False	False	canonical_or_unversioned_accession	1	RGPD1 (P0DJD0)
P0DJD1	P0DJD1	RGPD2	False	False	canonical_or_unversioned_accession	1	RGPD2 (P0DJD1)
O43566	O43566	RGS14	False	False	canonical_or_unversioned_accession	1	RGS14 (O43566)
P49796	P49796	RGS3	False	False	canonical_or_unversioned_accession	1	RGS3 (P49796)
P61586	P61586	RHOA	False	False	canonical_or_unversioned_accession	1	RHOA (P61586)
P61586	P61586	RHOC	False	False	canonical_or_unversioned_accession	1	RHOC (P61586)
Q9NPQ8	Q9NPQ8	RIC8A	False	False	canonical_or_unversioned_accession	1	RIC8A (Q9NPQ8)
Q5UIP0	Q5UIP0	RIF1	False	False	canonical_or_unversioned_accession	1	RIF1 (Q5UIP0)
Q9UFD9	Q9UFD9	RIMBP3	False	False	canonical_or_unversioned_accession	1	RIMBP3 (Q9UFD9)
A6NNM3	A6NNM3	RIMBP3B	False	False	canonical_or_unversioned_accession	1	RIMBP3B (A6NNM3)
A6NJZ7	A6NJZ7	RIMBP3C	False	False	canonical_or_unversioned_accession	1	RIMBP3C (A6NJZ7)
Q9BRS2	Q9BRS2	RIOK1	False	False	canonical_or_unversioned_accession	1	RIOK1 (Q9BRS2)
O43353	O43353	RIPK2	False	False	canonical_or_unversioned_accession	1	RIPK2 (O43353)
P57078	P57078	RIPK4	False	False	canonical_or_unversioned_accession	1	RIPK4 (P57078)
P57055	P57055	RIPPLY3	False	False	canonical_or_unversioned_accession	1	RIPPLY3 (P57055)
Q13129	Q13129	RLF	False	False	canonical_or_unversioned_accession	1	RLF (Q13129)
Q6F5E8	Q6F5E8	RLTPR	False	False	canonical_or_unversioned_accession	1	RLTPR (Q6F5E8)
P52198	P52198	RND2	False	False	canonical_or_unversioned_accession	1	RND2 (P52198)
Q8TEB7	Q8TEB7	RNF128	False	False	canonical_or_unversioned_accession	1	RNF128 (Q8TEB7)
Q8WVD3	Q8WVD3	RNF138	False	False	canonical_or_unversioned_accession	1	RNF138 (Q8WVD3)
Q2KHN1	Q2KHN1	RNF151	False	False	canonical_or_unversioned_accession	1	RNF151 (Q2KHN1)
Q9H6Y7	Q9H6Y7	RNF167	False	False	canonical_or_unversioned_accession	1	RNF167 (Q9H6Y7)
A0A0A0MTR7	A0A0A0MTR7	RNF213	False	False	canonical_or_unversioned_accession	1	RNF213 (A0A0A0MTR7)
Q9NWF9	Q9NWF9	RNF216	False	False	canonical_or_unversioned_accession	1	RNF216 (Q9NWF9)
Q5VTB9	Q5VTB9	RNF220	False	False	canonical_or_unversioned_accession	1	RNF220 (Q5VTB9)
D6RBZ1	D6RBZ1	RNF4	False	False	canonical_or_unversioned_accession	1	RNF4 (D6RBZ1)
O75150	O75150	RNF40	False	False	canonical_or_unversioned_accession	1	RNF40 (O75150)
O60942	O60942	RNGTT	False	False	canonical_or_unversioned_accession	1	RNGTT (O60942)
Q9Y6N7	Q9Y6N7	ROBO1	False	False	canonical_or_unversioned_accession	1	ROBO1 (Q9Y6N7)
Q8IWN7	Q8IWN7	RP1L1	False	False	canonical_or_unversioned_accession	1	RP1L1 (Q8IWN7)
E9PES3	E9PES3	RPAIN	False	False	canonical_or_unversioned_accession	1	RPAIN (E9PES3)
Q86UA6	Q86UA6	RPAIN	False	False	canonical_or_unversioned_accession	1	RPAIN (Q86UA6)
Q9BWH6	Q9BWH6	RPAP1	False	False	canonical_or_unversioned_accession	1	RPAP1 (Q9BWH6)
Q9H9Y2	Q9H9Y2	RPF1	False	False	canonical_or_unversioned_accession	1	RPF1 (Q9H9Y2)
P18621	P18621	RPL17	False	False	canonical_or_unversioned_accession	1	RPL17 (P18621)
P35268	P35268	RPL22	False	False	canonical_or_unversioned_accession	1	RPL22 (P35268)
P62829	P62829	RPL23	False	False	canonical_or_unversioned_accession	1	RPL23 (P62829)
P83731	P83731	RPL24	False	False	canonical_or_unversioned_accession	1	RPL24 (P83731)
P47914	P47914	RPL29	False	False	canonical_or_unversioned_accession	1	RPL29 (P47914)
P62888	P62888	RPL30	False	False	canonical_or_unversioned_accession	1	RPL30 (P62888)
P83881	P83881	RPL36A	False	False	canonical_or_unversioned_accession	1	RPL36A (P83881)
Q969Q0	Q969Q0	RPL36AL	False	False	canonical_or_unversioned_accession	1	RPL36AL (Q969Q0)
P61513	P61513	RPL37A	False	False	canonical_or_unversioned_accession	1	RPL37A (P61513)
P63173	P63173	RPL38	False	False	canonical_or_unversioned_accession	1	RPL38 (P63173)
P05387	P05387	RPLP2	False	False	canonical_or_unversioned_accession	1	RPLP2 (P05387)
Q9BUL9	Q9BUL9	RPP25	False	False	canonical_or_unversioned_accession	1	RPP25 (Q9BUL9)
P78346	P78346	RPP30	False	False	canonical_or_unversioned_accession	1	RPP30 (P78346)
P62263	P62263	RPS14	False	False	canonical_or_unversioned_accession	1	RPS14 (P62263)
P62841	P62841	RPS15	False	False	canonical_or_unversioned_accession	1	RPS15 (P62841)
P62244	P62244	RPS15A	False	False	canonical_or_unversioned_accession	1	RPS15A (P62244)
P08708	P08708	RPS17	False	False	canonical_or_unversioned_accession	1	RPS17 (P08708)
P62266	P62266	RPS23	False	False	canonical_or_unversioned_accession	1	RPS23 (P62266)
P62851	P62851	RPS25	False	False	canonical_or_unversioned_accession	1	RPS25 (P62851)
P62854	P62854	RPS26	False	False	canonical_or_unversioned_accession	1	RPS26 (P62854)
P42677	P42677	RPS27	False	False	canonical_or_unversioned_accession	1	RPS27 (P42677)
H0YMV8	H0YMV8	RPS27L	False	False	canonical_or_unversioned_accession	1	RPS27L (H0YMV8)
Q71UM5	Q71UM5	RPS27L	False	False	canonical_or_unversioned_accession	1	RPS27L (Q71UM5)
P62857	P62857	RPS28	False	False	canonical_or_unversioned_accession	1	RPS28 (P62857)
P51812	P51812	RPS6KA3	False	False	canonical_or_unversioned_accession	1	RPS6KA3 (P51812)
O75676	O75676	RPS6KA4	False	False	canonical_or_unversioned_accession	1	RPS6KA4 (O75676)
C9J9K3	C9J9K3	RPSA	False	False	canonical_or_unversioned_accession	1	RPSA (C9J9K3)
Q6XPR3	Q6XPR3	RPTN	False	False	canonical_or_unversioned_accession	1	RPTN (Q6XPR3)
P55042	P55042	RRAD	False	False	canonical_or_unversioned_accession	1	RRAD (P55042)
P23921	P23921	RRM1	False	False	canonical_or_unversioned_accession	1	RRM1 (P23921)
P31350	P31350	RRM2	False	False	canonical_or_unversioned_accession	1	RRM2 (P31350)
Q7LG56	Q7LG56	RRM2B	False	False	canonical_or_unversioned_accession	1	RRM2B (Q7LG56)
F5H148	F5H148	RRN3	False	False	canonical_or_unversioned_accession	1	RRN3 (F5H148)
Q9NSQ0	Q9NSQ0	RRP7B	False	False	canonical_or_unversioned_accession	1	RRP7B (Q9NSQ0)
O43159	O43159	RRP8	False	False	canonical_or_unversioned_accession	1	RRP8 (O43159)
Q15050	Q15050	RRS1	False	False	canonical_or_unversioned_accession	1	RRS1 (Q15050)
Q9HA92	Q9HA92	RSAD1	False	False	canonical_or_unversioned_accession	1	RSAD1 (Q9HA92)
Q6PCB5	Q6PCB5	RSBN1L	False	False	canonical_or_unversioned_accession	1	RSBN1L (Q6PCB5)
Q96T23	Q96T23	RSF1	False	False	canonical_or_unversioned_accession	1	RSF1 (Q96T23)
O76021	O76021	RSL1D1	False	False	canonical_or_unversioned_accession	1	RSL1D1 (O76021)
Q9UHA3	Q9UHA3	RSL24D1	False	False	canonical_or_unversioned_accession	1	RSL24D1 (Q9UHA3)
Q9Y3I0	Q9Y3I0	RTCB	False	False	canonical_or_unversioned_accession	1	RTCB (Q9Y3I0)
Q8NET4	Q8NET4	RTL9	False	False	canonical_or_unversioned_accession	1	RTL9 (Q8NET4)
Q16799	Q16799	RTN1	False	False	canonical_or_unversioned_accession	1	RTN1 (Q16799)
O95197	O95197	RTN3	False	False	canonical_or_unversioned_accession	1	RTN3 (O95197)
Q8WWV3	Q8WWV3	RTN4IP1	False	False	canonical_or_unversioned_accession	1	RTN4IP1 (Q8WWV3)
Q96NL0	Q96NL0	RUNDC3B	False	False	canonical_or_unversioned_accession	1	RUNDC3B (Q96NL0)
P34925	P34925	RYK	False	False	canonical_or_unversioned_accession	1	RYK (P34925)
P21817	P21817	RYR1	False	False	canonical_or_unversioned_accession	1	RYR1 (P21817)
Q9NR45	Q9NR45	S	False	False	canonical_or_unversioned_accession	1	S (Q9NR45)
P31949	P31949	S100A11	False	False	canonical_or_unversioned_accession	1	S100A11 (P31949)
A6NKF1	A6NKF1	SAC3D1	False	False	canonical_or_unversioned_accession	1	SAC3D1 (A6NKF1)
Q9NZJ4	Q9NZJ4	SACS	False	False	canonical_or_unversioned_accession	1	SACS (Q9NZJ4)
Q15424	Q15424	SAFB	True	True	isoform_needs_sequence_remap	1	SAFB (Q15424) *
Q9Y467	Q9Y467	SALL2	False	False	canonical_or_unversioned_accession	1	SALL2 (Q9Y467)
Q96NU1	Q96NU1	SAMD11	False	False	canonical_or_unversioned_accession	1	SAMD11 (Q96NU1)
C9J683	C9J683	SAP130	False	False	canonical_or_unversioned_accession	1	SAP130 (C9J683)
O00422	O00422	SAP18	False	False	canonical_or_unversioned_accession	1	SAP18 (O00422)
Q9UHR5	Q9UHR5	SAP30BP	False	False	canonical_or_unversioned_accession	1	SAP30BP (Q9UHR5)
P49591	P49591	SARS	False	False	canonical_or_unversioned_accession	1	SARS (P49591)
O94885	O94885	SASH1	False	False	canonical_or_unversioned_accession	1	SASH1 (O94885)
A3KN83	A3KN83	SBNO1	False	False	canonical_or_unversioned_accession	1	SBNO1 (A3KN83)
A0A0A0MT33	A0A0A0MT33	SCAF8	False	False	canonical_or_unversioned_accession	1	SCAF8 (A0A0A0MT33)
Q8WVM8	Q8WVM8	SCFD1	False	False	canonical_or_unversioned_accession	1	SCFD1 (Q8WVM8)
O43819	O43819	SCO2	False	False	canonical_or_unversioned_accession	1	SCO2 (O43819)
A0A0U1RQQ9	A0A0U1RQQ9	SCYL2	False	False	canonical_or_unversioned_accession	1	SCYL2 (A0A0U1RQQ9)
Q8IZE3	Q8IZE3	SCYL3	False	False	canonical_or_unversioned_accession	1	SCYL3 (Q8IZE3)
A6NFY7	A6NFY7	SDHAF1	False	False	canonical_or_unversioned_accession	1	SDHAF1 (A6NFY7)
Q58EX2	Q58EX2	SDK2	False	False	canonical_or_unversioned_accession	1	SDK2 (Q58EX2)
O95810	O95810	SDPR	False	False	canonical_or_unversioned_accession	1	SDPR (O95810)
H0YK83	H0YK83	SEC11A	False	False	canonical_or_unversioned_accession	1	SEC11A (H0YK83)
P55735	P55735	SEC13	False	False	canonical_or_unversioned_accession	1	SEC13 (P55735)
Q9UDX3	Q9UDX3	SEC14L4	False	False	canonical_or_unversioned_accession	1	SEC14L4 (Q9UDX3)
B5MCN3	B5MCN3	SEC14L6	False	False	canonical_or_unversioned_accession	1	SEC14L6 (B5MCN3)
O94855	O94855	SEC24D	False	False	canonical_or_unversioned_accession	1	SEC24D (O94855)
B4DR61	B4DR61	SEC61A1	False	False	canonical_or_unversioned_accession	1	SEC61A1 (B4DR61)
P61619	P61619	SEC61A1	False	False	canonical_or_unversioned_accession	1	SEC61A1 (P61619)
Q9H9S3	Q9H9S3	SEC61A2	False	False	canonical_or_unversioned_accession	1	SEC61A2 (Q9H9S3)
O60613	O60613	SELENOF	False	False	canonical_or_unversioned_accession	1	SELENOF (O60613)
Q96BR5	Q96BR5	SELRC1	False	False	canonical_or_unversioned_accession	1	SELRC1 (Q96BR5)
Q9C0C4	Q9C0C4	SEMA4C	False	False	canonical_or_unversioned_accession	1	SEMA4C (Q9C0C4)
Q9H3T3	Q9H3T3	SEMA6B	False	False	canonical_or_unversioned_accession	1	SEMA6B (Q9H3T3)
Q9H3T2	Q9H3T2	SEMA6C	False	False	canonical_or_unversioned_accession	1	SEMA6C (Q9H3T2)
O75326	O75326	SEMA7A	False	False	canonical_or_unversioned_accession	1	SEMA7A (O75326)
Q9BQF6	Q9BQF6	SENP7	False	False	canonical_or_unversioned_accession	1	SENP7 (Q9BQF6)
Q9HD40	Q9HD40	SEPSECS	False	False	canonical_or_unversioned_accession	1	SEPSECS (Q9HD40)
Q8WYJ6	Q8WYJ6	SEPTIN1	False	False	canonical_or_unversioned_accession	1	SEPTIN1 (Q8WYJ6)
Q15019	Q15019	SEPTIN2	False	False	canonical_or_unversioned_accession	1	SEPTIN2 (Q15019)
Q99719	Q99719	SEPTIN2	False	False	canonical_or_unversioned_accession	1	SEPTIN2 (Q99719)
Q16181	Q16181	SEPTIN7	False	False	canonical_or_unversioned_accession	1	SEPTIN7 (Q16181)
Q92599	Q92599	SEPTIN8	False	False	canonical_or_unversioned_accession	1	SEPTIN8 (Q92599)
O75920	O75920	SERF1A	False	False	canonical_or_unversioned_accession	1	SERF1A (O75920)
Q9Y6X1	Q9Y6X1	SERP1	False	False	canonical_or_unversioned_accession	1	SERP1 (Q9Y6X1)
F2Z2S5	F2Z2S5	SERP2	False	False	canonical_or_unversioned_accession	1	SERP2 (F2Z2S5)
Q8N6R1	Q8N6R1	SERP2	False	False	canonical_or_unversioned_accession	1	SERP2 (Q8N6R1)
P20848	P20848	SERPINA2P	False	False	canonical_or_unversioned_accession	1	SERPINA2P (P20848)
P36952	P36952	SERPINB5	False	False	canonical_or_unversioned_accession	1	SERPINB5 (P36952)
P50452	P50452	SERPINB8	False	False	canonical_or_unversioned_accession	1	SERPINB8 (P50452)
P07093	P07093	SERPINE2	False	False	canonical_or_unversioned_accession	1	SERPINE2 (P07093)
P05155	P05155	SERPING1	False	False	canonical_or_unversioned_accession	1	SERPING1 (P05155)
P50454	P50454	SERPINH1	False	False	canonical_or_unversioned_accession	1	SERPINH1 (P50454)
Q9NUC0	Q9NUC0	SERTAD4	False	False	canonical_or_unversioned_accession	1	SERTAD4 (Q9NUC0)
Q5TG53	Q5TG53	SERTAD4-AS1	False	False	canonical_or_unversioned_accession	1	SERTAD4-AS1 (Q5TG53)
A0A0A0MQV9	A0A0A0MQV9	SETD1B	False	False	canonical_or_unversioned_accession	1	SETD1B (A0A0A0MQV9)
Q8WTS6	Q8WTS6	SETD7	False	False	canonical_or_unversioned_accession	1	SETD7 (Q8WTS6)
Q15047	Q15047	SETDB1	False	False	canonical_or_unversioned_accession	1	SETDB1 (Q15047)
Q9H9B4	Q9H9B4	SFXN1	False	False	canonical_or_unversioned_accession	1	SFXN1 (Q9H9B4)
Q96NB2	Q96NB2	SFXN2	False	False	canonical_or_unversioned_accession	1	SFXN2 (Q96NB2)
Q562F6	Q562F6	SGOL2	False	False	canonical_or_unversioned_accession	1	SGOL2 (Q562F6)
O60880	O60880	SH2D1A	False	False	canonical_or_unversioned_accession	1	SH2D1A (O60880)
Q9BRG2	Q9BRG2	SH2D3A	False	False	canonical_or_unversioned_accession	1	SH2D3A (Q9BRG2)
Q6ZT62	Q6ZT62	SH3BP1	False	False	canonical_or_unversioned_accession	1	SH3BP1 (Q6ZT62)
Q99961	Q99961	SH3GL1	False	False	canonical_or_unversioned_accession	1	SH3GL1 (Q99961)
Q99962	Q99962	SH3GL2	False	False	canonical_or_unversioned_accession	1	SH3GL2 (Q99962)
Q99963	Q99963	SH3GL3	False	False	canonical_or_unversioned_accession	1	SH3GL3 (Q99963)
Q9Y371	Q9Y371	SH3GLB1	False	False	canonical_or_unversioned_accession	1	SH3GLB1 (Q9Y371)
A1X283	A1X283	SH3PXD2B	False	False	canonical_or_unversioned_accession	1	SH3PXD2B (A1X283)
Q8TEC5	Q8TEC5	SH3RF2	False	False	canonical_or_unversioned_accession	1	SH3RF2 (Q8TEC5)
Q8TE82	Q8TE82	SH3TC1	False	False	canonical_or_unversioned_accession	1	SH3TC1 (Q8TE82)
Q9H0F6	Q9H0F6	SHARPIN	False	False	canonical_or_unversioned_accession	1	SHARPIN (Q9H0F6)
P29353	P29353	SHC1	False	False	canonical_or_unversioned_accession	1	SHC1 (P29353)
Q8N114	Q8N114	SHISA5	False	False	canonical_or_unversioned_accession	1	SHISA5 (Q8N114)
Q6ZSJ9	Q6ZSJ9	SHISA6	False	False	canonical_or_unversioned_accession	1	SHISA6 (Q6ZSJ9)
B8ZZ34	B8ZZ34	SHISA8	False	False	canonical_or_unversioned_accession	1	SHISA8 (B8ZZ34)
Q9UHJ6	Q9UHJ6	SHPK	False	False	canonical_or_unversioned_accession	1	SHPK (Q9UHJ6)
Q8TF72	Q8TF72	SHROOM3	False	False	canonical_or_unversioned_accession	1	SHROOM3 (Q8TF72)
Q9H0K1	Q9H0K1	SIK2	False	False	canonical_or_unversioned_accession	1	SIK2 (Q9H0K1)
Q9NP50	Q9NP50	SINHCAF	False	False	canonical_or_unversioned_accession	1	SINHCAF (Q9NP50)
Q8IXJ6	Q8IXJ6	SIRT2	False	False	canonical_or_unversioned_accession	1	SIRT2 (Q8IXJ6)
P63208	P63208	SKP1	False	False	canonical_or_unversioned_accession	1	SKP1 (P63208)
Q5T5P2	Q5T5P2	SKT	False	False	canonical_or_unversioned_accession	1	SKT (Q5T5P2)
P55011	P55011	SLC12A2	False	False	canonical_or_unversioned_accession	1	SLC12A2 (P55011)
P55017	P55017	SLC12A3	False	False	canonical_or_unversioned_accession	1	SLC12A3 (P55017)
B3KXX3	B3KXX3	SLC12A6	False	False	canonical_or_unversioned_accession	1	SLC12A6 (B3KXX3)
Q9UHW9	Q9UHW9	SLC12A6	False	False	canonical_or_unversioned_accession	1	SLC12A6 (Q9UHW9)
A0A0G2JNW7	A0A0G2JNW7	SLC12A7	False	False	canonical_or_unversioned_accession	1	SLC12A7 (A0A0G2JNW7)
Q15758	Q15758	SLC1A5	False	False	canonical_or_unversioned_accession	1	SLC1A5 (Q15758)
P53007	P53007	SLC25A1	False	False	canonical_or_unversioned_accession	1	SLC25A1 (P53007)
Q02978	Q02978	SLC25A11	False	False	canonical_or_unversioned_accession	1	SLC25A11 (Q02978)
O43772	O43772	SLC25A20	False	False	canonical_or_unversioned_accession	1	SLC25A20 (O43772)
O95847	O95847	SLC25A27	False	False	canonical_or_unversioned_accession	1	SLC25A27 (O95847)
Q3KQZ1	Q3KQZ1	SLC25A35	False	False	canonical_or_unversioned_accession	1	SLC25A35 (Q3KQZ1)
Q86VD7	Q86VD7	SLC25A42	False	False	canonical_or_unversioned_accession	1	SLC25A42 (Q86VD7)
Q96AG3	Q96AG3	SLC25A46	False	False	canonical_or_unversioned_accession	1	SLC25A46 (Q96AG3)
Q9Y2P4	Q9Y2P4	SLC27A6	False	False	canonical_or_unversioned_accession	1	SLC27A6 (Q9Y2P4)
P22732	P22732	SLC2A5	False	False	canonical_or_unversioned_accession	1	SLC2A5 (P22732)
Q99726	Q99726	SLC30A3	False	False	canonical_or_unversioned_accession	1	SLC30A3 (Q99726)
Q8IWU4	Q8IWU4	SLC30A8	False	False	canonical_or_unversioned_accession	1	SLC30A8 (Q8IWU4)
Q9HBR0	Q9HBR0	SLC38A10	False	False	canonical_or_unversioned_accession	1	SLC38A10 (Q9HBR0)
Q9ULF5	Q9ULF5	SLC39A10	False	False	canonical_or_unversioned_accession	1	SLC39A10 (Q9ULF5)
F5H385	F5H385	SLC39A3	False	False	canonical_or_unversioned_accession	1	SLC39A3 (F5H385)
Q9BRY0	Q9BRY0	SLC39A3	False	False	canonical_or_unversioned_accession	1	SLC39A3 (Q9BRY0)
Q86VL8	Q86VL8	SLC47A2	False	False	canonical_or_unversioned_accession	1	SLC47A2 (Q86VL8)
Q9BWU0	Q9BWU0	SLC4A1AP	False	False	canonical_or_unversioned_accession	1	SLC4A1AP (Q9BWU0)
P04920	P04920	SLC4A2	False	False	canonical_or_unversioned_accession	1	SLC4A2 (P04920)
P48029	P48029	SLC6A8	False	False	canonical_or_unversioned_accession	1	SLC6A8 (P48029)
Q96T83	Q96T83	SLC9A7	False	False	canonical_or_unversioned_accession	1	SLC9A7 (Q96T83)
Q9H2G2	Q9H2G2	SLK	False	False	canonical_or_unversioned_accession	1	SLK (Q9H2G2)
Q9BQ83	Q9BQ83	SLX1A	False	False	canonical_or_unversioned_accession	1	SLX1A (Q9BQ83)
O43541	O43541	SMAD6	False	False	canonical_or_unversioned_accession	1	SMAD6 (O43541)
Q92922	Q92922	SMARCC2	False	False	canonical_or_unversioned_accession	1	SMARCC2 (Q92922)
J3KMX2	J3KMX2	SMARCD2	False	False	canonical_or_unversioned_accession	1	SMARCD2 (J3KMX2)
Q6P435	Q6P435	SMG1P2	False	False	canonical_or_unversioned_accession	1	SMG1P2 (Q6P435)
Q9H0W8	Q9H0W8	SMG9	False	False	canonical_or_unversioned_accession	1	SMG9 (Q9H0W8)
Q7Z3B0	Q7Z3B0	SMIM15	False	False	canonical_or_unversioned_accession	1	SMIM15 (Q7Z3B0)
A0A1W2PRV5	A0A1W2PRV5	SMN1	False	False	canonical_or_unversioned_accession	1	SMN1 (A0A1W2PRV5)
E7EQZ4	E7EQZ4	SMN1	False	False	canonical_or_unversioned_accession	1	SMN1 (E7EQZ4)
O75940	O75940	SMNDC1	False	False	canonical_or_unversioned_accession	1	SMNDC1 (O75940)
Q9H3U7	Q9H3U7	SMOC2	False	False	canonical_or_unversioned_accession	1	SMOC2 (Q9H3U7)
Q9NXE4	Q9NXE4	SMPD4	False	False	canonical_or_unversioned_accession	1	SMPD4 (Q9NXE4)
P52788	P52788	SMS	False	False	canonical_or_unversioned_accession	1	SMS (P52788)
Q2TAY7	Q2TAY7	SMU1	False	False	canonical_or_unversioned_accession	1	SMU1 (Q2TAY7)
O00161	O00161	SNAP23	False	False	canonical_or_unversioned_accession	1	SNAP23 (O00161)
Q5SXM2	Q5SXM2	SNAPC4	False	False	canonical_or_unversioned_accession	1	SNAPC4 (Q5SXM2)
Q96H20	Q96H20	SNF8	False	False	canonical_or_unversioned_accession	1	SNF8 (Q96H20)
