substrate_UniProtAC	substrate_UniProtAC_original	canonical_UniProtAC	accession_is_isoform	canonical_counting_status	substrate_genename	unique_sites_accession_level	source_accessions_original	source_families	needs_sequence_remap
Q9H6S0	Q9H6S0	Q9H6S0	False	canonical_or_unversioned_accession	YTHDC2	3	Q9H6S0	Maron2021	False
Q9H6T0	Q9H6T0	Q9H6T0	False	canonical_or_unversioned_accession	ESRP2	1	Q9H6T0	Maron2021	False
Q9H6T3	Q9H6T3	Q9H6T3	False	canonical_or_unversioned_accession	RPAP3	2	Q9H6T3	Maron2021	False
Q9H6U6	Q9H6U6	Q9H6U6	False	canonical_or_unversioned_accession	BCAS3	1	Q9H6U6	Maron2021	False
Q9H6Y7	Q9H6Y7	Q9H6Y7	False	canonical_or_unversioned_accession	RNF167	1	Q9H6Y7	Maron2021	False
Q9H773	Q9H773	Q9H773	False	canonical_or_unversioned_accession	DCTPP1	5	Q9H773	Maron2021	False
Q9H788	Q9H788	Q9H788	False	canonical_or_unversioned_accession	SH2D4A	2	Q9H788	Maron2021	False
Q9H7B2	Q9H7B2	Q9H7B2	False	canonical_or_unversioned_accession	RPF2	2	Q9H7B2	Maron2021	False
Q9H7C9	Q9H7C9	Q9H7C9	False	canonical_or_unversioned_accession	AAMDC	2	Q9H7C9	Maron2021	False
Q9H7D0	Q9H7D0	Q9H7D0	False	canonical_or_unversioned_accession	DOCK5	1	Q9H7D0	Maron2021	False
Q9H7D7	Q9H7D7	Q9H7D7	False	canonical_or_unversioned_accession	WDR26	1	Q9H7D7	Maron2021	False
Q9H7E2	Q9H7E2	Q9H7E2	False	canonical_or_unversioned_accession	TDRD3	2	Q9H7E2	Maron2021	False
Q9H7E9	Q9H7E9	Q9H7E9	False	canonical_or_unversioned_accession	C8orf33	3	Q9H7E9	Maron2021;human_ptm_master	False
Q9H7N4	Q9H7N4	Q9H7N4	False	canonical_or_unversioned_accession	SCAF1	2	Q9H7N4	Maron2021	False
Q9H7P9	Q9H7P9	Q9H7P9	False	canonical_or_unversioned_accession	PLEKHG2	5	Q9H7P9	Maron2021	False
Q9H7S9	Q9H7S9	Q9H7S9	False	canonical_or_unversioned_accession	ZNF703	3	Q9H7S9	Maron2021	False
Q9H7U1	Q9H7U1	Q9H7U1	False	canonical_or_unversioned_accession	FAM190B	3	Q9H7U1	Maron2021	False
Q9H832	Q9H832	Q9H832	False	canonical_or_unversioned_accession	UBE2Z	1	Q9H832	Maron2021	False
Q9H840	Q9H840	Q9H840	False	canonical_or_unversioned_accession	GEMIN7	3	Q9H840	Maron2021	False
Q9H845	Q9H845	Q9H845	False	canonical_or_unversioned_accession	ACAD9	3	Q9H845	Maron2021	False
Q9H857	Q9H857	Q9H857	False	canonical_or_unversioned_accession	NT5DC2	1	Q9H857	Maron2021	False
Q9H875	Q9H875	Q9H875	False	canonical_or_unversioned_accession	PRKRIP1	2	Q9H875	Maron2021	False
Q9H8H0	Q9H8H0	Q9H8H0	False	canonical_or_unversioned_accession	NOL11	4	Q9H8H0	Maron2021	False
Q9H8H2	Q9H8H2	Q9H8H2	False	canonical_or_unversioned_accession	DDX31	1	Q9H8H2	Maron2021;ProMetheusDB;human_ptm_master	False
Q9H8U3	Q9H8U3	Q9H8U3	False	canonical_or_unversioned_accession	ZFAND3	2	Q9H8U3	Maron2021	False
Q9H8V3	Q9H8V3	Q9H8V3	False	canonical_or_unversioned_accession	ECT2	1	Q9H8V3	Maron2021	False
Q9H8Y5	Q9H8Y5	Q9H8Y5	False	canonical_or_unversioned_accession	ANKZF1	2	Q9H8Y5	Maron2021	False
Q9H8Y8	Q9H8Y8	Q9H8Y8	False	canonical_or_unversioned_accession	GORASP2	1	Q9H8Y8	Maron2021	False
Q9H910	Q9H910	Q9H910	False	canonical_or_unversioned_accession	JPT2	1	Q9H910	Maron2021	False
Q9H992	Q9H992	Q9H992	False	canonical_or_unversioned_accession	MARCHF7	3	Q9H992	Maron2021	False
Q9H9A5	Q9H9A5	Q9H9A5	False	canonical_or_unversioned_accession	CNOT10	1	Q9H9A5	Maron2021	False
Q9H9A6	Q9H9A6	Q9H9A6	False	canonical_or_unversioned_accession	LRRC40	2	Q9H9A6	Maron2021	False
Q9H9B1	Q9H9B1	Q9H9B1	False	canonical_or_unversioned_accession	EHMT1	2	Q9H9B1	Maron2021	False
Q9H9B4	Q9H9B4	Q9H9B4	False	canonical_or_unversioned_accession	SFXN1	1	Q9H9B4	Maron2021	False
Q9H9D4	Q9H9D4	Q9H9D4	False	canonical_or_unversioned_accession	ZNF408	1	Q9H9D4	Maron2021	False
Q9H9E3	Q9H9E3	Q9H9E3	False	canonical_or_unversioned_accession	COG4	1	Q9H9E3	Maron2021	False
Q9H9F9	Q9H9F9	Q9H9F9	False	canonical_or_unversioned_accession	ACTR5	2	Q9H9F9	Maron2021	False
Q9H9H4	Q9H9H4	Q9H9H4	False	canonical_or_unversioned_accession	VPS37B	3	Q9H9H4	Maron2021;human_ptm_master	False
Q9H9J2	Q9H9J2	Q9H9J2	False	canonical_or_unversioned_accession	MRPL44	1	Q9H9J2	Maron2021	False
Q9H9L4	Q9H9L4	Q9H9L4	False	canonical_or_unversioned_accession	KANSL2	1	Q9H9L4	Maron2021	False
Q9H9P8	Q9H9P8	Q9H9P8	False	canonical_or_unversioned_accession	L2HGDH	1	Q9H9P8	Maron2021	False
Q9H9S3	Q9H9S3	Q9H9S3	False	canonical_or_unversioned_accession	SEC61A2	1	Q9H9S3	Maron2021	False
Q9H9T3	Q9H9T3	Q9H9T3	False	canonical_or_unversioned_accession	ELP3	1	Q9H9T3	Maron2021	False
Q9H9Y2	Q9H9Y2	Q9H9Y2	False	canonical_or_unversioned_accession	RPF1	1	Q9H9Y2	Maron2021	False
Q9HA47	Q9HA47	Q9HA47	False	canonical_or_unversioned_accession	UCK1	1	Q9HA47	Maron2021	False
Q9HA64	Q9HA64	Q9HA64	False	canonical_or_unversioned_accession	FN3KRP	3	Q9HA64	Maron2021	False
Q9HA92	Q9HA92	Q9HA92	False	canonical_or_unversioned_accession	RSAD1	1	Q9HA92	Maron2021	False
Q9HAH7	Q9HAH7	Q9HAH7	False	canonical_or_unversioned_accession	FBRS	12	Q9HAH7	Maron2021;human_ptm_master	False
Q9HAN9	Q9HAN9	Q9HAN9	False	canonical_or_unversioned_accession	NMNAT1	1	Q9HAN9	Maron2021	False
Q9HAP6	Q9HAP6	Q9HAP6	False	canonical_or_unversioned_accession	LIN7B	1	Q9HAP6	ProMetheusDB	False
Q9HAT8	Q9HAT8	Q9HAT8	False	canonical_or_unversioned_accession	PELI2	2	Q9HAT8	Maron2021	False
Q9HAU0	Q9HAU0	Q9HAU0	False	canonical_or_unversioned_accession	PLEKHA5	2	Q9HAU0	Maron2021	False
Q9HAU4	Q9HAU4	Q9HAU4	False	canonical_or_unversioned_accession	SMURF2	4	Q9HAU4	Maron2021	False
Q9HAV0	Q9HAV0	Q9HAV0	False	canonical_or_unversioned_accession	GNB4	1	Q9HAV0	Maron2021	False
Q9HAV4	Q9HAV4	Q9HAV4	False	canonical_or_unversioned_accession	XPO5	1	Q9HAV4	Maron2021	False
Q9HAW4	Q9HAW4	Q9HAW4	False	canonical_or_unversioned_accession	CLSPN	2	Q9HAW4	Maron2021	False
Q9HB09	Q9HB09	Q9HB09	False	canonical_or_unversioned_accession	BCL2L12	1	Q9HB09	Maron2021	False
Q9HB19	Q9HB19	Q9HB19	False	canonical_or_unversioned_accession	PLEKHA2	3	Q9HB19	Maron2021;ProMetheusDB	False
Q9HB71	Q9HB71	Q9HB71	False	canonical_or_unversioned_accession	CACYBP	1	Q9HB71	Maron2021	False
Q9HB96	Q9HB96	Q9HB96	False	canonical_or_unversioned_accession	FANCE	2	Q9HB96	Maron2021	False
Q9HBD1	Q9HBD1	Q9HBD1	False	canonical_or_unversioned_accession	RC3H2	3	Q9HBD1	Maron2021	False
Q9HBD4	Q9HBD4	Q9HBD4	False	canonical_or_unversioned_accession	SMARCA4	3	Q9HBD4	Maron2021	False
Q9HBE1	Q9HBE1	Q9HBE1	False	canonical_or_unversioned_accession	PATZ1	1	Q9HBE1	Maron2021	False
Q9HBE5	Q9HBE5	Q9HBE5	False	canonical_or_unversioned_accession	IL21R	1	Q9HBE5	Maron2021	False
Q9HBI1	Q9HBI1	Q9HBI1	False	canonical_or_unversioned_accession	PARVB	1	Q9HBI1	Maron2021	False
Q9HBI6	Q9HBI6	Q9HBI6	False	canonical_or_unversioned_accession	CYP4F11	1	Q9HBI6	Maron2021	False
Q9HBM6	Q9HBM6	Q9HBM6	False	canonical_or_unversioned_accession	TAF9B	2	Q9HBM6	Maron2021	False
Q9HBR0	Q9HBR0	Q9HBR0	False	canonical_or_unversioned_accession	SLC38A10	1	Q9HBR0	Maron2021	False
Q9HBU6	Q9HBU6	Q9HBU6	False	canonical_or_unversioned_accession	ETNK1	1	Q9HBU6	Maron2021	False
Q9HBZ2	Q9HBZ2	Q9HBZ2	False	canonical_or_unversioned_accession	ARNT2	3	Q9HBZ2	Maron2021	False
Q9HC35	Q9HC35	Q9HC35	False	canonical_or_unversioned_accession	EML4	3	Q9HC35	Maron2021	False
Q9HC44	Q9HC44	Q9HC44	False	canonical_or_unversioned_accession	GPBP1L1	2	Q9HC44	Maron2021	False
Q9HC52	Q9HC52	Q9HC52	False	canonical_or_unversioned_accession	CBX8	1	Q9HC52	Maron2021	False
Q9HC96	Q9HC96	Q9HC96	False	canonical_or_unversioned_accession	CAPN10	1	Q9HC96	Maron2021	False
Q9HC97	Q9HC97	Q9HC97	False	canonical_or_unversioned_accession	GPR35	1	Q9HC97	Maron2021	False
Q9HC98	Q9HC98	Q9HC98	False	canonical_or_unversioned_accession	NEK6	2	Q9HC98	Maron2021	False
Q9HCC0	Q9HCC0	Q9HCC0	False	canonical_or_unversioned_accession	MCCC2	2	Q9HCC0	Maron2021	False
Q9HCD5	Q9HCD5	Q9HCD5	False	canonical_or_unversioned_accession	NCOA5	3	Q9HCD5	Maron2021	False
Q9HCD6	Q9HCD6	Q9HCD6	False	canonical_or_unversioned_accession	TANC2	7	Q9HCD6	Maron2021;ProMetheusDB	False
Q9HCE1	Q9HCE1	Q9HCE1	False	canonical_or_unversioned_accession	MOV10	3	Q9HCE1	Maron2021	False
Q9HCE5	Q9HCE5	Q9HCE5	False	canonical_or_unversioned_accession	METTL14	6	Q9HCE5	Maron2021	False
Q9HCG8	Q9HCG8	Q9HCG8	False	canonical_or_unversioned_accession	CWC22	1	Q9HCG8	Maron2021	False
Q9HCH3	Q9HCH3	Q9HCH3	False	canonical_or_unversioned_accession	CPNE5	1	Q9HCH3	Maron2021	False
Q9HCJ0	Q9HCJ0	Q9HCJ0	False	canonical_or_unversioned_accession	TNRC6C	2	Q9HCJ0	Maron2021;human_ptm_master	False
Q9HCK8	Q9HCK8	Q9HCK8	False	canonical_or_unversioned_accession	CHD8	4	Q9HCK8	Maron2021	False
Q9HCL2	Q9HCL2	Q9HCL2	False	canonical_or_unversioned_accession	GPAM	1	Q9HCL2	Maron2021	False
Q9HCM3	Q9HCM3	Q9HCM3	False	canonical_or_unversioned_accession	KIAA1549	1	Q9HCM3	Maron2021	False
Q9HCM7	Q9HCM7	Q9HCM7	False	canonical_or_unversioned_accession	FBRSL1	3	Q9HCM7	Maron2021	False
Q9HCN8	Q9HCN8	Q9HCN8	False	canonical_or_unversioned_accession	SDF2L1	2	Q9HCN8	Maron2021	False
Q9HCS7	Q9HCS7	Q9HCS7	False	canonical_or_unversioned_accession	XAB2	2	Q9HCS7	Maron2021	False
Q9HD15	Q9HD15	Q9HD15	False	canonical_or_unversioned_accession	SRA1	3	Q9HD15	Maron2021	False
Q9HD20	Q9HD20	Q9HD20	False	canonical_or_unversioned_accession	ATP13A1	1	Q9HD20	Maron2021	False
Q9HD40	Q9HD40	Q9HD40	False	canonical_or_unversioned_accession	SEPSECS	1	Q9HD40	Maron2021	False
Q9HD45	Q9HD45	Q9HD45	False	canonical_or_unversioned_accession	TM9SF3	1	Q9HD45	Maron2021	False
Q9NNW5	Q9NNW5	Q9NNW5	False	canonical_or_unversioned_accession	WDR6	2	Q9NNW5	Maron2021	False
Q9NP08	Q9NP08	Q9NP08	False	canonical_or_unversioned_accession	HMX1	2	Q9NP08	Maron2021	False
Q9NP50	Q9NP50	Q9NP50	False	canonical_or_unversioned_accession	SINHCAF	1	Q9NP50	Maron2021	False
Q9NP61	Q9NP61	Q9NP61	False	canonical_or_unversioned_accession	ARFGAP3	1	Q9NP61	Maron2021	False
Q9NP73	Q9NP73	Q9NP73	False	canonical_or_unversioned_accession	ALG13	2	Q9NP73	Maron2021	False
Q9NP77	Q9NP77	Q9NP77	False	canonical_or_unversioned_accession	SSU72	1	Q9NP77	Maron2021	False
Q9NP79	Q9NP79	Q9NP79	False	canonical_or_unversioned_accession	VTA1	3	Q9NP79	Maron2021	False
Q9NP80	Q9NP80	Q9NP80	False	canonical_or_unversioned_accession	PNPLA8	1	Q9NP80	Maron2021	False
Q9NP92	Q9NP92	Q9NP92	False	canonical_or_unversioned_accession	MRPS30	1	Q9NP92	Maron2021	False
Q9NPB8	Q9NPB8	Q9NPB8	False	canonical_or_unversioned_accession	GPCPD1	3	Q9NPB8	Maron2021	False
Q9NPC4	Q9NPC4	Q9NPC4	False	canonical_or_unversioned_accession	A4GALT	1	Q9NPC4	Maron2021	False
Q9NPD3	Q9NPD3	Q9NPD3	False	canonical_or_unversioned_accession	EXOSC4	2	Q9NPD3	Maron2021	False
Q9NPE3	Q9NPE3	Q9NPE3	False	canonical_or_unversioned_accession	NOP10	2	Q9NPE3	Maron2021	False
Q9NPF4	Q9NPF4	Q9NPF4	False	canonical_or_unversioned_accession	OSGEP	2	Q9NPF4	Maron2021	False
Q9NPF5	Q9NPF5	Q9NPF5	False	canonical_or_unversioned_accession	DMAP1	1	Q9NPF5	Maron2021	False
Q9NPG1	Q9NPG1	Q9NPG1	False	canonical_or_unversioned_accession	FZD3	1	Q9NPG1	Maron2021	False
Q9NPH2	Q9NPH2	Q9NPH2	False	canonical_or_unversioned_accession	ISYNA1	1	Q9NPH2	Maron2021	False
Q9NPI1	Q9NPI1	Q9NPI1	False	canonical_or_unversioned_accession	BRD7	1	Q9NPI1	Maron2021	False
Q9NPI6	Q9NPI6	Q9NPI6	False	canonical_or_unversioned_accession	DCP1A	1	Q9NPI6	Maron2021;human_ptm_master	False
Q9NPQ8	Q9NPQ8	Q9NPQ8	False	canonical_or_unversioned_accession	RIC8A	1	Q9NPQ8	Maron2021	False
Q9NPY3	Q9NPY3	Q9NPY3	False	canonical_or_unversioned_accession	CD93	1	Q9NPY3	Maron2021	False
Q9NQ48	Q9NQ48	Q9NQ48	False	canonical_or_unversioned_accession	LZTFL1	1	Q9NQ48	Maron2021	False
Q9NQ55	Q9NQ55	Q9NQ55	False	canonical_or_unversioned_accession	PPAN	3	Q9NQ55	Maron2021;human_ptm_master	False
Q9NQ87	Q9NQ87	Q9NQ87	False	canonical_or_unversioned_accession	HEYL	1	Q9NQ87	Maron2021	False
Q9NQ88	Q9NQ88	Q9NQ88	False	canonical_or_unversioned_accession	TIGAR	1	Q9NQ88	Maron2021	False
Q9NQ92	Q9NQ92	Q9NQ92	False	canonical_or_unversioned_accession	COPR5	4	Q9NQ92	Maron2021	False
Q9NQ94	Q9NQ94	Q9NQ94	False	canonical_or_unversioned_accession	A1CF	2	Q9NQ94	Maron2021	False
Q9NQB0	Q9NQB0	Q9NQB0	False	canonical_or_unversioned_accession	TCF7L2	2	Q9NQB0	Maron2021	False
Q9NQG5	Q9NQG5	Q9NQG5	False	canonical_or_unversioned_accession	RPRD1B	2	Q9NQG5	Maron2021	False
Q9NQL9	Q9NQL9	Q9NQL9	False	canonical_or_unversioned_accession	DMRT3	1	Q9NQL9	Maron2021	False
Q9NQR4	Q9NQR4	Q9NQR4	False	canonical_or_unversioned_accession	NIT2	1	Q9NQR4	Maron2021	False
Q9NQR7	Q9NQR7	Q9NQR7	False	canonical_or_unversioned_accession	CCDC177	2	Q9NQR7	Maron2021	False
Q9NQS1	Q9NQS1	Q9NQS1	False	canonical_or_unversioned_accession	AVEN	8	Q9NQS1	Maron2021;ProMetheusDB	False
Q9NQS7	Q9NQS7	Q9NQS7	False	canonical_or_unversioned_accession	INCENP	1	Q9NQS7	Maron2021	False
Q9NQT8	Q9NQT8	Q9NQT8	False	canonical_or_unversioned_accession	KIF13B	1	Q9NQT8	Maron2021	False
Q9NQX0	Q9NQX0	Q9NQX0	False	canonical_or_unversioned_accession	PRDM6	1	Q9NQX0	Maron2021	False
Q9NQX3	Q9NQX3	Q9NQX3	False	canonical_or_unversioned_accession	GPHN	1	Q9NQX3	Maron2021	False
Q9NQX4	Q9NQX4	Q9NQX4	False	canonical_or_unversioned_accession	MYO5C	1	Q9NQX4	Maron2021	False
Q9NR12	Q9NR12	Q9NR12	False	canonical_or_unversioned_accession	PDLIM7	7	Q9NR12	Maron2021;ProMetheusDB;human_ptm_master	False
Q9NR22	Q9NR22	Q9NR22	False	canonical_or_unversioned_accession	PRMT8	2	Q9NR22	Maron2021;human_ptm_master	False
Q9NR30	Q9NR30	Q9NR30	False	canonical_or_unversioned_accession	DDX21	7	Q9NR30	Maron2021	False
Q9NR33	Q9NR33	Q9NR33	False	canonical_or_unversioned_accession	POLE4	1	Q9NR33	Maron2021	False
Q9NR45	Q9NR45	Q9NR45	False	canonical_or_unversioned_accession	S	1	Q9NR45	Maron2021;ProMetheusDB	False
Q9NR46	Q9NR46	Q9NR46	False	canonical_or_unversioned_accession	SH3GLB2	3	Q9NR46	Maron2021	False
Q9NR48	Q9NR48	Q9NR48	False	canonical_or_unversioned_accession	ASH1L	2	Q9NR48	Maron2021	False
Q9NR50	Q9NR50	Q9NR50	False	canonical_or_unversioned_accession	EIF2B3	1	Q9NR50	Maron2021	False
Q9NR56	Q9NR56	Q9NR56	False	canonical_or_unversioned_accession	MBNL1	2	Q9NR56	Maron2021	False
Q9NR99	Q9NR99	Q9NR99	False	canonical_or_unversioned_accession	MXRA5	2	Q9NR99	Maron2021	False
Q9NRA8	Q9NRA8	Q9NRA8	False	canonical_or_unversioned_accession	EIF4ENIF1	6	Q9NRA8	Maron2021;ProMetheusDB	False
Q9NRC8	Q9NRC8	Q9NRC8	False	canonical_or_unversioned_accession	SIRT7	2	Q9NRC8	Maron2021;human_ptm_master	False
Q9NRF2	Q9NRF2	Q9NRF2	False	canonical_or_unversioned_accession	SH2B1	3	Q9NRF2	Maron2021;human_ptm_master	False
Q9NRF8	Q9NRF8	Q9NRF8	False	canonical_or_unversioned_accession	CTPS2	3	Q9NRF8	Maron2021	False
Q9NRF9	Q9NRF9	Q9NRF9	False	canonical_or_unversioned_accession	POLE3	2	Q9NRF9	Maron2021	False
Q9NRH2	Q9NRH2	Q9NRH2	False	canonical_or_unversioned_accession	SNRK	1	Q9NRH2	Maron2021	False
Q9NRI5	Q9NRI5	Q9NRI5	False	canonical_or_unversioned_accession	DISC1	2	Q9NRI5	Maron2021	False
Q9NRJ4	Q9NRJ4	Q9NRJ4	False	canonical_or_unversioned_accession	TULP4	4	Q9NRJ4	Maron2021	False
Q9NRL2	Q9NRL2	Q9NRL2	False	canonical_or_unversioned_accession	BAZ1A	2	Q9NRL2	Maron2021	False
Q9NRN7	Q9NRN7	Q9NRN7	False	canonical_or_unversioned_accession	AASDHPPT	4	Q9NRN7	Maron2021	False
Q9NRP2	Q9NRP2	Q9NRP2	False	canonical_or_unversioned_accession	CMC2	1	Q9NRP2	Maron2021	False
Q9NRR4	Q9NRR4	Q9NRR4	False	canonical_or_unversioned_accession	DROSHA	3	Q9NRR4	Maron2021;ProMetheusDB	False
Q9NRS6	Q9NRS6	Q9NRS6	False	canonical_or_unversioned_accession	SNX15	1	Q9NRS6	Maron2021	False
Q9NRW1	Q9NRW1	Q9NRW1	False	canonical_or_unversioned_accession	RAB6B	2	Q9NRW1	Maron2021	False
Q9NRX1	Q9NRX1	Q9NRX1	False	canonical_or_unversioned_accession	PNO1	1	Q9NRX1	Maron2021	False
Q9NRX2	Q9NRX2	Q9NRX2	False	canonical_or_unversioned_accession	MRPL17	1	Q9NRX2	Maron2021	False
Q9NRZ9	Q9NRZ9	Q9NRZ9	False	canonical_or_unversioned_accession	HELLS	2	Q9NRZ9	Maron2021	False
Q9NS23	Q9NS23	Q9NS23	False	canonical_or_unversioned_accession	RASSF1	3	Q9NS23	Maron2021;human_ptm_master	False
Q9NS56	Q9NS56	Q9NS56	False	canonical_or_unversioned_accession	TOPORS	2	Q9NS56	Maron2021	False
Q9NS62	Q9NS62	Q9NS62	False	canonical_or_unversioned_accession	THSD1	1	Q9NS62	Maron2021	False
Q9NS69	Q9NS69	Q9NS69	False	canonical_or_unversioned_accession	TOMM22	2	Q9NS69	Maron2021	False
Q9NS87	Q9NS87	Q9NS87	False	canonical_or_unversioned_accession	KIF15	2	Q9NS87	Maron2021	False
Q9NS91	Q9NS91	Q9NS91	False	canonical_or_unversioned_accession	RAD18	1	Q9NS91	Maron2021	False
Q9NSC5	Q9NSC5	Q9NSC5	False	canonical_or_unversioned_accession	HOMER3	1	Q9NSC5	Maron2021	False
Q9NSD7	Q9NSD7	Q9NSD7	False	canonical_or_unversioned_accession	RXFP3	2	Q9NSD7	Maron2021	False
Q9NSD9	Q9NSD9	Q9NSD9	False	canonical_or_unversioned_accession	FARSB	2	Q9NSD9	Maron2021	False
Q9NSE4	Q9NSE4	Q9NSE4	False	canonical_or_unversioned_accession	IARS2	1	Q9NSE4	Maron2021	False
Q9NSI2	Q9NSI2	Q9NSI2	False	canonical_or_unversioned_accession	FAM207A	1	Q9NSI2	Maron2021	False
Q9NSK0	Q9NSK0	Q9NSK0	False	canonical_or_unversioned_accession	KLC4	2	Q9NSK0	Maron2021	False
Q9NSQ0	Q9NSQ0	Q9NSQ0	False	canonical_or_unversioned_accession	RRP7B	1	Q9NSQ0	Maron2021	False
Q9NSV4	Q9NSV4	Q9NSV4	False	canonical_or_unversioned_accession	DIAPH3	6	Q9NSV4	Maron2021	False
Q9NSY1	Q9NSY1	Q9NSY1	False	canonical_or_unversioned_accession	BMP2K	1	Q9NSY1	Maron2021	False
Q9NT62	Q9NT62	Q9NT62	False	canonical_or_unversioned_accession	ATG3	1	Q9NT62	Maron2021	False
Q9NTG1	Q9NTG1	Q9NTG1	False	canonical_or_unversioned_accession	PKDREJ	2	Q9NTG1	Maron2021	False
Q9NTG7	Q9NTG7	Q9NTG7	False	canonical_or_unversioned_accession	SIRT3	4	Q9NTG7	Maron2021	False
Q9NTI5	Q9NTI5	Q9NTI5	False	canonical_or_unversioned_accession	PDS5B	1	Q9NTI5	Maron2021	False
Q9NTJ3	Q9NTJ3	Q9NTJ3	False	canonical_or_unversioned_accession	SMC4	5	Q9NTJ3	Maron2021	False
Q9NTZ6	Q9NTZ6	Q9NTZ6	False	canonical_or_unversioned_accession	RBM12	2	Q9NTZ6	Maron2021	False
Q9NU22	Q9NU22	Q9NU22	False	canonical_or_unversioned_accession	MDN1	6	Q9NU22	Maron2021	False
Q9NU39	Q9NU39	Q9NU39	False	canonical_or_unversioned_accession	FOXD4L1	1	Q9NU39	Maron2021	False
Q9NUA8	Q9NUA8	Q9NUA8	False	canonical_or_unversioned_accession	ZBTB40	1	Q9NUA8	Maron2021	False
Q9NUC0	Q9NUC0	Q9NUC0	False	canonical_or_unversioned_accession	SERTAD4	1	Q9NUC0	Maron2021	False
Q9NUD5	Q9NUD5	Q9NUD5	False	canonical_or_unversioned_accession	ZCCHC3	3	Q9NUD5	Maron2021	False
Q9NUI1	Q9NUI1	Q9NUI1	False	canonical_or_unversioned_accession	DECR2	1	Q9NUI1	Maron2021	False
Q9NUL3	Q9NUL3	Q9NUL3	False	canonical_or_unversioned_accession	STAU2	2	Q9NUL3	Maron2021;ProMetheusDB	False
Q9NUP9	Q9NUP9	Q9NUP9	False	canonical_or_unversioned_accession	LIN7C	3	Q9NUP9	Maron2021	False
Q9NUQ3	Q9NUQ3	Q9NUQ3	False	canonical_or_unversioned_accession	TXLNG	3	Q9NUQ3	Maron2021;ProMetheusDB;human_ptm_master	False
Q9NUQ6	Q9NUQ6	Q9NUQ6	False	canonical_or_unversioned_accession	SPATS2L	1	Q9NUQ6	Maron2021	False
Q9NUQ7	Q9NUQ7	Q9NUQ7	False	canonical_or_unversioned_accession	UFSP2	1	Q9NUQ7	Maron2021	False
Q9NUQ8	Q9NUQ8	Q9NUQ8	False	canonical_or_unversioned_accession	ABCF3	1	Q9NUQ8	Maron2021	False
Q9NUQ9	Q9NUQ9	Q9NUQ9	False	canonical_or_unversioned_accession	FAM49B	2	Q9NUQ9	Maron2021	False
Q9NUU7	Q9NUU7	Q9NUU7	False	canonical_or_unversioned_accession	DDX19A	1	Q9NUU7	Maron2021	False
Q9NUY8	Q9NUY8	Q9NUY8	False	canonical_or_unversioned_accession	TBC1D23	1	Q9NUY8	Maron2021	False
Q9NV06	Q9NV06	Q9NV06	False	canonical_or_unversioned_accession	DCAF13	1	Q9NV06	Maron2021	False
Q9NV35	Q9NV35	Q9NV35	False	canonical_or_unversioned_accession	NUDT15	2	Q9NV35	Maron2021	False
Q9NV64	Q9NV64	Q9NV64	False	canonical_or_unversioned_accession	TMEM39A	1	Q9NV64	Maron2021	False
Q9NVI1	Q9NVI1	Q9NVI1	False	canonical_or_unversioned_accession	FANCI	1	Q9NVI1	Maron2021	False
Q9NVI7	Q9NVI7	Q9NVI7	False	canonical_or_unversioned_accession	ATAD3B	2	Q9NVI7	Maron2021	False
Q9NVM4	Q9NVM4	Q9NVM4	False	canonical_or_unversioned_accession	PRMT7	3	Q9NVM4	Maron2021;ProMetheusDB	False
Q9NVM9	Q9NVM9	Q9NVM9	False	canonical_or_unversioned_accession	INTS13	1	Q9NVM9	Maron2021	False
Q9NVP1	Q9NVP1	Q9NVP1	False	canonical_or_unversioned_accession	DDX18	2	Q9NVP1	Maron2021	False
Q9NVP4	Q9NVP4	Q9NVP4	False	canonical_or_unversioned_accession	DZANK1	1	Q9NVP4	Maron2021	False
Q9NVS2	Q9NVS2	Q9NVS2	False	canonical_or_unversioned_accession	MRPS18A	1	Q9NVS2	Maron2021	False
Q9NVS9	Q9NVS9	Q9NVS9	False	canonical_or_unversioned_accession	PNPO	4	Q9NVS9	Maron2021	False
Q9NVU7	Q9NVU7	Q9NVU7	False	canonical_or_unversioned_accession	SDAD1	2	Q9NVU7	Maron2021	False
Q9NVW2	Q9NVW2	Q9NVW2	False	canonical_or_unversioned_accession	RLIM	5	Q9NVW2	Maron2021;ProMetheusDB	False
Q9NVZ3	Q9NVZ3	Q9NVZ3	False	canonical_or_unversioned_accession	NECAP2	1	Q9NVZ3	Maron2021	False
Q9NW08	Q9NW08	Q9NW08	False	canonical_or_unversioned_accession	POLR3B	1	Q9NW08	Maron2021	False
Q9NW13	Q9NW13	Q9NW13	False	canonical_or_unversioned_accession	RBM28	3	Q9NW13	Maron2021	False
Q9NW64	Q9NW64	Q9NW64	False	canonical_or_unversioned_accession	RBM22	2	Q9NW64	Maron2021;ProMetheusDB	False
Q9NW68	Q9NW68	Q9NW68	False	canonical_or_unversioned_accession	BSDC1	1	Q9NW68	Maron2021	False
Q9NW75	Q9NW75	Q9NW75	False	canonical_or_unversioned_accession	GPATCH2	2	Q9NW75	Maron2021	False
Q9NW82	Q9NW82	Q9NW82	False	canonical_or_unversioned_accession	WDR70	2	Q9NW82	Maron2021;ProMetheusDB	False
Q9NWB1	Q9NWB1	Q9NWB1	False	canonical_or_unversioned_accession	RBFOX1	4	Q9NWB1	Maron2021	False
Q9NWB6	Q9NWB6	Q9NWB6	False	canonical_or_unversioned_accession	ARGLU1	5	Q9NWB6	Maron2021;ProMetheusDB	False
