canonical_UniProtAC	outside_domain_idr_segment_id	outside_domain_idr_start	outside_domain_idr_end	outside_domain_idr_length	arginines_in_segment
Q99501	Q99501:4:529-681	529	681	153	13
Q99569	Q99569:2:69-350	69	350	282	23
Q99575	Q99575:1:1-96	1	96	96	7
Q99575	Q99575:4:137-138	137	138	2	1
Q99575	Q99575:15:819-839	819	839	21	4
Q99590	Q99590:5:291-433	291	433	143	14
Q99590	Q99590:12:681-701	681	701	21	1
Q99590	Q99590:15:724-1121	724	1121	398	60
Q99590	Q99590:16:1123-1149	1123	1149	27	2
Q99590	Q99590:17:1157-1205	1157	1205	49	3
Q99613	Q99613:3:892-913	892	913	22	4
Q99623	Q99623:3:9-17	9	17	9	2
Q99661	Q99661:5:171-185	171	185	15	1
Q99683	Q99683:6:66-88	66	88	23	2
Q99700	Q99700:1:1-256	1	256	256	24
Q99700	Q99700:6:478-959	478	959	482	37
Q99719	Q99719:1:1-6	1	6	6	1
Q99726	Q99726:1:1-61	1	61	61	5
Q99729	Q99729:1:234-270	234	270	37	4
Q99729	Q99729:2:272-332	272	332	61	2
Q99742	Q99742:9:575-590	575	590	16	2
Q99856	Q99856:2:14-224	14	224	211	16
Q99856	Q99856:6:542-593	542	593	52	1
Q99933	Q99933:1:1-143	1	143	143	28
Q99943	Q99943:5:267-283	267	283	17	1
Q99959	Q99959:2:40-52	40	52	13	1
Q99959	Q99959:5:125-142	125	142	18	3
Q99959	Q99959:13:285-315	285	315	31	4
Q99963	Q99963:2:250-273	250	273	24	4
Q99996	Q99996:26:1614-1627	1614	1627	14	3
Q99996	Q99996:52:3312-3344	3312	3344	33	3
Q9BPU6	Q9BPU6:7:548-564	548	564	17	2
Q9BQ52	Q9BQ52:2:15-53	15	53	39	9
Q9BQ52	Q9BQ52:6:188-233	188	233	46	7
Q9BQF6	Q9BQF6:4:83-91	83	91	9	1
Q9BQI0	Q9BQI0:1:1-8	1	8	8	1
Q9BRJ9	Q9BRJ9:3:178-187	178	187	10	1
Q9BRQ0	Q9BRQ0:2:106-326	106	326	221	6
Q9BRS2	Q9BRS2:4:81-109	81	109	29	1
Q9BRS8	Q9BRS8:1:1-85	1	85	85	6
Q9BSI4	Q9BSI4:3:264-280	264	280	17	4
Q9BST9	Q9BST9:9:511-563	511	563	53	8
Q9BTC0	Q9BTC0:1:1-260	1	260	260	27
Q9BTC0	Q9BTC0:18:1013-1046	1013	1046	34	2
Q9BTC0	Q9BTC0:25:1483-2240	1483	2240	758	95
Q9BTD8	Q9BTD8:4:130-134	130	134	5	1
Q9BTD8	Q9BTD8:5:173-214	173	214	42	3
Q9BTD8	Q9BTD8:6:216-225	216	225	10	1
Q9BTD8	Q9BTD8:7:318-356	318	356	39	4
Q9BTT0	Q9BTT0:3:146-268	146	268	123	3
Q9BTV7	Q9BTV7:1:1-127	1	127	127	13
Q9BU76	Q9BU76:1:1-7	1	7	7	1
Q9BU76	Q9BU76:5:136-263	136	263	128	18
Q9BUA3	Q9BUA3:4:139-267	139	267	129	12
Q9BUB5	Q9BUB5:6:444-465	444	465	22	5
Q9BUH6	Q9BUH6:2:143-204	143	204	62	6
Q9BUH8	Q9BUH8:13:379-395	379	395	17	1
Q9BUJ2	Q9BUJ2:2:39-190	39	190	152	13
Q9BUJ2	Q9BUJ2:5:593-813	593	813	221	16
Q9BUP0	Q9BUP0:1:1-57	1	57	57	5
Q9BV68	Q9BV68:4:93-140	93	140	48	12
Q9BVG8	Q9BVG8:2:15-78	15	78	64	10
Q9BW19	Q9BW19:2:22-104	22	104	83	7
Q9BW62	Q9BW62:4:95-184	95	184	90	13
Q9BW71	Q9BW71:1:1-12	1	12	12	2
Q9BW71	Q9BW71:2:15-16	15	16	2	1
Q9BWF3	Q9BWF3:9:358-364	358	364	7	2
Q9BWH6	Q9BWH6:2:33-54	33	54	22	3
Q9BX10	Q9BX10:3:10-64	10	64	55	4
Q9BX40	Q9BX40:5:158-240	158	240	83	12
Q9BX40	Q9BX40:6:351-385	351	385	35	10
Q9BXB4	Q9BXB4:1:1-50	1	50	50	1
Q9BXB5	Q9BXB5:1:1-73	1	73	73	9
Q9BXF3	Q9BXF3:12:555-775	555	775	221	19
Q9BXF3	Q9BXF3:13:795-825	795	825	31	1
Q9BXF3	Q9BXF3:14:831-857	831	857	27	2
Q9BXF3	Q9BXF3:30:1435-1484	1435	1484	50	2
Q9BXP5	Q9BXP5:1:1-117	1	117	117	28
Q9BXP5	Q9BXP5:6:852-857	852	857	6	2
Q9BY76	Q9BY76:6:158-174	158	174	17	3
Q9BY89	Q9BY89:8:353-432	353	432	80	5
Q9BY89	Q9BY89:29:1279-1448	1279	1448	170	16
Q9BYB0	Q9BYB0:5:741-1024	741	1024	284	33
Q9BYG3	Q9BYG3:4:267-293	267	293	27	4
Q9BYN0	Q9BYN0:1:1-34	1	34	34	3
Q9BYN7	Q9BYN7:6:301-315	301	315	15	3
Q9BYW2	Q9BYW2:12:270-564	270	564	295	41
Q9BYW2	Q9BYW2:30:1388-1448	1388	1448	61	5
Q9BZ76	Q9BZ76:4:687-700	687	700	14	3
Q9BZE4	Q9BZE4:8:524-586	524	586	63	11
Q9BZI7	Q9BZI7:2:209-483	209	483	275	46
Q9C0A6	Q9C0A6:21:1237-1442	1237	1442	206	11
Q9C0B5	Q9C0B5:5:285-329	285	329	45	4
Q9C0B5	Q9C0B5:6:331-715	331	715	385	26
Q9C0C2	Q9C0C2:1:1-151	1	151	151	12
Q9C0C2	Q9C0C2:3:168-456	168	456	289	16
Q9C0C2	Q9C0C2:11:726-885	726	885	160	11
Q9C0C7	Q9C0C7:4:320-414	320	414	95	7
Q9C0C7	Q9C0C7:16:738-797	738	797	60	11
Q9C0C7	Q9C0C7:22:1183-1298	1183	1298	116	10
Q9C0J8	Q9C0J8:12:730-1336	730	1336	607	72
Q9C0K0	Q9C0K0:6:259-264	259	264	6	1
Q9C0K0	Q9C0K0:9:302-327	302	327	26	2
Q9C0K0	Q9C0K0:12:626-682	626	682	57	3
Q9C0K0	Q9C0K0:14:735-795	735	795	61	5
Q9GZR2	Q9GZR2:2:77-195	77	195	119	7
Q9GZT3	Q9GZT3:1:1-13	1	13	13	2
Q9H074	Q9H074:1:1-114	1	114	114	13
Q9H089	Q9H089:1:1-32	1	32	32	8
Q9H089	Q9H089:8:581-581	581	581	1	1
Q9H0B6	Q9H0B6:11:474-551	474	551	78	11
Q9H0D6	Q9H0D6:3:806-806	806	806	1	1
Q9H0D6	Q9H0D6:6:863-879	863	879	17	2
Q9H0D6	Q9H0D6:7:904-950	904	950	47	7
Q9H0E3	Q9H0E3:1:1-97	1	97	97	7
Q9H0E3	Q9H0E3:22:439-451	439	451	13	1
Q9H0E3	Q9H0E3:23:457-477	457	477	21	2
Q9H0K1	Q9H0K1:10:547-549	547	549	3	1
Q9H0L4	Q9H0L4:6:251-521	251	521	271	24
Q9H165	Q9H165:11:252-276	252	276	25	2
Q9H1B7	Q9H1B7:7:514-578	514	578	65	5
Q9H1I8	Q9H1I8:14:697-757	697	757	61	10
Q9H1Z4	Q9H1Z4:9:98-116	98	116	19	5
Q9H211	Q9H211:4:381-414	381	414	34	2
Q9H2P0	Q9H2P0:4:274-288	274	288	15	1
Q9H2P0	Q9H2P0:8:349-397	349	397	49	3
Q9H2S1	Q9H2S1:6:550-579	550	579	30	6
Q9H2U1	Q9H2U1:1:1-61	1	61	61	7
Q9H307	Q9H307:3:393-717	393	717	325	35
Q9H329	Q9H329:5:18-51	18	51	34	4
Q9H361	Q9H361:3:430-472	430	472	43	6
Q9H3R5	Q9H3R5:1:1-34	1	34	34	1
Q9H3S7	Q9H3S7:2:702-761	702	761	60	7
Q9H3S7	Q9H3S7:7:857-1168	857	1168	312	12
Q9H3S7	Q9H3S7:11:1507-1636	1507	1636	130	5
Q9H3T2	Q9H3T2:6:715-763	715	763	49	5
Q9H3T3	Q9H3T3:3:651-679	651	679	29	4
Q9H425	Q9H425:2:135-306	135	306	172	13
Q9H4A4	Q9H4A4:1:1-19	1	19	19	2
Q9H4B6	Q9H4B6:7:71-75	71	75	5	1
Q9H4L4	Q9H4L4:2:159-192	159	192	34	3
Q9H4L4	Q9H4L4:4:206-233	206	233	28	2
Q9H4M7	Q9H4M7:3:156-357	156	357	202	28
Q9H4M7	Q9H4M7:6:685-767	685	767	83	6
Q9H4W6	Q9H4W6:1:1-18	1	18	18	1
Q9H5H4	Q9H5H4:9:236-258	236	258	23	5
Q9H6A9	Q9H6A9:7:252-521	252	521	270	29
Q9H6A9	Q9H6A9:9:539-625	539	625	87	14
Q9H6A9	Q9H6A9:10:685-711	685	711	27	1
Q9H6E5	Q9H6E5:1:1-13	1	13	13	1
Q9H6K5	Q9H6K5:1:1-408	1	408	408	39
Q9H6K5	Q9H6K5:10:695-1241	695	1241	547	9
Q9H6L4	Q9H6L4:3:186-198	186	198	13	3
Q9H6R0	Q9H6R0:1:1-61	1	61	61	7
Q9H6S0	Q9H6S0:1:1-29	1	29	29	2
Q9H6Y7	Q9H6Y7:3:273-350	273	350	78	3
Q9H788	Q9H788:8:235-303	235	303	69	9
Q9H7B2	Q9H7B2:1:1-6	1	6	6	1
Q9H7E2	Q9H7E2:6:234-372	234	372	139	16
Q9H7N4	Q9H7N4:7:375-1092	375	1092	718	88
Q9H7P9	Q9H7P9:24:1291-1339	1291	1339	49	6
Q9H7P9	Q9H7P9:28:1365-1386	1365	1386	22	1
Q9H7S9	Q9H7S9:2:95-294	95	294	200	6
Q9H845	Q9H845:2:619-620	619	620	2	1
Q9H8H2	Q9H8H2:7:797-851	797	851	55	4
Q9H8V3	Q9H8V3:1:1-13	1	13	13	1
Q9H8Y8	Q9H8Y8:12:366-452	366	452	87	1
Q9H992	Q9H992:1:1-64	1	64	64	7
Q9H992	Q9H992:4:319-345	319	345	27	3
Q9H992	Q9H992:6:396-474	396	474	79	11
Q9H9B1	Q9H9B1:3:143-236	143	236	94	7
Q9H9H4	Q9H9H4:2:174-220	174	220	47	4
Q9HA92	Q9HA92:1:1-10	1	10	10	2
Q9HAU0	Q9HAU0:11:422-424	422	424	3	1
Q9HAU4	Q9HAU4:2:213-234	213	234	22	4
Q9HAU4	Q9HAU4:3:236-250	236	250	15	3
Q9HB19	Q9HB19:4:311-334	311	334	24	3
Q9HB96	Q9HB96:3:150-159	150	159	10	1
Q9HBD1	Q9HBD1:13:640-685	640	685	46	2
Q9HBI1	Q9HBI1:1:1-27	1	27	27	4
Q9HBZ2	Q9HBZ2:3:35-62	35	62	28	3
Q9HBZ2	Q9HBZ2:11:546-717	546	717	172	4
Q9HC52	Q9HC52:5:96-242	96	242	147	29
Q9HCD6	Q9HCD6:16:1426-1587	1426	1587	162	13
Q9HCD6	Q9HCD6:19:1692-1709	1692	1709	18	2
Q9HCD6	Q9HCD6:23:1757-1806	1757	1806	50	3
Q9HCG8	Q9HCG8:1:1-130	1	130	130	24
Q9HCJ0	Q9HCJ0:7:427-931	427	931	505	15
Q9HCK8	Q9HCK8:20:2025-2120	2025	2120	96	5
Q9HD15	Q9HD15:1:1-61	1	61	61	5
Q9NP61	Q9NP61:13:511-516	511	516	6	1
Q9NPF5	Q9NPF5:1:1-49	1	49	49	2
Q9NPG1	Q9NPG1:2:537-666	537	666	130	15
Q9NQ55	Q9NQ55:2:319-473	319	473	155	23
Q9NQ87	Q9NQ87:3:239-310	239	310	72	8
Q9NQS7	Q9NQS7:22:886-902	886	902	17	2
Q9NQT8	Q9NQT8:26:1780-1796	1780	1796	17	3
Q9NQX0	Q9NQX0:3:150-163	150	163	14	1
Q9NR12	Q9NR12:2:86-233	86	233	148	11
Q9NR22	Q9NR22:3:49-63	49	63	15	1
Q9NR30	Q9NR30:2:716-783	716	783	68	15
Q9NR48	Q9NR48:49:1481-1508	1481	1508	28	5
Q9NRC8	Q9NRC8:1:1-28	1	28	28	8
Q9NRC8	Q9NRC8:4:348-389	348	389	42	6
Q9NRF2	Q9NRF2:6:169-223	169	223	55	3
Q9NRF8	Q9NRF8:1:563-586	563	586	24	2
Q9NRF9	Q9NRF9:2:89-147	89	147	59	4
Q9NRH2	Q9NRH2:12:491-640	491	640	150	13
Q9NRI5	Q9NRI5:1:1-28	1	28	28	2
Q9NRJ4	Q9NRJ4:20:949-965	949	965	17	1
Q9NRJ4	Q9NRJ4:21:968-978	968	978	11	2
Q9NRJ4	Q9NRJ4:22:1001-1029	1001	1029	29	2
Q9NRL2	Q9NRL2:24:1199-1422	1199	1422	224	28
Q9NRN7	Q9NRN7:3:247-265	247	265	19	1
Q9NRR4	Q9NRR4:1:1-101	1	101	101	9
Q9NRR4	Q9NRR4:2:126-407	126	407	282	39
Q9NS23	Q9NS23:2:18-24	18	24	7	2
Q9NSK0	Q9NSK0:13:571-592	571	592	22	3
Q9NSV4	Q9NSV4:1:1-61	1	61	61	7
Q9NSV4	Q9NSV4:5:558-622	558	622	65	1
Q9NSY1	Q9NSY1:5:446-504	446	504	59	2
Q9NTG7	Q9NTG7:3:49-75	49	75	27	5
Q9NU22	Q9NU22:20:4667-5261	4667	5261	595	14
Q9NU39	Q9NU39:13:379-408	379	408	30	6
Q9NUC0	Q9NUC0:2:33-55	33	55	23	1
Q9NUD5	Q9NUD5:1:1-160	1	160	160	19
Q9NV35	Q9NV35:1:1-8	1	8	8	1
Q9NVP1	Q9NVP1:3:627-650	627	650	24	1
Q9NVW2	Q9NVW2:2:76-280	76	280	205	31
Q9NVW2	Q9NVW2:5:329-363	329	363	35	7
Q9NVW2	Q9NVW2:6:365-365	365	365	1	1
Q9NW64	Q9NW64:7:371-420	371	420	50	2
Q9NW68	Q9NW68:9:247-400	247	400	154	5
Q9NW75	Q9NW75:5:159-159	159	159	1	1
Q9NW82	Q9NW82:4:536-582	536	582	47	7
Q9NWF9	Q9NWF9:14:858-866	858	866	9	2
Q9NWH9	Q9NWH9:5:463-602	463	602	140	13
Q9NWH9	Q9NWH9:9:713-1034	713	1034	322	54
Q9NWM3	Q9NWM3:1:1-40	1	40	40	5
Q9NX05	Q9NX05:15:935-953	935	953	19	2
Q9NX05	Q9NX05:17:970-1096	970	1096	127	11
Q9NXH9	Q9NXH9:5:535-599	535	599	65	12
Q9NXL9	Q9NXL9:12:1107-1109	1107	1109	3	1
Q9NXZ2	Q9NXZ2:1:1-60	1	60	60	10
Q9NYB9	Q9NYB9:2:167-447	167	447	281	14
Q9NYJ8	Q9NYJ8:15:427-453	427	453	27	2
Q9NYL2	Q9NYL2:10:650-800	650	800	151	20
Q9NYP3	Q9NYP3:1:1-117	1	117	117	18
Q9NYQ7	Q9NYQ7:3:53-86	53	86	34	3
Q9NYV4	Q9NYV4:1:1-706	1	706	706	60
Q9NYV4	Q9NYV4:15:1464-1490	1464	1490	27	5
Q9NYZ3	Q9NYZ3:2:172-308	172	308	137	11
Q9NYZ3	Q9NYZ3:4:401-522	401	522	122	9
Q9NYZ3	Q9NYZ3:6:531-640	531	640	110	14
Q9NZ52	Q9NZ52:7:533-550	533	550	18	1
Q9NZB2	Q9NZB2:12:957-973	957	973	17	4
Q9NZB2	Q9NZB2:13:975-988	975	988	14	3
Q9NZI8	Q9NZI8:2:157-191	157	191	35	4
Q9NZJ0	Q9NZJ0:12:644-707	644	707	64	5
Q9NZJ7	Q9NZJ7:1:1-76	1	76	76	9
Q9NZL4	Q9NZL4:2:350-359	350	359	10	1
Q9NZM4	Q9NZM4:24:1323-1560	1323	1560	238	15
Q9NZN4	Q9NZN4:1:1-15	1	15	15	2
Q9NZN5	Q9NZN5:1:1-63	1	63	63	5
Q9NZN5	Q9NZN5:6:571-719	571	719	149	10
Q9NZN8	Q9NZN8:4:83-192	83	192	110	7
Q9NZQ3	Q9NZQ3:1:100-132	100	132	33	4
Q9NZQ3	Q9NZQ3:4:148-309	148	309	162	7
Q9NZU7	Q9NZU7:1:1-204	1	204	204	29
Q9P0J7	Q9P0J7:2:141-151	141	151	11	1
Q9P0J7	Q9P0J7:3:153-194	153	194	42	6
Q9P0L2	Q9P0L2:1:1-41	1	41	41	3
Q9P0L2	Q9P0L2:9:533-650	533	650	118	13
Q9P107	Q9P107:7:761-883	761	883	123	5
Q9P107	Q9P107:8:895-939	895	939	45	5
Q9P1Y5	Q9P1Y5:3:328-389	328	389	62	3
Q9P1Y5	Q9P1Y5:7:629-986	629	986	358	36
Q9P1Y5	Q9P1Y5:8:988-1031	988	1031	44	8
Q9P1Y6	Q9P1Y6:7:320-398	320	398	79	17
Q9P1Y6	Q9P1Y6:15:642-874	642	874	233	23
Q9P1Y6	Q9P1Y6:17:960-1242	960	1242	283	61
Q9P219	Q9P219:29:1666-2022	1666	2022	357	25
Q9P227	Q9P227:4:174-195	174	195	22	2
Q9P227	Q9P227:21:1174-1368	1174	1368	195	26
Q9P227	Q9P227:23:1376-1406	1376	1406	31	10
Q9P258	Q9P258:1:1-93	1	93	93	10
Q9P258	Q9P258:2:503-522	503	522	20	1
Q9P281	Q9P281:14:319-332	319	332	14	1
Q9P281	Q9P281:33:710-751	710	751	42	5
Q9P281	Q9P281:35:825-827	825	827	3	1
Q9P286	Q9P286:10:251-304	251	304	54	5
Q9P291	Q9P291:6:130-184	130	184	55	7
Q9P2D1	Q9P2D1:7:85-288	85	288	204	9
Q9P2D1	Q9P2D1:8:291-312	291	312	22	2
Q9P2D1	Q9P2D1:12:326-460	326	460	135	5
Q9P2E3	Q9P2E3:1:1-142	1	142	142	24
Q9P2J2	Q9P2J2:6:1013-1080	1013	1080	68	8
Q9P2K1	Q9P2K1:1:1-130	1	130	130	17
Q9P2K3	Q9P2K3:4:345-495	345	495	151	8
Q9P2K8	Q9P2K8:1:1-20	1	20	20	3
Q9P2M7	Q9P2M7:1:1-19	1	19	19	1
Q9P2M7	Q9P2M7:6:186-266	186	266	81	12
Q9P2N2	Q9P2N2:11:207-238	207	238	32	1
Q9P2N5	Q9P2N5:3:88-159	88	159	72	11
Q9P2N5	Q9P2N5:9:311-417	311	417	107	4
Q9P2N5	Q9P2N5:10:432-438	432	438	7	1
Q9P2N5	Q9P2N5:11:440-444	440	444	5	1
Q9P2N5	Q9P2N5:14:510-525	510	525	16	2
Q9P2N5	Q9P2N5:31:938-973	938	973	36	7
Q9P2N6	Q9P2N6:1:1-11	1	11	11	2
Q9P2R6	Q9P2R6:4:561-1138	561	1138	578	19
Q9UBB4	Q9UBB4:1:1-11	1	11	11	2
Q9UBB5	Q9UBB5:1:1-144	1	144	144	24
Q9UBL3	Q9UBL3:2:270-332	270	332	63	4
Q9UBR4	Q9UBR4:1:1-11	1	11	11	2
Q9UBU6	Q9UBU6:1:1-112	1	112	112	11
Q9UBU9	Q9UBU9:1:1-114	1	114	114	20
Q9UBV8	Q9UBV8:1:1-113	1	113	113	1
Q9UBW8	Q9UBW8:1:226-275	226	275	50	3
Q9UDT6	Q9UDT6:1:1-72	1	72	72	2
Q9UEE5	Q9UEE5:1:1-40	1	40	40	4
Q9UEE9	Q9UEE9:1:1-159	1	159	159	5
Q9UEG4	Q9UEG4:5:606-652	606	652	47	4
Q9UEU0	Q9UEU0:2:98-109	98	109	12	1
Q9UGP4	Q9UGP4:5:67-87	67	87	21	3
Q9UGP4	Q9UGP4:6:102-175	102	175	74	4
Q9UGU0	Q9UGU0:1:1-337	1	337	337	12
Q9UGU0	Q9UGU0:14:919-1068	919	1068	150	13
Q9UH92	Q9UH92:1:1-65	1	65	65	9
Q9UHB7	Q9UHB7:4:75-897	75	897	823	37
Q9UHD8	Q9UHD8:1:1-51	1	51	51	7
Q9UHI6	Q9UHI6:12:641-746	641	746	106	9
Q9UHR4	Q9UHR4:7:450-511	450	511	62	6
Q9UHV7	Q9UHV7:27:953-1059	953	1059	107	6
Q9UIF8	Q9UIF8:19:1019-1047	1019	1047	29	5
Q9UIF9	Q9UIF9:33:1766-1789	1766	1789	24	6
Q9UIS9	Q9UIS9:9:588-605	588	605	18	2
Q9UJ96	Q9UJ96:2:129-159	129	159	31	6
Q9UJA3	Q9UJA3:1:1-9	1	9	9	2
Q9UJK0	Q9UJK0:1:1-24	1	24	24	7
Q9UJU2	Q9UJU2:7:241-297	241	297	57	3
Q9UJU2	Q9UJU2:8:369-399	369	399	31	4
Q9UJU6	Q9UJU6:4:182-287	182	287	106	18
Q9UJV9	Q9UJV9:3:50-113	50	113	64	5
Q9UJX5	Q9UJX5:1:1-3	1	3	3	1
Q9UJY1	Q9UJY1:1:1-23	1	23	23	4
Q9UJY1	Q9UJY1:3:62-69	62	69	8	1
Q9UJY1	Q9UJY1:4:71-71	71	71	1	1
Q9UJZ1	Q9UJZ1:3:321-356	321	356	36	2
Q9UK58	Q9UK58:4:315-526	315	526	212	41
Q9UKB3	Q9UKB3:4:178-187	178	187	10	2
Q9UKD1	Q9UKD1:6:354-365	354	365	12	3
Q9UKK3	Q9UKK3:16:1408-1454	1408	1454	47	2
Q9UKN7	Q9UKN7:14:557-563	557	563	7	1
Q9UKN7	Q9UKN7:24:1094-1111	1094	1111	18	3
Q9UKV3	Q9UKV3:1:1-30	1	30	30	6
Q9UKV3	Q9UKV3:6:156-467	156	467	312	27
Q9UKV3	Q9UKV3:7:469-533	469	533	65	1
Q9UKV3	Q9UKV3:9:542-870	542	870	329	33
Q9UKV3	Q9UKV3:11:890-956	890	956	67	4
Q9UKZ1	Q9UKZ1:1:1-62	1	62	62	6
Q9UL46	Q9UL46:1:1-10	1	10	10	1
Q9UL49	Q9UL49:3:139-215	139	215	77	7
Q9ULD9	Q9ULD9:5:411-546	411	546	136	16
Q9ULE0	Q9ULE0:4:486-510	486	510	25	3
Q9ULG1	Q9ULG1:18:1412-1472	1412	1472	61	6
Q9ULH7	Q9ULH7:19:799-807	799	807	9	1
Q9ULI4	Q9ULI4:1:1-66	1	66	66	5
Q9ULI4	Q9ULI4:23:1333-1730	1333	1730	398	38
Q9ULJ6	Q9ULJ6:12:314-562	314	562	249	9
Q9ULK2	Q9ULK2:14:767-861	767	861	95	6
Q9ULL5	Q9ULL5:2:29-39	29	39	11	1
Q9ULL5	Q9ULL5:18:191-245	191	245	55	3
Q9ULL5	Q9ULL5:21:325-588	325	588	264	7
Q9ULL5	Q9ULL5:31:1117-1261	1117	1261	145	21
Q9ULT8	Q9ULT8:3:339-361	339	361	23	4
Q9ULV3	Q9ULV3:6:119-475	119	475	357	15
Q9ULX3	Q9ULX3:6:392-412	392	412	21	5
Q9ULX6	Q9ULX6:8:179-190	179	190	12	3
Q9ULX6	Q9ULX6:9:195-200	195	200	6	1
Q9ULX6	Q9ULX6:10:208-208	208	208	1	1
Q9ULX6	Q9ULX6:14:263-381	263	381	119	8
Q9UMN6	Q9UMN6:1:1-71	1	71	71	11
Q9UMN6	Q9UMN6:2:76-240	76	240	165	33
Q9UMN6	Q9UMN6:3:242-304	242	304	63	7
Q9UMS0	Q9UMS0:1:1-9	1	9	9	2
Q9UMS4	Q9UMS4:4:186-197	186	197	12	2
Q9UN86	Q9UN86:3:410-482	410	482	73	18
Q9UNS1	Q9UNS1:6:808-819	808	819	12	3
Q9UNX3	Q9UNX3:1:1-22	1	22	22	3
Q9UNY4	Q9UNY4:9:387-408	387	408	22	2
Q9UNZ2	Q9UNZ2:2:54-117	54	117	64	6
Q9UPA5	Q9UPA5:19:2281-2370	2281	2370	90	5
Q9UPA5	Q9UPA5:27:2578-2659	2578	2659	82	16
Q9UPA5	Q9UPA5:52:3564-3904	3564	3904	341	25
Q9UPN3	Q9UPN3:35:7201-7388	7201	7388	188	19
Q9UPN6	Q9UPN6:18:882-1069	882	1069	188	19
Q9UPN6	Q9UPN6:19:1072-1073	1072	1073	2	1
Q9UPN6	Q9UPN6:22:1109-1120	1109	1120	12	1
Q9UPN6	Q9UPN6:23:1124-1143	1124	1143	20	4
Q9UPN9	Q9UPN9:6:525-566	525	566	42	2
Q9UPN9	Q9UPN9:7:600-667	600	667	68	3
Q9UPQ9	Q9UPQ9:13:1191-1226	1191	1226	36	3
Q9UPQ9	Q9UPQ9:16:1295-1308	1295	1308	14	2
Q9UPQ9	Q9UPQ9:17:1312-1359	1312	1359	48	2
Q9UPR0	Q9UPR0:1:1-82	1	82	82	7
Q9UPS6	Q9UPS6:2:235-304	235	304	70	3
Q9UPS6	Q9UPS6:11:1500-1551	1500	1551	52	6
Q9UPT8	Q9UPT8:1:1-389	1	389	389	48
Q9UPU9	Q9UPU9:10:571-606	571	606	36	6
Q9UPV0	Q9UPV0:34:1226-1252	1226	1252	27	3
Q9UPW6	Q9UPW6:3:343-349	343	349	7	1
Q9UPZ6	Q9UPZ6:2:259-315	259	315	57	12
Q9UQ26	Q9UQ26:1:1-25	1	25	25	2
Q9UQ26	Q9UQ26:8:1026-1215	1026	1215	190	30
Q9UQ35	Q9UQ35:1:1-23	1	23	23	2
Q9UQ35	Q9UQ35:3:29-34	29	34	6	3
Q9UQ35	Q9UQ35:6:683-2143	683	2143	1461	271
Q9UQ35	Q9UQ35:8:2151-2176	2151	2176	26	2
Q9UQ35	Q9UQ35:10:2310-2344	2310	2344	35	2
Q9UQ35	Q9UQ35:13:2374-2386	2374	2386	13	1
Q9UQ35	Q9UQ35:14:2389-2460	2389	2460	72	10
Q9UQ35	Q9UQ35:16:2465-2752	2465	2752	288	30
Q9UQF2	Q9UQF2:4:70-372	70	372	303	24
Q9Y215	Q9Y215:5:157-289	157	289	133	8
Q9Y242	Q9Y242:5:147-169	147	169	23	2
Q9Y247	Q9Y247:6:135-161	135	161	27	4
Q9Y252	Q9Y252:4:167-366	167	366	200	37
Q9Y283	Q9Y283:2:580-833	580	833	254	30
Q9Y2H5	Q9Y2H5:2:161-342	161	342	182	16
Q9Y2H5	Q9Y2H5:9:448-469	448	469	22	4
Q9Y2H5	Q9Y2H5:10:476-482	476	482	7	1
Q9Y2H5	Q9Y2H5:13:663-865	663	865	203	18
Q9Y2H6	Q9Y2H6:5:105-118	105	118	14	1
Q9Y2H6	Q9Y2H6:8:133-155	133	155	23	1
Q9Y2H9	Q9Y2H9:6:720-911	720	911	192	22
Q9Y2J4	Q9Y2J4:2:40-233	40	233	194	19
Q9Y2K2	Q9Y2K2:5:566-618	566	618	53	3
Q9Y2K2	Q9Y2K2:15:972-992	972	992	21	2
Q9Y2L6	Q9Y2L6:9:635-704	635	704	70	8
Q9Y2R0	Q9Y2R0:1:1-35	1	35	35	3
Q9Y2V2	Q9Y2V2:1:1-52	1	52	52	7
Q9Y2W2	Q9Y2W2:7:177-180	177	180	4	1
Q9Y2W2	Q9Y2W2:8:183-220	183	220	38	3
Q9Y2W2	Q9Y2W2:9:222-553	222	553	332	20
Q9Y2X9	Q9Y2X9:5:376-429	376	429	54	2
Q9Y2Y0	Q9Y2Y0:3:152-163	152	163	12	1
Q9Y303	Q9Y303:1:1-9	1	9	9	1
Q9Y324	Q9Y324:2:193-198	193	198	6	1
Q9Y3I1	Q9Y3I1:9:455-522	455	522	68	8
Q9Y3R0	Q9Y3R0:5:428-437	428	437	10	1
Q9Y3T6	Q9Y3T6:3:103-119	103	119	17	2
Q9Y3T6	Q9Y3T6:4:121-134	121	134	14	4
Q9Y3T6	Q9Y3T6:5:138-144	138	144	7	2
Q9Y3Y2	Q9Y3Y2:2:44-65	44	65	22	4
Q9Y3Y2	Q9Y3Y2:3:107-122	107	122	16	4
Q9Y3Y2	Q9Y3Y2:4:128-129	128	129	2	1
Q9Y3Y2	Q9Y3Y2:6:138-141	138	141	4	1
Q9Y3Y2	Q9Y3Y2:8:148-156	148	156	9	3
Q9Y446	Q9Y446:4:55-107	55	107	53	5
Q9Y446	Q9Y446:11:253-263	253	263	11	3
Q9Y483	Q9Y483:3:420-498	420	498	79	8
Q9Y4B4	Q9Y4B4:12:1241-1284	1241	1284	44	7
Q9Y4B5	Q9Y4B5:1:1-185	1	185	185	22
