canonical_UniProtAC	substrate_genename	methyl_site_count	arginine_count	other_methyl	other_arg	odds_ratio	log2_odds_ratio	p_value	q_value	expected_global_rate	posterior_rate	shrinkage_log2_enrichment	binom_p_value	binom_q_value	protein_length	label
Q9Y4F5	KIAA0284	4	148	12841	642633	1.527307185680294	0.610990259048267	0.5456719970219093	0.6740488838373597	0.01998347804306599	0.022979010369578154	0.20150896700276946	0.5457080214082783	0.674093383459029	1589	KIAA0284 (Q9Y4F5)
P36776	LONP1	2	61	12843	642720	2.060609738503569	1.0430712969011817	0.3450192892516223	0.5477817912967359	0.01998347804306599	0.022975845243728726	0.20131023669177026	0.345015848095751	0.5477748786634472	959	LONP1 (P36776)
P42684	ABL2	2	61	12843	642720	2.060609738503569	1.0430712969011817	0.3450192892516223	0.5477817912967359	0.01998347804306599	0.022975845243728726	0.20131023669177026	0.345015848095751	0.5477748786634472	1182	ABL2 (P42684)
Q13625	TP53BP2	2	61	12843	642720	2.060609738503569	1.0430712969011817	0.3450192892516223	0.5477817912967359	0.01998347804306599	0.022975845243728726	0.20131023669177026	0.345015848095751	0.5477748786634472	1128	TP53BP2 (Q13625)
Q13671	RIN1	2	61	12843	642720	2.060609738503569	1.0430712969011817	0.3450192892516223	0.5477817912967359	0.01998347804306599	0.022975845243728726	0.20131023669177026	0.345015848095751	0.5477748786634472	783	RIN1 (Q13671)
Q4KMQ1	TPRN	2	61	12843	642720	2.060609738503569	1.0430712969011817	0.3450192892516223	0.5477817912967359	0.01998347804306599	0.022975845243728726	0.20131023669177026	0.345015848095751	0.5477748786634472	711	TPRN (Q4KMQ1)
Q5VZL5	ZMYM4	2	61	12843	642720	2.060609738503569	1.0430712969011817	0.3450192892516223	0.5477817912967359	0.01998347804306599	0.022975845243728726	0.20131023669177026	0.345015848095751	0.5477748786634472	1548	ZMYM4 (Q5VZL5)
Q6PJF5	RHBDF2	2	61	12843	642720	2.060609738503569	1.0430712969011817	0.3450192892516223	0.5477817912967359	0.01998347804306599	0.022975845243728726	0.20131023669177026	0.345015848095751	0.5477748786634472	856	RHBDF2 (Q6PJF5)
Q6XUX3	DSTYK	2	61	12843	642720	2.060609738503569	1.0430712969011817	0.3450192892516223	0.5477817912967359	0.01998347804306599	0.022975845243728726	0.20131023669177026	0.345015848095751	0.5477748786634472	929	DSTYK (Q6XUX3)
Q6ZU65	UBN2	2	61	12843	642720	2.060609738503569	1.0430712969011817	0.3450192892516223	0.5477817912967359	0.01998347804306599	0.022975845243728726	0.20131023669177026	0.345015848095751	0.5477748786634472	1347	UBN2 (Q6ZU65)
O60241	ADGRB2	3	105	12842	642676	1.6746384195008	0.7438496288807117	0.47023152821932407	0.6321123540404864	0.01998347804306599	0.022939985602010486	0.1990567856775834	0.47025058472217307	0.6321379708912349	1585	ADGRB2 (O60241)
O43147	SGSM2	2	62	12843	642719	2.026546856032588	1.0190235324952213	0.35227532470413137	0.5570244755371092	0.01998347804306599	0.022888151177912968	0.1957932317242045	0.35227148996138063	0.5570184119685884	1006	SGSM2 (O43147)
O60271	SPAG9	2	62	12843	642719	2.026546856032588	1.0190235324952213	0.35227532470413137	0.5570244755371092	0.01998347804306599	0.022888151177912968	0.1957932317242045	0.35227148996138063	0.5570184119685884	1321	SPAG9 (O60271)
O60313	OPA1	2	62	12843	642719	2.026546856032588	1.0190235324952213	0.35227532470413137	0.5570244755371092	0.01998347804306599	0.022888151177912968	0.1957932317242045	0.35227148996138063	0.5570184119685884	960	OPA1 (O60313)
P40818	USP8	2	62	12843	642719	2.026546856032588	1.0190235324952213	0.35227532470413137	0.5570244755371092	0.01998347804306599	0.022888151177912968	0.1957932317242045	0.35227148996138063	0.5570184119685884	1118	USP8 (P40818)
Q7Z4V5	HDGFRP2	2	62	12843	642719	2.026546856032588	1.0190235324952213	0.35227532470413137	0.5570244755371092	0.01998347804306599	0.022888151177912968	0.1957932317242045	0.35227148996138063	0.5570184119685884	671	HDGFRP2 (Q7Z4V5)
Q8IX18	DHX40	2	62	12843	642719	2.026546856032588	1.0190235324952213	0.35227532470413137	0.5570244755371092	0.01998347804306599	0.022888151177912968	0.1957932317242045	0.35227148996138063	0.5570184119685884	779	DHX40 (Q8IX18)
Q9P0L2	MARK1	2	62	12843	642719	2.026546856032588	1.0190235324952213	0.35227532470413137	0.5570244755371092	0.01998347804306599	0.022888151177912968	0.1957932317242045	0.35227148996138063	0.5570184119685884	795	MARK1 (Q9P0L2)
Q9UK58	CCNL1	2	62	12843	642719	2.026546856032588	1.0190235324952213	0.35227532470413137	0.5570244755371092	0.01998347804306599	0.022888151177912968	0.1957932317242045	0.35227148996138063	0.5570184119685884	526	CCNL1 (Q9UK58)
P27448	MARK3	2	63	12843	642718	1.9935917095769238	0.9953699739876303	0.35950294242189135	0.5577932818243313	0.01998347804306599	0.022801123987122425	0.1902972439693525	0.35949870688194835	0.5577867100958519	753	MARK3 (P27448)
Q12965	MYO1E	2	63	12843	642718	1.9935917095769238	0.9953699739876303	0.35950294242189135	0.5577932818243313	0.01998347804306599	0.022801123987122425	0.1902972439693525	0.35949870688194835	0.5577867100958519	1108	MYO1E (Q12965)
Q86Y91	KIF18B	2	63	12843	642718	1.9935917095769238	0.9953699739876303	0.35950294242189135	0.5577932818243313	0.01998347804306599	0.022801123987122425	0.1902972439693525	0.35949870688194835	0.5577867100958519	852	KIF18B (Q86Y91)
Q8NCN4	RNF169	2	63	12843	642718	1.9935917095769238	0.9953699739876303	0.35950294242189135	0.5577932818243313	0.01998347804306599	0.022801123987122425	0.1902972439693525	0.35949870688194835	0.5577867100958519	708	RNF169 (Q8NCN4)
Q96HB5	CCDC120	2	63	12843	642718	1.9935917095769238	0.9953699739876303	0.35950294242189135	0.5577932818243313	0.01998347804306599	0.022801123987122425	0.1902972439693525	0.35949870688194835	0.5577867100958519	630	CCDC120 (Q96HB5)
Q96P50	ACAP3	2	63	12843	642718	1.9935917095769238	0.9953699739876303	0.35950294242189135	0.5577932818243313	0.01998347804306599	0.022801123987122425	0.1902972439693525	0.35949870688194835	0.5577867100958519	834	ACAP3 (Q96P50)
Q9BRL6	SRSF8	2	63	12843	642718	1.9935917095769238	0.9953699739876303	0.35950294242189135	0.5577932818243313	0.01998347804306599	0.022801123987122425	0.1902972439693525	0.35949870688194835	0.5577867100958519	282	SRSF8 (Q9BRL6)
Q9UID3	FFR	2	63	12843	642718	1.9935917095769238	0.9953699739876303	0.35950294242189135	0.5577932818243313	0.01998347804306599	0.022801123987122425	0.1902972439693525	0.35949870688194835	0.5577867100958519	782	FFR (Q9UID3)
P51531	SMARCA2	3	107	12842	642674	1.642582707498745	0.7159660151102739	0.47637086503354653	0.6346762302320904	0.01998347804306599	0.022790539441736802	0.18962737275765282	0.4763889349777171	0.6347003050966309	1590	SMARCA2 (P51531)
Q5SW79	CEP170	3	107	12842	642674	1.642582707498745	0.7159660151102739	0.47637086503354653	0.6346762302320904	0.01998347804306599	0.022790539441736802	0.18962737275765282	0.4763889349777171	0.6347003050966309	1584	CEP170 (Q5SW79)
Q92794	KAT6A	3	107	12842	642674	1.642582707498745	0.7159660151102739	0.47637086503354653	0.6346762302320904	0.01998347804306599	0.022790539441736802	0.18962737275765282	0.4763889349777171	0.6347003050966309	2004	KAT6A (Q92794)
O14559	ARHGAP33	3	108	12842	642673	1.6270106199148082	0.7022236678810156	0.4795012643562134	0.6386695996795637	0.01998347804306599	0.022716544183809084	0.18493567743293066	0.4795188252176518	0.6386929897917044	1287	ARHGAP33 (O14559)
Q00722	PLCB2	2	64	12843	642717	1.9616911278078406	0.972097904218201	0.36670038057430077	0.5654873479206732	0.01998347804306599	0.02271475609323181	0.18482211390320138	0.36669573745235395	0.5654796665502295	1185	PLCB2 (Q00722)
Q17RB8	LONRF1	2	64	12843	642717	1.9616911278078406	0.972097904218201	0.36670038057430077	0.5654873479206732	0.01998347804306599	0.02271475609323181	0.18482211390320138	0.36669573745235395	0.5654796665502295	773	LONRF1 (Q17RB8)
Q8N3U4	STAG2	2	64	12843	642717	1.9616911278078406	0.972097904218201	0.36670038057430077	0.5654873479206732	0.01998347804306599	0.02271475609323181	0.18482211390320138	0.36669573745235395	0.5654796665502295	1231	STAG2 (Q8N3U4)
Q8NFI3	ENGASE	2	64	12843	642717	1.9616911278078406	0.972097904218201	0.36670038057430077	0.5654873479206732	0.01998347804306599	0.02271475609323181	0.18482211390320138	0.36669573745235395	0.5654796665502295	743	ENGASE (Q8NFI3)
Q9NRI5	DISC1	2	64	12843	642717	1.9616911278078406	0.972097904218201	0.36670038057430077	0.5654873479206732	0.01998347804306599	0.02271475609323181	0.18482211390320138	0.36669573745235395	0.5654796665502295	854	DISC1 (Q9NRI5)
Q9Y608	LRRFIP2	2	64	12843	642717	1.9616911278078406	0.972097904218201	0.36670038057430077	0.5654873479206732	0.01998347804306599	0.02271475609323181	0.18482211390320138	0.36669573745235395	0.5654796665502295	721	LRRFIP2 (Q9Y608)
A7KAX9	ARHGAP32	3	109	12842	642672	1.6117309659005228	0.6886109457557698	0.4826696209489043	0.6418694386710709	0.01998347804306599	0.02264302785958964	0.18025919022345763	0.4826866626725238	0.6418580819926536	2087	ARHGAP32 (A7KAX9)
O15439	ABCC4	2	65	12843	642716	1.930795288771642	0.9491952116579038	0.3738659591392878	0.5684989663844874	0.01998347804306599	0.022629040032502632	0.17936768381109314	0.3738609020166985	0.5684912765456706	1325	ABCC4 (O15439)
O43900	PRICKLE3	2	65	12843	642716	1.930795288771642	0.9491952116579038	0.3738659591392878	0.5684989663844874	0.01998347804306599	0.022629040032502632	0.17936768381109314	0.3738609020166985	0.5684912765456706	615	PRICKLE3 (O43900)
O95239	KIF4A	2	65	12843	642716	1.930795288771642	0.9491952116579038	0.3738659591392878	0.5684989663844874	0.01998347804306599	0.022629040032502632	0.17936768381109314	0.3738609020166985	0.5684912765456706	1232	KIF4A (O95239)
Q9Y6K1	DNMT3A	2	65	12843	642716	1.930795288771642	0.9491952116579038	0.3738659591392878	0.5684989663844874	0.01998347804306599	0.022629040032502632	0.17936768381109314	0.3738609020166985	0.5684912765456706	912	DNMT3A (Q9Y6K1)
A5YKK6	CNOT1	3	110	12842	642671	1.5967355845190614	0.6751254257819181	0.4858740884134226	0.6418694386710709	0.01998347804306599	0.022569985834236122	0.17559781285359452	0.48589060124070127	0.6418580819926536	2376	CNOT1 (A5YKK6)
Q14839	CHD3	3	110	12842	642671	1.5967355845190614	0.6751254257819181	0.4858740884134226	0.6418694386710709	0.01998347804306599	0.022569985834236122	0.17559781285359452	0.48589060124070127	0.6418580819926536	1912	CHD3 (Q14839)
Q29RF7	PDS5A	2	66	12843	642715	1.9008574602481936	0.9266503525529606	0.3809980771945947	0.5720720928296029	0.01998347804306599	0.022543968453433073	0.1739337977604651	0.38099260010441494	0.5720814127656101	1337	PDS5A (Q29RF7)
Q86W56	PARG	2	66	12843	642715	1.9008574602481936	0.9266503525529606	0.3809980771945947	0.5720720928296029	0.01998347804306599	0.022543968453433073	0.1739337977604651	0.38099260010441494	0.5720814127656101	976	PARG (Q86W56)
Q8IVT2	MISP	2	66	12843	642715	1.9008574602481936	0.9266503525529606	0.3809980771945947	0.5720720928296029	0.01998347804306599	0.022543968453433073	0.1739337977604651	0.38099260010441494	0.5720814127656101	679	MISP (Q8IVT2)
Q9NYU1	UGGT2	2	66	12843	642715	1.9008574602481936	0.9266503525529606	0.3809980771945947	0.5720720928296029	0.01998347804306599	0.022543968453433073	0.1739337977604651	0.38099260010441494	0.5720814127656101	1516	UGGT2 (Q9NYU1)
Q9Y2L6	FRMD4B	2	66	12843	642715	1.9008574602481936	0.9266503525529606	0.3809980771945947	0.5720720928296029	0.01998347804306599	0.022543968453433073	0.1739337977604651	0.38099260010441494	0.5720814127656101	1034	FRMD4B (Q9Y2L6)
O75976	CPD	2	67	12843	642714	1.8718337638934002	0.9044523159812733	0.38809521063132374	0.5767943375099792	0.01998347804306599	0.022459534114656173	0.16852030157410083	0.38808930793622554	0.5767855648144771	1380	CPD (O75976)
Q2KHM9	KIAA0753	2	67	12843	642714	1.8718337638934002	0.9044523159812733	0.38809521063132374	0.5767943375099792	0.01998347804306599	0.022459534114656173	0.16852030157410083	0.38808930793622554	0.5767855648144771	967	KIAA0753 (Q2KHM9)
Q9NRR4	DROSHA	3	112	12842	642669	1.5675664864893695	0.6485266345388354	0.4923841706354679	0.6461774222684946	0.01998347804306599	0.022425306437862814	0.1663199992655837	0.4923995979872194	0.6461657636681757	1374	DROSHA (Q9NRR4)
P12821	ACE	2	68	12843	642713	1.8436829606620593	0.8825905915564064	0.39515590951587626	0.579104590434054	0.01998347804306599	0.022375729882885068	0.16312704280388243	0.39514957599815365	0.5790961941597512	1306	ACE (P12821)
Q96GE4	CEP95	2	68	12843	642713	1.8436829606620593	0.8825905915564064	0.39515590951587626	0.579104590434054	0.01998347804306599	0.022375729882885068	0.16312704280388243	0.39514957599815365	0.5790961941597512	821	CEP95 (Q96GE4)
O14976	GAK	2	69	12843	642712	1.8163662553042395	0.8610551395420011	0.40217879585003774	0.586464916829028	0.01998347804306599	0.022292548730904083	0.15775387070503072	0.40217202668187246	0.5864550458967809	1311	GAK (O14976)
Q3KP66	C1orf106	2	69	12843	642712	1.8163662553042395	0.8610551395420011	0.40217879585003774	0.586464916829028	0.01998347804306599	0.022292548730904083	0.15775387070503072	0.40217202668187246	0.5864550458967809	663	C1orf106 (Q3KP66)
Q86XL3	ANKLE2	2	69	12843	642712	1.8163662553042395	0.8610551395420011	0.40217879585003774	0.586464916829028	0.01998347804306599	0.022292548730904083	0.15775387070503072	0.40217202668187246	0.5864550458967809	938	ANKLE2 (Q86XL3)
Q8NDV7	TNRC6A	2	69	12843	642712	1.8163662553042395	0.8610551395420011	0.40217879585003774	0.586464916829028	0.01998347804306599	0.022292548730904083	0.15775387070503072	0.40217202668187246	0.5864550458967809	1962	TNRC6A (Q8NDV7)
Q8TE68	EPS8L1	2	69	12843	642712	1.8163662553042395	0.8610551395420011	0.40217879585003774	0.586464916829028	0.01998347804306599	0.022292548730904083	0.15775387070503072	0.40217202668187246	0.5864550458967809	723	EPS8L1 (Q8TE68)
Q96L34	MARK4	2	69	12843	642712	1.8163662553042395	0.8610551395420011	0.40217879585003774	0.586464916829028	0.01998347804306599	0.022292548730904083	0.15775387070503072	0.40217202668187246	0.5864550458967809	752	MARK4 (Q96L34)
Q9NNW5	WDR6	2	69	12843	642712	1.8163662553042395	0.8610551395420011	0.40217879585003774	0.586464916829028	0.01998347804306599	0.022292548730904083	0.15775387070503072	0.40217202668187246	0.5864550458967809	1121	WDR6 (Q9NNW5)
P11717	IGF2R	3	114	12842	642667	1.5394438135011013	0.6224092129737867	0.4990175349484174	0.6488174343585627	0.01998347804306599	0.022282470091124836	0.15710146923620505	0.4990318422820531	0.6488360366056821	2491	IGF2R (P11717)
Q5T5P2	KIAA1217	3	114	12842	642667	1.5394438135011013	0.6224092129737867	0.4990175349484174	0.6488174343585627	0.01998347804306599	0.022282470091124836	0.15710146923620505	0.4990318422820531	0.6488360366056821	1943	KIAA1217 (Q5T5P2)
O00754	MAN2B1	2	70	12843	642711	1.7898471179860642	0.839836363163905	0.6525535797892781	0.7591768798566656	0.01998347804306599	0.022209983735604438	0.15240063621082398	0.6525650190646831	0.7591901882403429	1011	MAN2B1 (O00754)
O14490	DLGAP1	2	70	12843	642711	1.7898471179860642	0.839836363163905	0.6525535797892781	0.7591768798566656	0.01998347804306599	0.022209983735604438	0.15240063621082398	0.6525650190646831	0.7591901882403429	977	DLGAP1 (O14490)
O94887	FARP2	2	70	12843	642711	1.7898471179860642	0.839836363163905	0.6525535797892781	0.7591768798566656	0.01998347804306599	0.022209983735604438	0.15240063621082398	0.6525650190646831	0.7591901882403429	1054	FARP2 (O94887)
Q6UXX5	ITIH6	2	70	12843	642711	1.7898471179860642	0.839836363163905	0.6525535797892781	0.7591768798566656	0.01998347804306599	0.022209983735604438	0.15240063621082398	0.6525650190646831	0.7591901882403429	1313	ITIH6 (Q6UXX5)
Q9NYU2	UGGT1	2	70	12843	642711	1.7898471179860642	0.839836363163905	0.6525535797892781	0.7591768798566656	0.01998347804306599	0.022209983735604438	0.15240063621082398	0.6525650190646831	0.7591901882403429	1555	UGGT1 (Q9NYU2)
Q9UBC3	DNMT3B	2	70	12843	642711	1.7898471179860642	0.839836363163905	0.6525535797892781	0.7591768798566656	0.01998347804306599	0.022209983735604438	0.15240063621082398	0.6525650190646831	0.7591901882403429	853	DNMT3B (Q9UBC3)
P49815	TSC2	3	116	12842	642665	1.512312247930922	0.5967560443427113	0.5057608247184804	0.6534219093968905	0.01998347804306599	0.022141441799408853	0.14794146995072896	0.5057739803971383	0.6534098988477476	1807	TSC2 (P49815)
A6NEL2	SOWAHB	2	71	12843	642710	1.7640911213101385	0.8189250829288874	0.6546326545299809	0.7603054475046898	0.01998347804306599	0.022128028076063462	0.14706719190778328	0.654643806640134	0.7603183998223627	793	SOWAHB (A6NEL2)
O14802	POLR3A	2	71	12843	642710	1.7640911213101385	0.8189250829288874	0.6546326545299809	0.7603054475046898	0.01998347804306599	0.022128028076063462	0.14706719190778328	0.654643806640134	0.7603183998223627	1390	POLR3A (O14802)
Q12769	NUP160	2	71	12843	642710	1.7640911213101385	0.8189250829288874	0.6546326545299809	0.7603054475046898	0.01998347804306599	0.022128028076063462	0.14706719190778328	0.654643806640134	0.7603183998223627	1436	NUP160 (Q12769)
Q13029	PRDM2	2	71	12843	642710	1.7640911213101385	0.8189250829288874	0.6546326545299809	0.7603054475046898	0.01998347804306599	0.022128028076063462	0.14706719190778328	0.654643806640134	0.7603183998223627	1718	PRDM2 (Q13029)
Q14005	IL16	2	71	12843	642710	1.7640911213101385	0.8189250829288874	0.6546326545299809	0.7603054475046898	0.01998347804306599	0.022128028076063462	0.14706719190778328	0.654643806640134	0.7603183998223627	1332	IL16 (Q14005)
Q5JWF2	GNAS	2	71	12843	642710	1.7640911213101385	0.8189250829288874	0.6546326545299809	0.7603054475046898	0.01998347804306599	0.022128028076063462	0.14706719190778328	0.654643806640134	0.7603183998223627	1037	GNAS (Q5JWF2)
Q6P2E9	EDC4	2	71	12843	642710	1.7640911213101385	0.8189250829288874	0.6546326545299809	0.7603054475046898	0.01998347804306599	0.022128028076063462	0.14706719190778328	0.654643806640134	0.7603183998223627	1401	EDC4 (Q6P2E9)
Q6KC79	NIPBL	4	162	12841	642619	1.3923721284660795	0.47754484060039265	0.569813717385611	0.6922277410864753	0.01998347804306599	0.022090319360809938	0.14460657576829258	0.5698431439595455	0.6922356258002421	2804	NIPBL (Q6KC79)
Q9ULT8	HECTD1	4	162	12841	642619	1.3923721284660795	0.47754484060039265	0.569813717385611	0.6922277410864753	0.01998347804306599	0.022090319360809938	0.14460657576829258	0.5698431439595455	0.6922356258002421	2610	HECTD1 (Q9ULT8)
Q14004	CDK13	3	117	12842	642664	1.4991019005026467	0.5840984529009944	0.5091696830721132	0.6565033071099063	0.01998347804306599	0.02207159497985236	0.14338318798842487	0.5091822519432293	0.6565195129165926	1512	CDK13 (Q14004)
P14543	NID1	2	72	12843	642709	1.7390657912065794	0.798312512777928	0.6567674009319553	0.7620470882670342	0.01998347804306599	0.022046675031666168	0.14175339201131548	0.6567782558788282	0.7620596832597912	1247	NID1 (P14543)
P27987	ITPKB	2	72	12843	642709	1.7390657912065794	0.798312512777928	0.6567674009319553	0.7620470882670342	0.01998347804306599	0.022046675031666168	0.14175339201131548	0.6567782558788282	0.7620596832597912	946	ITPKB (P27987)
Q8N612	FAM160A2	2	72	12843	642709	1.7390657912065794	0.798312512777928	0.6567674009319553	0.7620470882670342	0.01998347804306599	0.022046675031666168	0.14175339201131548	0.6567782558788282	0.7620596832597912	972	FAM160A2 (Q8N612)
Q9H9B1	EHMT1	2	72	12843	642709	1.7390657912065794	0.798312512777928	0.6567674009319553	0.7620470882670342	0.01998347804306599	0.022046675031666168	0.14175339201131548	0.6567782558788282	0.7620596832597912	1298	EHMT1 (Q9H9B1)
P25054	APC	4	163	12841	642618	1.383640325614555	0.46846896617556805	0.5717838644856821	0.6922277410864753	0.01998347804306599	0.022029464486537736	0.14062672485574734	0.5718127347573595	0.6922626927599819	2843	APC (P25054)
A6NGR9	MROH6	2	73	12843	642708	1.7147404703366864	0.7779902379190224	0.6589547638602381	0.7640309040264031	0.01998347804306599	0.021965917980268125	0.1364590923418023	0.6589653120117427	0.7640431341735572	719	MROH6 (A6NGR9)
Q07912	TNK2	2	73	12843	642708	1.7147404703366864	0.7779902379190224	0.6589547638602381	0.7640309040264031	0.01998347804306599	0.021965917980268125	0.1364590923418023	0.6589653120117427	0.7640431341735572	1038	TNK2 (Q07912)
Q3KR16	PLEKHG6	2	73	12843	642708	1.7147404703366864	0.7779902379190224	0.6589547638602381	0.7640309040264031	0.01998347804306599	0.021965917980268125	0.1364590923418023	0.6589653120117427	0.7640431341735572	790	PLEKHG6 (Q3KR16)
Q9HCK8	CHD8	4	165	12841	642616	1.3665011212558356	0.45048664363687535	0.575806553988023	0.6969219804762983	0.01998347804306599	0.021908755092090955	0.1326998090841183	0.5758342823711002	0.6969555412607592	2581	CHD8 (Q9HCK8)
O00562	PITPNM1	2	74	12843	642707	1.6910861928011351	0.7579501941995311	0.6611917879490319	0.7655149313310986	0.01998347804306599	0.02188575039639853	0.13118415030112807	0.6612020201317799	0.7655267779523309	1244	PITPNM1 (O00562)
O60244	MED14	2	74	12843	642707	1.6910861928011351	0.7579501941995311	0.6611917879490319	0.7655149313310986	0.01998347804306599	0.02188575039639853	0.13118415030112807	0.6612020201317799	0.7655267779523309	1454	MED14 (O60244)
Q5VT97	SYDE2	2	74	12843	642707	1.6910861928011351	0.7579501941995311	0.6611917879490319	0.7655149313310986	0.01998347804306599	0.02188575039639853	0.13118415030112807	0.6612020201317799	0.7655267779523309	1194	SYDE2 (Q5VT97)
Q96SB8	SMC6	2	74	12843	642707	1.6910861928011351	0.7579501941995311	0.6611917879490319	0.7655149313310986	0.01998347804306599	0.02188575039639853	0.13118415030112807	0.6612020201317799	0.7655267779523309	1091	SMC6 (Q96SB8)
Q9H8Y5	ANKZF1	2	74	12843	642707	1.6910861928011351	0.7579501941995311	0.6611917879490319	0.7655149313310986	0.01998347804306599	0.02188575039639853	0.13118415030112807	0.6612020201317799	0.7655267779523309	726	ANKZF1 (Q9H8Y5)
Q9NS87	KIF15	2	74	12843	642707	1.6910861928011351	0.7579501941995311	0.6611917879490319	0.7655149313310986	0.01998347804306599	0.02188575039639853	0.13118415030112807	0.6612020201317799	0.7655267779523309	1388	KIF15 (Q9NS87)
O75128	COBL	2	75	12843	642706	1.6680755690760751	0.7381846488915186	0.6634756150340625	0.7672336088068592	0.01998347804306599	0.021806165849502537	0.1259284248496327	0.6634855224224778	0.7672450655675834	1261	COBL (O75128)
Q6ZW31	SYDE1	2	75	12843	642706	1.6680755690760751	0.7381846488915186	0.6634756150340625	0.7672336088068592	0.01998347804306599	0.021806165849502537	0.1259284248496327	0.6634855224224778	0.7672450655675834	735	SYDE1 (Q6ZW31)
Q96ED9	HOOK2	2	75	12843	642706	1.6680755690760751	0.7381846488915186	0.6634756150340625	0.7672336088068592	0.01998347804306599	0.021806165849502537	0.1259284248496327	0.6634855224224778	0.7672450655675834	719	HOOK2 (Q96ED9)
Q9Y2J4	AMOTL2	2	75	12843	642706	1.6680755690760751	0.7381846488915186	0.6634756150340625	0.7672336088068592	0.01998347804306599	0.021806165849502537	0.1259284248496327	0.6634855224224778	0.7672450655675834	779	AMOTL2 (Q9Y2J4)
Q9Y446	PKP3	2	75	12843	642706	1.6680755690760751	0.7381846488915186	0.6634756150340625	0.7672336088068592	0.01998347804306599	0.021806165849502537	0.1259284248496327	0.6634855224224778	0.7672450655675834	797	PKP3 (Q9Y446)
Q86UU1	PHLDB1	3	121	12842	642660	1.4484901052922086	0.5345498295205576	0.5230177174069247	0.6662451217903078	0.01998347804306599	0.021796559528390026	0.12529273100552904	0.5230278741793879	0.6662324450764788	1377	PHLDB1 (Q86UU1)
O00443	PIK3C2A	2	76	12843	642705	1.6456826802161175	0.7186861827755023	0.6658034812241296	0.7688139813269004	0.01998347804306599	0.021727158002221733	0.1206917764834859	0.6658130554576067	0.7688250368481845	1686	PIK3C2A (O00443)
Q7L4I2	RSRC2	2	76	12843	642705	1.6456826802161175	0.7186861827755023	0.6658034812241296	0.7688139813269004	0.01998347804306599	0.021727158002221733	0.1206917764834859	0.6658130554576067	0.7688250368481845	434	RSRC2 (Q7L4I2)
Q7Z3J3	RGPD4	2	76	12843	642705	1.6456826802161175	0.7186861827755023	0.6658034812241296	0.7688139813269004	0.01998347804306599	0.021727158002221733	0.1206917764834859	0.6658130554576067	0.7688250368481845	1758	RGPD4 (Q7Z3J3)
Q8WXA9	SREK1	2	76	12843	642705	1.6456826802161175	0.7186861827755023	0.6658034812241296	0.7688139813269004	0.01998347804306599	0.021727158002221733	0.1206917764834859	0.6658130554576067	0.7688250368481845	508	SREK1 (Q8WXA9)
Q9BRD0	BUD13	2	76	12843	642705	1.6456826802161175	0.7186861827755023	0.6658034812241296	0.7688139813269004	0.01998347804306599	0.021727158002221733	0.1206917764834859	0.6658130554576067	0.7688250368481845	619	BUD13 (Q9BRD0)
Q9HCS7	XAB2	2	76	12843	642705	1.6456826802161175	0.7186861827755023	0.6658034812241296	0.7688139813269004	0.01998347804306599	0.021727158002221733	0.1206917764834859	0.6658130554576067	0.7688250368481845	855	XAB2 (Q9HCS7)
A6NKT7	RGPD3	2	77	12843	642704	1.6238829804650328	0.6994476734187293	0.6681727145157511	0.7709932332197859	0.01998347804306599	0.021648720608711907	0.11547406721246653	0.6681819475699141	0.7710038870853614	1758	RGPD3 (A6NKT7)
O60486	PLXNC1	2	77	12843	642704	1.6238829804650328	0.6994476734187293	0.6681727145157511	0.7709932332197859	0.01998347804306599	0.021648720608711907	0.11547406721246653	0.6681819475699141	0.7710038870853614	1568	PLXNC1 (O60486)
Q96B18	DACT3	2	77	12843	642704	1.6238829804650328	0.6994476734187293	0.6681727145157511	0.7709932332197859	0.01998347804306599	0.021648720608711907	0.11547406721246653	0.6681819475699141	0.7710038870853614	629	DACT3 (Q96B18)
P35749	MYH11	3	124	12842	642657	1.4127181883070534	0.49847370284050635	0.7404963428297471	0.8297086036049396	0.01998347804306599	0.021594739532756785	0.11187221524320734	0.7405142896482475	0.8297287125897594	1972	MYH11 (P35749)
Q8N7X1	RBMXL3	3	124	12842	642657	1.4127181883070534	0.49847370284050635	0.7404963428297471	0.8297086036049396	0.01998347804306599	0.021594739532756785	0.11187221524320734	0.7405142896482475	0.8297287125897594	1067	RBMXL3 (Q8N7X1)
A6NE01	FAM186A	2	78	12843	642703	1.602653207504826	0.6804622795536642	0.6705807319709073	0.7730283287841423	0.01998347804306599	0.021570847512997114	0.11027516053814737	0.670589616287345	0.7730385703970619	2351	FAM186A (A6NE01)
P21127	CDK11B	2	78	12843	642703	1.602653207504826	0.6804622795536642	0.6705807319709073	0.7730283287841423	0.01998347804306599	0.021570847512997114	0.11027516053814737	0.670589616287345	0.7730385703970619	795	CDK11B (P21127)
Q9NXG0	CNTLN	2	78	12843	642703	1.602653207504826	0.6804622795536642	0.6705807319709073	0.7730283287841423	0.01998347804306599	0.021570847512997114	0.11027516053814737	0.670589616287345	0.7730385703970619	1405	CNTLN (Q9NXG0)
Q5T5U3	ARHGAP21	3	125	12842	642656	1.4011835701771462	0.4866459767789328	0.7415470746969621	0.8306919727989546	0.01998347804306599	0.021528294180348302	0.10742631021201508	0.7415647526865361	0.830711775943671	1958	ARHGAP21 (Q5T5U3)
