window_aa	methyl_site_count	protein_arg_count	observed_max_methyl_sites	null_mean_max_sites	null_q025_max_sites	null_q975_max_sites	observed_over_null_mean	log2_observed_over_null_mean	empirical_p_greater	best_window_start	best_window_end	best_window_arg_count	best_window_methyl_fraction_of_args	best_window_methyl_positions	canonical_UniProtAC	gene	q_value	max_log2_enrichment_for_protein
100	3	19	2	2.378	2.0	3.0	0.8410428931875525	-0.2497487150835688	0.989010989010989	41	93	6	0.3333333333333333	41,93	P35232	PHB	1.0	-0.12366619645381972
20	9	41	2	2.379	2.0	4.0	0.8406893652795292	-0.2503552717630476	0.985014985014985	238	250	2	1.0	238,250	Q96PK6	RBM14	1.0	0.34739878240348065
5	7	45	1	1.19	1.0	2.0	0.8403361344537815	-0.2509615735332188	1.0	5	5	1	1.0	5	Q9H0E3	SAP130	1.0	0.8365012677171206
100	6	43	2	2.38	2.0	4.0	0.8403361344537815	-0.2509615735332188	0.985014985014985	185	221	4	0.5	185,221	P55786	NPEPPS	1.0	0.5659723253364025
20	5	155	1	1.19	1.0	2.0	0.8403361344537815	-0.2509615735332188	1.0	4	4	1	1.0	4	Q9ULI4	KIF26A	1.0	0.633747736300436
30	4	109	1	1.19	1.0	2.0	0.8403361344537815	-0.2509615735332188	1.0	1325	1325	1	1.0	1325	Q8TDI0	CHD5	1.0	0.6237096166629484
30	4	165	1	1.19	1.0	2.0	0.8403361344537815	-0.2509615735332188	1.0	1202	1202	1	1.0	1202	Q9HCK8	CHD8	1.0	-0.05519565424212469
30	3	69	1	1.19	1.0	2.0	0.8403361344537815	-0.2509615735332188	1.0	632	632	1	1.0	632	P29590	PML	1.0	0.32825373313677725
15	3	63	1	1.19	1.0	2.0	0.8403361344537815	-0.2509615735332188	1.0	130	130	1	1.0	130	P52756	RBM5	1.0	0.17055631863340892
100	3	196	1	1.19	1.0	2.0	0.8403361344537815	-0.2509615735332188	1.0	1618	1618	1	1.0	1618	Q99996	AKAP9	1.0	-0.014355292977070054
20	3	26	1	1.19	1.0	2.0	0.8403361344537815	-0.2509615735332188	1.0	51	51	1	1.0	51	Q9Y3I0	C22orf28	1.0	0.6540359696571283
75	20	29	7	8.337	6.0	11.0	0.8396305625524769	-0.2521734132020269	0.9590409590409591	16	76	11	0.6363636363636364	16,17,21,35,52,74,76	P51991	HNRNPA3	1.0	-0.11058596741194338
10	3	15	1	1.191	1.0	2.0	0.8396305625524769	-0.2521734132020269	1.0	18	18	1	1.0	18	P11908	PRPS2	1.0	0.5553329331580924
20	3	17	1	1.191	1.0	2.0	0.8396305625524769	-0.2521734132020269	1.0	260	260	1	1.0	260	Q9H7S9	ZNF703	1.0	0.4870146651863234
20	8	25	2	2.384	1.0	4.0	0.8389261744966443	-0.2533842358000745	0.957042957042957	119	131	2	1.0	119,131	Q14247	CTTN	1.0	0.09811943628134247
15	5	13	2	2.384	2.0	3.0	0.8389261744966443	-0.2533842358000745	0.997002997002997	21	30	2	1.0	21,30	P04908	H2AC8	1.0	0.20146555656579124
10	4	22	1	1.192	1.0	2.0	0.8389261744966443	-0.2533842358000745	1.0	51	51	1	1.0	51	P26641	EEF1G	1.0	0.630393929968162
50	3	84	1	1.192	1.0	2.0	0.8389261744966443	-0.2533842358000745	1.0	609	609	1	1.0	609	Q15021	NCAPD2	1.0	0.6438561897747247
50	3	87	1	1.192	1.0	2.0	0.8389261744966443	-0.2533842358000745	1.0	11	11	1	1.0	11	Q9NZN5	ARHGEF12	1.0	-0.02290040211007877
10	5	9	2	2.385	2.0	4.0	0.8385744234800839	-0.2539892662307867	1.0	87	93	2	1.0	87,93	P57053	H2BS1	1.0	0.3183258582071666
75	3	13	2	2.385	2.0	3.0	0.8385744234800839	-0.2539892662307867	1.0	12	65	6	0.3333333333333333	12,65	P46776	RPL27A	1.0	0.18880301164800156
75	5	11	2	2.386	2.0	3.0	0.8382229673093042	-0.25459404303314104	1.0	39	66	2	1.0	39,66	P00558	PGK1	1.0	0.24297675349254017
15	3	29	1	1.193	1.0	2.0	0.8382229673093042	-0.25459404303314104	1.0	131	131	1	1.0	131	P98170	XIAP	1.0	0.5510990488548722
75	3	144	1	1.193	1.0	2.0	0.8382229673093042	-0.25459404303314104	1.0	197	197	1	1.0	197	Q07864	POLE	1.0	-0.021479727410451344
10	3	27	1	1.193	1.0	2.0	0.8382229673093042	-0.25459404303314104	1.0	27	27	1	1.0	27	Q9H425	C1orf198	1.0	-0.04684025420297229
75	4	26	2	2.387	2.0	4.0	0.8378718056137411	-0.2551985664196896	0.998001998001998	46	50	2	1.0	46,50	O00165	HAX1	1.0	0.7833899312575582
10	11	53	2	2.388	2.0	4.0	0.8375209380234506	-0.2558028366027179	0.988011988011988	70	73	2	1.0	70,73	Q5JVS0	HABP4	1.0	0.545824106814198
15	9	21	2	2.388	1.0	4.0	0.8375209380234506	-0.2558028366027179	0.9470529470529471	130	138	4	0.5	130,138	P12277	CKB	1.0	0.06371070535134447
5	6	27	1	1.194	1.0	2.0	0.8375209380234506	-0.2558028366027179	1.0	44	44	1	1.0	44	P31948	STIP1	1.0	0.5675750231952355
15	5	13	2	2.388	2.0	3.0	0.8375209380234506	-0.2558028366027179	0.999000999000999	21	30	2	1.0	21,30	Q7L7L0	HIST3H2A	1.0	0.2031254168151087
75	4	15	2	2.388	2.0	4.0	0.8375209380234506	-0.2558028366027179	0.991008991008991	125	130	2	1.0	125,130	Q96J01	THOC3	1.0	0.7734914701913203
15	3	66	1	1.194	1.0	2.0	0.8375209380234506	-0.2558028366027179	1.0	49	49	1	1.0	49	O75526	RBMXL2	1.0	-0.07313470463021544
50	3	98	1	1.194	1.0	2.0	0.8375209380234506	-0.2558028366027179	1.0	426	426	1	1.0	426	P24928	POLR2A	1.0	-0.035623909730721215
15	3	22	1	1.194	1.0	2.0	0.8375209380234506	-0.2558028366027179	1.0	2	2	1	1.0	2	P68371	TUBB4B	1.0	-0.04684025420297229
20	3	40	1	1.194	1.0	2.0	0.8375209380234506	-0.2558028366027179	1.0	396	396	1	1.0	396	Q09019	DMWD	1.0	0.3255393484397412
10	8	117	1	1.195	1.0	2.0	0.8368200836820083	-0.25701061820602394	1.0	596	596	1	1.0	596	P49792	RANBP2	1.0	0.6734626518600482
100	5	42	2	2.39	2.0	4.0	0.8368200836820083	-0.25701061820602394	0.987012987012987	638	639	2	1.0	638,639	P08133	ANXA6	1.0	0.861185531097718
10	3	22	1	1.195	1.0	2.0	0.8368200836820083	-0.25701061820602394	1.0	49	49	1	1.0	49	P22090	RPS4Y1	1.0	-0.045442970761167156
15	3	82	1	1.195	1.0	2.0	0.8368200836820083	-0.25701061820602394	1.0	284	284	1	1.0	284	Q8IX12	CCAR1	1.0	0.2567004721117434
10	4	22	1	1.196	1.0	2.0	0.8361204013377926	-0.25821738953601797	1.0	203	203	1	1.0	203	P12268	IMPDH1	1.0	0.5238775801198479
10	4	33	1	1.196	1.0	2.0	0.8361204013377926	-0.25821738953601797	1.0	29	29	1	1.0	29	Q9Y230	RUVBL2	1.0	0.4599727307424928
15	3	24	1	1.196	1.0	2.0	0.8361204013377926	-0.25821738953601797	1.0	17	17	1	1.0	17	Q99623	PHB2	1.0	-0.1029939933233257
15	4	41	1	1.197	1.0	2.0	0.835421888053467	-0.259423152281415	1.0	325	325	1	1.0	325	P28331	NDUFS1	1.0	-0.028569152196770954
15	4	30	1	1.197	1.0	2.0	0.835421888053467	-0.259423152281415	1.0	6	6	1	1.0	6	Q04724	TLE1	1.0	0.5748988173764586
20	3	23	1	1.197	1.0	2.0	0.835421888053467	-0.259423152281415	1.0	423	423	1	1.0	423	P08195	SLC3A2	1.0	0.5896588953859125
30	3	62	1	1.197	1.0	2.0	0.835421888053467	-0.259423152281415	1.0	217	217	1	1.0	217	Q05193	DNM1	1.0	0.4579896444633908
75	6	34	2	2.396	2.0	4.0	0.8347245409015025	-0.2606279081266986	0.994005994005994	50	86	3	0.6666666666666666	50,86	P42166	TMPO	1.0	0.15146886087427627
5	4	18	1	1.198	1.0	2.0	0.8347245409015025	-0.2606279081266986	1.0	20	20	1	1.0	20	P36873	PPP1CC	1.0	0.570250149199784
15	4	47	1	1.198	1.0	2.0	0.8347245409015025	-0.2606279081266986	1.0	243	243	1	1.0	243	Q14671	PUM1	1.0	0.6071330837692003
20	4	64	1	1.198	1.0	2.0	0.8347245409015025	-0.2606279081266986	1.0	65	65	1	1.0	65	Q9Y6K5	OAS3	1.0	0.15762451179371223
15	3	18	1	1.198	1.0	2.0	0.8347245409015025	-0.2606279081266986	1.0	117	117	1	1.0	117	Q00325	SLC25A3	1.0	0.5280322123384842
100	4	43	2	2.397	2.0	4.0	0.8343763037129747	-0.26122990898704573	0.987012987012987	228	315	5	0.4	228,315	P17661	DES	1.0	-0.14600345113892463
50	3	9	2	2.397	2.0	3.0	0.8343763037129747	-0.26122990898704573	1.0	23	32	2	1.0	23,32	P0C0S5	H2AFZ	1.0	0.3373387445249059
15	5	67	1	1.199	1.0	2.0	0.8340283569641367	-0.2618316587521367	1.0	128	128	1	1.0	128	P42704	LRPPRC	1.0	0.1544095911521454
100	4	60	2	2.398	2.0	4.0	0.8340283569641367	-0.2618316587521367	0.977022977022977	35	36	2	1.0	35,36	Q9NZM5	GLTSCR2	1.0	0.7575499263222987
20	4	12	2	2.399	2.0	4.0	0.8336807002917882	-0.26243315763134756	1.0	21	30	2	1.0	21,30	Q99878	H2AC14	1.0	0.08467032398699051
15	3	27	1	1.2	1.0	2.0	0.8333333333333334	-0.2630344058337938	1.0	66	66	1	1.0	66	P06744	GPI	1.0	0.4035418604410144
20	3	13	1	1.2	1.0	2.0	0.8333333333333334	-0.2630344058337938	1.0	528	528	1	1.0	528	Q96F45	ZNF503	1.0	0.6049372004824225
30	3	13	1	1.2	1.0	2.0	0.8333333333333334	-0.2630344058337938	1.0	528	528	1	1.0	528	Q96F45	ZNF503	1.0	0.6049372004824225
100	30	37	11	13.209	11.0	15.0	0.8327655386478916	-0.26401772635866516	0.99000999000999	407	503	13	0.8461538461538461	407,472,473,476,481,485,487,491,495,498,503	P35637	FUS	1.0	0.231316585295521
30	3	70	1	1.201	1.0	2.0	0.832639467110741	-0.26423615104354714	1.0	11	11	1	1.0	11	O94804	STK10	1.0	-0.05380644369579377
15	3	34	1	1.201	1.0	2.0	0.832639467110741	-0.26423615104354714	1.0	40	40	1	1.0	40	P49821	NDUFV1	1.0	0.3584539709124762
100	3	31	2	2.403	2.0	3.0	0.8322929671244278	-0.26483664846777927	0.983016983016983	41	137	13	0.15384615384615385	41,137	Q14493	SLBP	1.0	0.4237197423786447
50	3	9	2	2.403	2.0	3.0	0.8322929671244278	-0.26483664846777927	1.0	23	32	2	1.0	23,32	Q71UI9	H2AZ2	1.0	0.3364276645824773
50	3	12	2	2.403	2.0	3.0	0.8322929671244278	-0.26483664846777927	1.0	21	30	2	1.0	21,30	Q8IUE6	HIST2H2AB	1.0	0.3446481713874458
75	9	54	3	3.606	2.0	5.0	0.831946755407654	-0.2654368960490983	0.9460539460539461	306	327	5	0.6	306,323,327	O15234	CASC3	1.0	0.3031159091445456
50	6	9	3	3.606	3.0	5.0	0.831946755407654	-0.2654368960490983	1.0	6	42	5	0.6	6,18,42	P22392	NME2	1.0	0.0
20	3	25	1	1.202	1.0	2.0	0.831946755407654	-0.2654368960490983	1.0	249	249	1	1.0	249	O43865	AHCYL1	1.0	-0.11370049916472832
20	3	48	1	1.202	1.0	2.0	0.831946755407654	-0.2654368960490983	1.0	201	201	1	1.0	201	Q9NYZ3	GTSE1	1.0	0.6427295243204406
100	5	11	3	3.607	3.0	5.0	0.8317161075686166	-0.26583692240432705	0.987012987012987	73	169	6	0.5	73,157,169	P00338	LDHA	1.0	-0.06695024392462698
75	6	32	2	2.405	2.0	4.0	0.8316008316008316	-0.26603689399531716	0.9920079920079921	12	61	6	0.3333333333333333	12,61	P35908	KRT2	1.0	-0.09288396567848438
75	4	27	2	2.405	2.0	4.0	0.8316008316008316	-0.26603689399531716	0.98001998001998	256	317	6	0.3333333333333333	256,317	Q14240	EIF4A2	1.0	0.19099722506091368
100	4	29	2	2.405	2.0	4.0	0.8316008316008316	-0.26603689399531716	0.996003996003996	176	177	2	1.0	176,177	Q15008	PSMD6	1.0	0.8559536303832931
5	4	27	1	1.203	1.0	2.0	0.8312551953449708	-0.26663664251398955	1.0	146	146	1	1.0	146	O94992	HEXIM1	1.0	0.3646325458416007
20	4	34	1	1.203	1.0	2.0	0.8312551953449708	-0.26663664251398955	1.0	13	13	1	1.0	13	P22102	GART	1.0	-0.012926174444269984
75	4	30	2	2.406	2.0	4.0	0.8312551953449708	-0.26663664251398955	0.997002997002997	24	27	2	1.0	24,27	P29372	MPG	1.0	0.77595972578207
5	4	11	1	1.203	1.0	2.0	0.8312551953449708	-0.26663664251398955	1.0	3	3	1	1.0	3	P60900	PSMA6	1.0	0.7514651638613211
10	3	13	1	1.203	1.0	2.0	0.8312551953449708	-0.26663664251398955	1.0	132	132	1	1.0	132	Q6UXN9	WDR82	1.0	0.5395195299599892
75	4	21	2	2.408	2.0	4.0	0.8305647840531561	-0.267835392097615	0.998001998001998	42	45	2	1.0	42,45	Q9NVS9	PNPO	1.0	0.7226103011891362
15	3	24	1	1.204	1.0	2.0	0.8305647840531561	-0.267835392097615	1.0	58	58	1	1.0	58	O14745	SLC9A3R1	1.0	0.2871841455626283
10	3	37	1	1.204	1.0	2.0	0.8305647840531561	-0.267835392097615	1.0	18	18	1	1.0	18	Q9NS23	RASSF1	1.0	0.5574545438946958
50	5	10	2	2.409	2.0	4.0	0.8302200083022001	-0.2684343935763836	0.984015984015984	257	303	2	1.0	257,303	Q16576	RBBP7	1.0	0.04097178105630611
100	4	22	2	2.409	2.0	4.0	0.8302200083022001	-0.2684343935763836	0.993006993006993	203	231	3	0.6666666666666666	203,231	P12268	IMPDH1	1.0	0.5238775801198479
100	20	60	6	7.228	5.0	10.0	0.8301051466519093	-0.26863400548135635	0.9150849150849151	7	32	6	1.0	7,9,18,19,25,32	P23246	SFPQ	1.0	0.42404231254005303
5	5	26	1	1.205	1.0	2.0	0.8298755186721991	-0.269033146455237	1.0	57	57	1	1.0	57	O00148	DDX39A	1.0	0.4237197423786447
20	4	39	1	1.205	1.0	2.0	0.8298755186721991	-0.269033146455237	1.0	85	85	1	1.0	85	Q9Y678	COPG1	1.0	0.18442457113742758
30	3	18	1	1.205	1.0	2.0	0.8298755186721991	-0.269033146455237	1.0	17	17	1	1.0	17	O75083	WDR1	1.0	0.3093594213843066
20	7	92	2	2.412	1.0	4.0	0.8291873963515755	-0.2702299072379977	0.97002997002997	180	182	2	1.0	180,182	P08621	SNRNP70	1.0	0.3336978718269051
5	4	31	1	1.206	1.0	2.0	0.8291873963515755	-0.2702299072379977	1.0	157	157	1	1.0	157	P49591	SARS1	1.0	0.048412205185245916
75	4	25	2	2.412	2.0	4.0	0.8291873963515755	-0.2702299072379977	0.981018981018981	170	242	10	0.2	170,242	Q14320	FAM50A	1.0	-0.17759892932773338
10	3	13	1	1.206	1.0	2.0	0.8291873963515755	-0.2702299072379977	1.0	8	8	1	1.0	8	P78330	PSPH	1.0	-0.10634831950514677
20	3	49	1	1.206	1.0	2.0	0.8291873963515755	-0.2702299072379977	1.0	23	23	1	1.0	23	Q13823	GNL2	1.0	-0.09085343045111353
20	3	43	1	1.206	1.0	2.0	0.8291873963515755	-0.2702299072379977	1.0	234	234	1	1.0	234	Q6P1J9	CDC73	1.0	0.11794392903137375
75	4	12	3	3.621	3.0	4.0	0.8285004142502072	-0.2714256760929344	0.988011988011988	56	94	6	0.5	56,67,94	P39019	RPS19	1.0	0.07704103576382794
15	4	45	1	1.207	1.0	2.0	0.828500414250207	-0.27142567609293455	1.0	136	136	1	1.0	136	Q8NCN5	PDPR	1.0	0.6461121637150926
30	4	129	1	1.207	1.0	2.0	0.828500414250207	-0.27142567609293455	1.0	274	274	1	1.0	274	Q9H6A9	PCNX3	1.0	0.3733272473940066
50	4	162	1	1.207	1.0	2.0	0.828500414250207	-0.27142567609293455	1.0	114	114	1	1.0	114	Q9ULT8	HECTD1	1.0	-0.029982866215714284
10	3	19	1	1.207	1.0	2.0	0.828500414250207	-0.27142567609293455	1.0	26	26	1	1.0	26	O00629	KPNA4	1.0	0.6027446544055728
20	3	38	1	1.207	1.0	2.0	0.828500414250207	-0.27142567609293455	1.0	90	90	1	1.0	90	O43776	NARS	1.0	0.4880260182181989
30	3	34	1	1.207	1.0	2.0	0.828500414250207	-0.27142567609293455	1.0	33	33	1	1.0	33	O95757	HSPA4L	1.0	0.42275246440684927
100	3	114	1	1.207	1.0	2.0	0.828500414250207	-0.27142567609293455	1.0	7	7	1	1.0	7	P11717	IGF2R	1.0	-0.011495638837829386
15	3	33	1	1.208	1.0	2.0	0.8278145695364238	-0.27262045466299184	1.0	118	118	1	1.0	118	O75306	NDUFS2	1.0	0.2050643371964638
75	3	116	1	1.208	1.0	2.0	0.8278145695364238	-0.27262045466299184	1.0	751	751	1	1.0	751	P49815	TSC2	1.0	-0.018634174139050896
30	7	20	2	2.418	2.0	4.0	0.8271298593879238	-0.2738142445870366	0.994005994005994	152	153	2	1.0	152,153	Q02790	FKBP4	1.0	0.23446525363702297
30	4	12	2	2.418	2.0	4.0	0.8271298593879238	-0.2738142445870366	0.981018981018981	56	67	3	0.6666666666666666	56,67	P39019	RPS19	1.0	0.07704103576382794
5	4	32	1	1.209	1.0	2.0	0.8271298593879238	-0.2738142445870366	1.0	13	13	1	1.0	13	Q6PID8	KLHDC10	1.0	0.5691795034802285
10	3	25	1	1.209	1.0	2.0	0.8271298593879238	-0.2738142445870366	1.0	164	164	1	1.0	164	O75323	NIPSNAP2	1.0	0.45666909971133857
10	3	55	1	1.209	1.0	2.0	0.8271298593879238	-0.2738142445870366	1.0	73	73	1	1.0	73	Q13123	IK	1.0	0.5374241119577958
20	4	98	1	1.21	1.0	2.0	0.8264462809917356	-0.27500704749986976	1.0	371	371	1	1.0	371	Q9P1Y5	CAMSAP3	1.0	0.6214883767462701
10	3	25	1	1.21	1.0	2.0	0.8264462809917356	-0.27500704749986976	1.0	147	147	1	1.0	147	P05091	ALDH2	1.0	0.5114849910421879
20	3	39	1	1.21	1.0	2.0	0.8264462809917356	-0.27500704749986976	1.0	7	7	1	1.0	7	Q9NVM4	PRMT7	1.0	0.6237096166629484
75	4	20	2	2.421	2.0	4.0	0.8261049153242462	-0.27560307933684935	0.997002997002997	246	252	2	1.0	246,252	Q9NRN7	AASDHPPT	1.0	0.7429893817939761
100	16	25	8	9.686	8.0	12.0	0.8259343382201115	-0.27590100293953723	1.0	8	55	8	1.0	8,13,22,30,42,46,51,55	Q9NY12	GAR1	1.0	0.2584251525812043
50	6	31	2	2.422	1.0	4.0	0.8257638315441783	-0.2761988650322418	0.965034965034965	187	236	3	0.6666666666666666	187,236	P0DMV8	HSPA1A	1.0	0.1959464410326469
75	4	440	1	1.211	1.0	2.0	0.8257638315441783	-0.2761988650322418	1.0	343	343	1	1.0	343	P20930	FLG	1.0	-0.021479727410451344
15	3	24	1	1.211	1.0	2.0	0.8257638315441783	-0.2761988650322418	1.0	27	27	1	1.0	27	O95801	TTC4	1.0	0.513543044231269
5	3	13	1	1.211	1.0	2.0	0.8257638315441783	-0.2761988650322418	1.0	12	12	1	1.0	12	P46776	RPL27A	1.0	0.18880301164800156
30	3	71	1	1.211	1.0	2.0	0.8257638315441783	-0.2761988650322418	1.0	239	239	1	1.0	239	Q9P206	KIAA1522	1.0	-0.06763871687536335
15	6	214	1	1.212	1.0	2.0	0.8250825082508251	-0.2773896988108639	1.0	11	11	1	1.0	11	Q7Z406	MYH14	1.0	0.5114849910421879
20	4	72	1	1.212	1.0	2.0	0.8250825082508251	-0.2773896988108639	1.0	52	52	1	1.0	52	Q14692	BMS1	1.0	-0.07724299893246041
15	3	30	1	1.212	1.0	2.0	0.8250825082508251	-0.2773896988108639	1.0	19	19	1	1.0	19	P39023	RPL3	1.0	0.043199881948423204
50	3	107	1	1.212	1.0	2.0	0.8250825082508251	-0.2773896988108639	1.0	194	194	1	1.0	194	P51531	SMARCA2	1.0	-0.034215715337912955
10	3	28	1	1.212	1.0	2.0	0.8250825082508251	-0.2773896988108639	1.0	16	16	1	1.0	16	Q13363	CTBP1	1.0	0.6104331882372743
20	3	39	1	1.212	1.0	2.0	0.8250825082508251	-0.2773896988108639	1.0	267	267	1	1.0	267	Q9Y5V3	MAGED1	1.0	0.47894926309903674
75	5	22	2	2.425	2.0	4.0	0.8247422680412372	-0.2779847472997652	0.987012987012987	269	338	5	0.4	269,338	Q15723	ELF1	1.0	0.4208198518728499
75	5	10	2	2.425	2.0	4.0	0.8247422680412372	-0.2779847472997652	1.0	257	303	2	1.0	257,303	Q16576	RBBP7	1.0	0.04097178105630611
15	3	31	1	1.213	1.0	2.0	0.8244023083264632	-0.2785795504584234	1.0	68	68	1	1.0	68	P30533	LRPAP1	1.0	-0.009347172259252651
100	13	85	3	3.64	3.0	5.0	0.8241758241758241	-0.2789759497028155	0.984015984015984	236	323	10	0.3	236,272,323	Q9UQE7	SMC3	1.0	0.11247472925841234
15	41	56	4	4.854	4.0	6.0	0.8240626287597858	-0.27917410848904667	1.0	320	334	4	1.0	320,321,326,334	Q92804	TAF15	1.0	0.007521587332542635
5	7	65	1	1.214	1.0	2.0	0.8237232289950577	-0.279768421593595	1.0	40	40	1	1.0	40	Q7KZF4	SND1	1.0	0.4188898247744504
5	6	114	1	1.214	1.0	2.0	0.8237232289950577	-0.279768421593595	1.0	569	569	1	1.0	569	Q9NWH9	SLTM	1.0	0.15628409077292618
20	3	35	1	1.214	1.0	2.0	0.8237232289950577	-0.279768421593595	1.0	106	106	1	1.0	106	Q53ET0	CRTC2	1.0	0.7036894392919075
75	3	251	1	1.214	1.0	2.0	0.8237232289950577	-0.279768421593595	1.0	491	491	1	1.0	491	Q5TZA2	CROCC	1.0	-0.017209290032223146
75	7	65	2	2.429	2.0	4.0	0.8233841086867024	-0.28036248997377783	0.9920079920079921	40	107	8	0.25	40,107	Q7KZF4	SND1	1.0	0.4188898247744504
10	10	241	1	1.215	1.0	2.0	0.8230452674897119	-0.28095631383105635	1.0	468	468	1	1.0	468	Q7Z6Z7	HUWE1	1.0	0.9733179573474945
15	4	57	1	1.215	1.0	2.0	0.8230452674897119	-0.28095631383105635	1.0	325	325	1	1.0	325	Q86YR5	GPSM1	1.0	0.6468649396470632
50	3	43	1	1.215	1.0	2.0	0.8230452674897119	-0.28095631383105635	1.0	81	81	1	1.0	81	Q14126	DSG2	1.0	-0.03280614508324141
50	3	96	1	1.215	1.0	2.0	0.8230452674897119	-0.28095631383105635	1.0	145	145	1	1.0	145	Q7L2E3	DHX30	1.0	0.6115349027168464
75	3	144	1	1.215	1.0	2.0	0.8230452674897119	-0.28095631383105635	1.0	234	234	1	1.0	234	Q7RTP6	MICAL3	1.0	-0.021479727410451344
10	3	25	1	1.215	1.0	2.0	0.8230452674897119	-0.28095631383105635	1.0	86	86	1	1.0	86	Q96K30	RITA1	1.0	-0.04264433740849367
50	3	84	1	1.215	1.0	2.0	0.8230452674897119	-0.28095631383105635	1.0	25	25	1	1.0	25	Q9BQG0	MYBBP1A	1.0	-0.035623909730721215
5	3	11	1	1.215	1.0	2.0	0.8230452674897119	-0.28095631383105635	1.0	7	7	1	1.0	7	Q9GZT3	SLIRP	1.0	0.5638381606855499
50	7	30	3	3.647	3.0	5.0	0.8225939128050452	-0.2817476989528691	0.998001998001998	6	26	5	0.6	6,11,26	Q07020	RPL18	1.0	0.21703235928927345
5	10	33	1	1.216	1.0	2.0	0.8223684210526316	-0.28214322878149833	1.0	65	65	1	1.0	65	P09874	PARP1	1.0	0.22263289054958724
5	8	14	2	2.432	2.0	4.0	0.8223684210526316	-0.28214322878149833	0.983016983016983	20	24	2	1.0	20,24	P62805	HIST1H4A	1.0	0.25522381380382037
15	7	17	2	2.432	2.0	4.0	0.8223684210526316	-0.28214322878149833	0.983016983016983	19	34	2	1.0	19,34	P23526	AHCY	1.0	0.16326791954086411
15	5	12	2	2.432	2.0	3.0	0.8223684210526316	-0.28214322878149833	0.999000999000999	21	30	2	1.0	21,30	Q16777	HIST1H2AJ	1.0	0.15628409077292618
10	4	54	1	1.216	1.0	2.0	0.8223684210526316	-0.28214322878149833	1.0	61	61	1	1.0	61	Q9BZE4	GTPBP4	1.0	-0.10701824988212047
30	3	44	1	1.216	1.0	2.0	0.8223684210526316	-0.28214322878149833	1.0	50	50	1	1.0	50	P25098	ADRBK1	1.0	-0.051024003024466906
30	3	44	1	1.216	1.0	2.0	0.8223684210526316	-0.28214322878149833	1.0	334	334	1	1.0	334	Q86VS8	HOOK3	1.0	0.2679479266997109
30	3	51	1	1.216	1.0	2.0	0.8223684210526316	-0.28214322878149833	1.0	56	56	1	1.0	56	Q92922	SMARCC1	1.0	-0.05519565424212469
75	7	18	3	3.649	2.0	5.0	0.822143052891203	-0.28253865020123825	0.973026973026973	51	88	4	0.75	51,71,88	Q96EP5	DAZAP1	1.0	-0.013402704602488408
50	5	12	3	3.649	3.0	5.0	0.822143052891203	-0.28253865020123825	1.0	72	89	4	0.75	72,82,89	Q16777	HIST1H2AJ	1.0	0.15628409077292618
50	7	23	2	2.434	2.0	4.0	0.8216926869350862	-0.2833291680516414	1.0	62	73	2	1.0	62,73	P30101	PDIA3	1.0	0.3250874470919934
50	3	40	1	1.217	1.0	2.0	0.8216926869350862	-0.2833291680516414	1.0	411	411	1	1.0	411	O94979	SEC31A	1.0	0.6060347243397574
10	3	17	1	1.217	1.0	2.0	0.8216926869350862	-0.2833291680516414	1.0	60	60	1	1.0	60	P05141	SLC25A5	1.0	0.6192705514964515
30	3	39	1	1.217	1.0	2.0	0.8216926869350862	-0.2833291680516414	1.0	165	165	1	1.0	165	P35606	COPB2	1.0	-0.035623909730721215
10	3	23	1	1.217	1.0	2.0	0.8216926869350862	-0.2833291680516414	1.0	110	110	1	1.0	110	P62241	RPS8	1.0	0.4402634755670174
5	5	37	1	1.218	1.0	2.0	0.8210180623973727	-0.28451413324424535	1.0	53	53	1	1.0	53	P49757	NUMB	1.0	0.5553329331580924
15	5	83	1	1.218	1.0	2.0	0.8210180623973727	-0.28451413324424535	1.0	193	193	1	1.0	193	Q92878	RAD50	1.0	0.5301140237255365
10	4	38	1	1.218	1.0	2.0	0.8210180623973727	-0.28451413324424535	1.0	82	82	1	1.0	82	P04264	KRT1	1.0	0.6371093573341398
10	3	25	1	1.218	1.0	2.0	0.8210180623973727	-0.28451413324424535	1.0	133	133	1	1.0	133	P05198	EIF2S1	1.0	0.3987789144150537
20	3	27	1	1.218	1.0	2.0	0.8210180623973727	-0.28451413324424535	1.0	66	66	1	1.0	66	P06744	GPI	1.0	0.4035418604410144
30	16	103	3	3.656	2.0	6.0	0.8205689277899343	-0.2853035696748266	0.935064935064935	730	753	5	0.6	730,736,753	Q14151	SAFB2	1.0	0.3376425657413365
50	5	12	3	3.657	3.0	5.0	0.8203445447087777	-0.28569812595812494	1.0	4	30	5	0.6	4,21,30	P0C0S8	H2AC17	1.0	0.0
5	6	43	1	1.219	1.0	2.0	0.8203445447087776	-0.28569812595812516	1.0	185	185	1	1.0	185	P55786	NPEPPS	1.0	0.5659723253364025
100	4	28	2	2.438	2.0	4.0	0.8203445447087776	-0.28569812595812516	0.997002997002997	68	97	5	0.4	68,97	Q99615	DNAJC7	1.0	0.29424321795020264
50	3	10	2	2.438	2.0	3.0	0.8203445447087776	-0.28569812595812516	1.0	72	119	7	0.2857142857142857	72,119	P62979	RPS27A	1.0	0.20922796213800018
20	3	22	1	1.219	1.0	2.0	0.8203445447087776	-0.28569812595812516	1.0	2	2	1	1.0	2	P68371	TUBB4B	1.0	-0.04684025420297229
