canonical_UniProtAC	methyl_site_count	nearest_distance_min	nearest_distance_median	max_methyl_sites_in_3aa_window	max_methyl_sites_in_5aa_window	max_methyl_sites_in_10aa_window	max_methyl_sites_in_20aa_window	max_methyl_sites_in_50aa_window	gene
Q86TC9	3	40.0	40.0	1	1	1	1	2	MYPN
P30876	3	41.0	41.0	1	1	1	1	2	POLR2B
P78330	3	41.0	41.0	1	1	1	1	2	PSPH
Q9HA64	3	43.0	43.0	1	1	1	1	2	FN3KRP
O14579	3	44.0	44.0	1	1	1	1	2	COPE
O43182	3	44.0	44.0	1	1	1	1	2	ARHGAP6
Q00341	3	44.0	44.0	1	1	1	1	2	HDLBP
P10071	3	45.0	45.0	1	1	1	1	2	GLI3
P05388	3	46.0	46.0	1	1	1	1	2	RPLP0
Q66PJ3	3	46.0	46.0	1	1	1	1	2	ARL6IP4
Q9Y5V3	3	47.0	47.0	1	1	1	1	2	MAGED1
P49821	3	48.0	48.0	1	1	1	1	2	NDUFV1
Q9BUQ8	3	48.0	48.0	1	1	1	1	2	DDX23
O14745	3	49.0	49.0	1	1	1	1	2	SLC9A3R1
P23919	3	49.0	49.0	1	1	1	1	2	DTYMK
Q96RN5	3	49.0	49.0	1	1	1	1	2	MED15
Q99798	3	49.0	49.0	1	1	1	1	2	ACO2
Q9H425	3	51.0	51.0	1	1	1	1	1	C1orf198
P35232	3	52.0	52.0	1	1	1	1	1	PHB
O95757	3	53.0	53.0	1	1	1	1	1	HSPA4L
Q8N1F7	3	53.0	53.0	1	1	1	1	1	NUP93
P49790	3	54.0	54.0	1	1	1	1	1	NUP153
Q05193	3	54.0	54.0	1	1	1	1	1	DNM1
P22090	3	55.0	55.0	1	1	1	1	1	RPS4Y1
Q96EY1	3	55.0	55.0	1	1	1	1	1	DNAJA3
Q9HCM7	3	55.0	55.0	1	1	1	1	1	FBRSL1
P10321	3	56.0	56.0	1	1	1	1	1	HLA-C
O75306	3	57.0	57.0	1	1	1	1	1	NDUFS2
Q7L2E3	3	57.0	57.0	1	1	1	1	1	DHX30
Q92499	3	57.0	57.0	1	1	1	1	1	DDX1
Q9Y314	3	61.0	61.0	1	1	1	1	1	NOSIP
Q96K30	3	63.0	63.0	1	1	1	1	1	RITA1
O75083	3	66.0	66.0	1	1	1	1	1	WDR1
P26639	3	66.0	66.0	1	1	1	1	1	TARS
Q9H992	3	66.0	66.0	1	1	1	1	1	MARCHF7
P62736	3	67.0	67.0	1	1	1	1	1	ACTA2
P63267	3	67.0	67.0	1	1	1	1	1	ACTG2
Q15021	3	67.0	67.0	1	1	1	1	1	NCAPD2
P06746	3	69.0	69.0	1	1	1	1	1	POLB
O60264	3	70.0	70.0	1	1	1	1	1	SMARCA5
Q7Z794	3	70.0	70.0	1	1	1	1	1	KRT77
Q04726	3	72.0	72.0	1	1	1	1	1	TLE3
Q9BRX2	3	72.0	72.0	1	1	1	1	1	PELO
O15042	3	73.0	73.0	1	1	1	1	1	U2SURP
Q16555	3	73.0	73.0	1	1	1	1	1	DPYSL2
Q09019	3	74.0	74.0	1	1	1	1	1	DMWD
O94979	3	75.0	75.0	1	1	1	1	1	SEC31A
P40222	3	77.0	77.0	1	1	1	1	1	TXLNA
P08151	3	82.0	82.0	1	1	1	1	1	GLI1
P30533	3	82.0	82.0	1	1	1	1	1	LRPAP1
P40227	3	82.0	82.0	1	1	1	1	1	CCT6A
P52756	3	83.0	83.0	1	1	1	1	1	RBM5
Q96JK9	3	84.0	84.0	1	1	1	1	1	MAML3
P29590	3	85.0	85.0	1	1	1	1	1	PML
Q92974	3	85.0	85.0	1	1	1	1	1	ARHGEF2
Q9BPX3	3	86.0	86.0	1	1	1	1	1	NCAPG
O96013	3	87.0	87.0	1	1	1	1	1	PAK4
P22234	3	89.0	89.0	1	1	1	1	1	PAICS
Q86VS8	3	93.0	93.0	1	1	1	1	1	HOOK3
O60884	3	95.0	95.0	1	1	1	1	1	DNAJA2
Q6P1J9	3	96.0	96.0	1	1	1	1	1	CDC73
Q8IX12	3	98.0	98.0	1	1	1	1	1	CCAR1
P39023	3	99.0	99.0	1	1	1	1	1	RPL3
O75526	3	101.0	101.0	1	1	1	1	1	RBMXL2
Q8N7X1	3	101.0	101.0	1	1	1	1	1	RBMXL3
P60709	3	106.0	106.0	1	1	1	1	1	ACTB
Q99623	3	106.0	106.0	1	1	1	1	1	PHB2
Q9NZR2	3	110.0	110.0	1	1	1	1	1	LRP1B
O43865	3	111.0	111.0	1	1	1	1	1	AHCYL1
P68371	3	119.0	119.0	1	1	1	1	1	TUBB4B
Q8IVT2	3	128.0	128.0	1	1	1	1	1	C19orf21
P22059	3	139.0	139.0	1	1	1	1	1	OSBP
Q16822	3	139.0	139.0	1	1	1	1	1	PCK2
P27797	3	144.0	144.0	1	1	1	1	1	CALR
P50579	3	147.0	147.0	1	1	1	1	1	METAP2
P25098	3	149.0	149.0	1	1	1	1	1	ADRBK1
Q9C0A6	3	154.0	154.0	1	1	1	1	1	SETD5
Q5T4S7	3	163.0	163.0	1	1	1	1	1	UBR4
Q15046	3	166.0	166.0	1	1	1	1	1	KARS
O43290	3	177.0	177.0	1	1	1	1	1	SART1
Q9NRF8	3	177.0	177.0	1	1	1	1	1	CTPS2
A5YKK6	3	193.0	193.0	1	1	1	1	1	CNOT1
Q13823	3	195.0	195.0	1	1	1	1	1	GNL2
P24928	3	207.0	207.0	1	1	1	1	1	POLR2A
Q9NZN5	3	212.0	212.0	1	1	1	1	1	ARHGEF12
P35749	3	218.0	218.0	1	1	1	1	1	MYH11
Q99501	3	221.0	221.0	1	1	1	1	1	GAS2L1
P49815	3	233.0	233.0	1	1	1	1	1	TSC2
Q5TZA2	3	243.0	243.0	1	1	1	1	1	CROCC
Q9P206	3	278.0	278.0	1	1	1	1	1	KIAA1522
O94804	3	283.0	283.0	1	1	1	1	1	STK10
Q9HCE1	3	284.0	284.0	1	1	1	1	1	MOV10
Q9BYW2	3	285.0	285.0	1	1	1	1	1	SETD2
P35606	3	294.0	294.0	1	1	1	1	1	COPB2
P55884	3	303.0	303.0	1	1	1	1	1	EIF3B
Q9BQG0	3	305.0	305.0	1	1	1	1	1	MYBBP1A
P51531	3	311.0	311.0	1	1	1	1	1	SMARCA2
Q14126	3	339.0	339.0	1	1	1	1	1	DSG2
Q92922	3	340.0	340.0	1	1	1	1	1	SMARCC1
Q5XPI4	3	377.0	377.0	1	1	1	1	1	RNF123
Q7RTP6	3	476.0	476.0	1	1	1	1	1	MICAL3
Q07864	3	508.0	508.0	1	1	1	1	1	POLE
Q99996	3	523.0	523.0	1	1	1	1	1	AKAP9
O15417	3	595.0	595.0	1	1	1	1	1	TNRC18
Q9NYC9	3	645.0	645.0	1	1	1	1	1	DNAH9
P11717	3	703.0	703.0	1	1	1	1	1	IGF2R
Q8NCM8	3	719.0	719.0	1	1	1	1	1	DYNC2H1
Q07954	3	923.0	923.0	1	1	1	1	1	LRP1
Q5VST9	3	1885.0	1885.0	1	1	1	1	1	OBSCN
A6NFI3	2	1.0	1.0	2	2	2	2	2	ZNF316
A8MVJ9	2	1.0	1.0	2	2	2	2	2	
O14757	2	1.0	1.0	2	2	2	2	2	CHEK1
O15014	2	1.0	1.0	2	2	2	2	2	ZNF609
O15439	2	1.0	1.0	2	2	2	2	2	ABCC4
O60486	2	1.0	1.0	2	2	2	2	2	PLXNC1
O60508	2	1.0	1.0	2	2	2	2	2	CDC40
O75145	2	1.0	1.0	2	2	2	2	2	PPFIA3
O75781	2	1.0	1.0	2	2	2	2	2	PALM
O75955	2	1.0	1.0	2	2	2	2	2	FLOT1
O76093	2	1.0	1.0	2	2	2	2	2	FGF18
P01570	2	1.0	1.0	2	2	2	2	2	IFNA14
P03952	2	1.0	1.0	2	2	2	2	2	KLKB1
P08574	2	1.0	1.0	2	2	2	2	2	CYC1
P09417	2	1.0	1.0	2	2	2	2	2	QDPR
P13073	2	1.0	1.0	2	2	2	2	2	COX4I1
P13995	2	1.0	1.0	2	2	2	2	2	MTHFD2
P14136	2	1.0	1.0	2	2	2	2	2	GFAP
P19022	2	1.0	1.0	2	2	2	2	2	CDH2
P25024	2	1.0	1.0	2	2	2	2	2	CXCR1
P30044	2	1.0	1.0	2	2	2	2	2	PRDX5
P49755	2	1.0	1.0	2	2	2	2	2	TMED10
P50914	2	1.0	1.0	2	2	2	2	2	RPL14
P52292	2	1.0	1.0	2	2	2	2	2	KPNA2
P53674	2	1.0	1.0	2	2	2	2	2	CRYBB1
P61019	2	1.0	1.0	2	2	2	2	2	RAB2A
P62277	2	1.0	1.0	2	2	2	2	2	RPS13
P62714	2	1.0	1.0	2	2	2	2	2	PPP2CB
Q149N8	2	1.0	1.0	2	2	2	2	2	SHPRH
Q15126	2	1.0	1.0	2	2	2	2	2	PMVK
Q15417	2	1.0	1.0	2	2	2	2	2	CNN3
Q15652	2	1.0	1.0	2	2	2	2	2	JMJD1C
Q6VEQ5	2	1.0	1.0	2	2	2	2	2	WASH2P
Q6ZP65	2	1.0	1.0	2	2	2	2	2	BICDL1
Q86WX3	2	1.0	1.0	2	2	2	2	2	RPS19BP1
Q86X19	2	1.0	1.0	2	2	2	2	2	TMEM17
Q8NFP9	2	1.0	1.0	2	2	2	2	2	NBEA
Q8WVC6	2	1.0	1.0	2	2	2	2	2	DCAKD
Q8WXK1	2	1.0	1.0	2	2	2	2	2	ASB15
Q92820	2	1.0	1.0	2	2	2	2	2	GGH
Q93034	2	1.0	1.0	2	2	2	2	2	CUL5
Q96JB2	2	1.0	1.0	2	2	2	2	2	COG3
Q99439	2	1.0	1.0	2	2	2	2	2	CNN2
Q9BRK5	2	1.0	1.0	2	2	2	2	2	SDF4
Q9BSH5	2	1.0	1.0	2	2	2	2	2	HDHD3
Q9H3Y8	2	1.0	1.0	2	2	2	2	2	PPDPF
Q9H410	2	1.0	1.0	2	2	2	2	2	DSN1
Q9NQG5	2	1.0	1.0	2	2	2	2	2	RPRD1B
Q9NX24	2	1.0	1.0	2	2	2	2	2	NHP2
Q9NX55	2	1.0	1.0	2	2	2	2	2	HYPK
Q9NYR9	2	1.0	1.0	2	2	2	2	2	NKIRAS2
Q9NZL9	2	1.0	1.0	2	2	2	2	2	MAT2B
Q9P0J0	2	1.0	1.0	2	2	2	2	2	NDUFA13
Q9P287	2	1.0	1.0	2	2	2	2	2	BCCIP
Q9P2D0	2	1.0	1.0	2	2	2	2	2	IBTK
Q9UKX7	2	1.0	1.0	2	2	2	2	2	NUP50
Q9Y2R9	2	1.0	1.0	2	2	2	2	2	MRPS7
Q9Y2X9	2	1.0	1.0	2	2	2	2	2	ZNF281
Q9Y6A5	2	1.0	1.0	2	2	2	2	2	TACC3
A1KZ92	2	2.0	2.0	2	2	2	2	2	PXDNL
A1L188	2	2.0	2.0	2	2	2	2	2	NDUFAF8
A6NER3	2	2.0	2.0	2	2	2	2	2	GAGE12J
O00444	2	2.0	2.0	2	2	2	2	2	PLK4
O15156	2	2.0	2.0	2	2	2	2	2	ZBTB7B
O15318	2	2.0	2.0	2	2	2	2	2	POLR3G
O43414	2	2.0	2.0	2	2	2	2	2	ERI3
O60333	2	2.0	2.0	2	2	2	2	2	KIF1B
O75976	2	2.0	2.0	2	2	2	2	2	CPD
P09211	2	2.0	2.0	2	2	2	2	2	GSTP1
P0C1Z6	2	2.0	2.0	2	2	2	2	2	TFPT
P12235	2	2.0	2.0	2	2	2	2	2	SLC25A4
P20585	2	2.0	2.0	2	2	2	2	2	MSH3
P36402	2	2.0	2.0	2	2	2	2	2	TCF7
P42658	2	2.0	2.0	2	2	2	2	2	DPP6
P49840	2	2.0	2.0	2	2	2	2	2	GSK3A
P55081	2	2.0	2.0	2	2	2	2	2	MFAP1
P80303	2	2.0	2.0	2	2	2	2	2	NUCB2
Q01469	2	2.0	2.0	2	2	2	2	2	FABP5
Q01826	2	2.0	2.0	2	2	2	2	2	SATB1
Q12778	2	2.0	2.0	2	2	2	2	2	FOXO1
Q15532	2	2.0	2.0	2	2	2	2	2	SS18
Q1MSJ5	2	2.0	2.0	2	2	2	2	2	CSPP1
Q5BKY9	2	2.0	2.0	2	2	2	2	2	FAM133B
Q5T011	2	2.0	2.0	2	2	2	2	2	SZT2
Q5T5X7	2	2.0	2.0	2	2	2	2	2	BEND3
Q5VWQ8	2	2.0	2.0	2	2	2	2	2	DAB2IP
Q6IAA8	2	2.0	2.0	2	2	2	2	2	LAMTOR1
Q6IE81	2	2.0	2.0	2	2	2	2	2	JADE1
Q6NT89	2	2.0	2.0	2	2	2	2	2	TRNP1
Q6PJF5	2	2.0	2.0	2	2	2	2	2	RHBDF2
Q6R327	2	2.0	2.0	2	2	2	2	2	RICTOR
Q6UWP7	2	2.0	2.0	2	2	2	2	2	LCLAT1
Q6ZMT9	2	2.0	2.0	2	2	2	2	2	DTHD1
Q7Z4H7	2	2.0	2.0	2	2	2	2	2	HAUS6
Q8N6N6	2	2.0	2.0	2	2	2	2	2	GTLF3B
Q8NDX5	2	2.0	2.0	2	2	2	2	2	PHC3
Q8TE68	2	2.0	2.0	2	2	2	2	2	EPS8L1
Q8TEL6	2	2.0	2.0	2	2	2	2	2	TRPC4AP
Q8WUP2	2	2.0	2.0	2	2	2	2	2	FBLIM1
Q969G2	2	2.0	2.0	2	2	2	2	2	LHX4
Q96BK5	2	2.0	2.0	2	2	2	2	2	PINX1
Q96DC7	2	2.0	2.0	2	2	2	2	2	TMCO6
Q96EK5	2	2.0	2.0	2	2	2	2	2	KIAA1279
Q96JE9	2	2.0	2.0	2	2	2	2	2	MAP6
Q96JY0	2	2.0	2.0	2	2	2	2	2	MAEL
Q96P50	2	2.0	2.0	2	2	2	2	2	ACAP3
Q9BSM1	2	2.0	2.0	2	2	2	2	2	PCGF1
Q9BUL8	2	2.0	2.0	2	2	2	2	2	PDCD10
Q9BV68	2	2.0	2.0	2	2	2	2	2	RNF126
Q9BY12	2	2.0	2.0	2	2	2	2	2	SCAPER
Q9H501	2	2.0	2.0	2	2	2	2	2	ESF1
Q9H6H4	2	2.0	2.0	2	2	2	2	2	REEP4
Q9H7E2	2	2.0	2.0	2	2	2	2	2	TDRD3
Q9H8U3	2	2.0	2.0	2	2	2	2	2	ZFAND3
Q9HAT8	2	2.0	2.0	2	2	2	2	2	PELI2
Q9NP73	2	2.0	2.0	2	2	2	2	2	ALG13
Q9NS56	2	2.0	2.0	2	2	2	2	2	TOPORS
Q9NS69	2	2.0	2.0	2	2	2	2	2	TOMM22
Q9P2K1	2	2.0	2.0	2	2	2	2	2	CC2D2A
Q9UH62	2	2.0	2.0	2	2	2	2	2	ARMCX3
Q9UIU6	2	2.0	2.0	2	2	2	2	2	SIX4
Q9UK58	2	2.0	2.0	2	2	2	2	2	CCNL1
Q9UPS8	2	2.0	2.0	2	2	2	2	2	ANKRD26
O15370	2	3.0	3.0	2	2	2	2	2	SOX12
O43900	2	3.0	3.0	2	2	2	2	2	PRICKLE3
O60610	2	3.0	3.0	2	2	2	2	2	DIAPH1
P00491	2	3.0	3.0	2	2	2	2	2	PNP
P06213	2	3.0	3.0	2	2	2	2	2	INSR
P08684	2	3.0	3.0	2	2	2	2	2	CYP3A4
P14927	2	3.0	3.0	2	2	2	2	2	UQCRB
P18754	2	3.0	3.0	2	2	2	2	2	RCC1
P24462	2	3.0	3.0	2	2	2	2	2	CYP3A7
P25398	2	3.0	3.0	2	2	2	2	2	RPS12
P26232	2	3.0	3.0	2	2	2	2	2	CTNNA2
P35900	2	3.0	3.0	2	2	2	2	2	KRT20
P40337	2	3.0	3.0	2	2	2	2	2	VHL
P40818	2	3.0	3.0	2	2	2	2	2	USP8
P42684	2	3.0	3.0	2	2	2	2	2	ABL2
P52746	2	3.0	3.0	2	2	2	2	2	ZNF142
P55198	2	3.0	3.0	2	2	2	2	2	MLLT6
P55290	2	3.0	3.0	2	2	2	2	2	CDH13
P61201	2	3.0	3.0	2	2	2	2	2	COPS2
P62873	2	3.0	3.0	2	2	2	2	2	GNB1
Q6IBS0	2	3.0	3.0	2	2	2	2	2	TWF2
Q6P582	2	3.0	3.0	2	2	2	2	2	MZT2A
Q6RI45	2	3.0	3.0	2	2	2	2	2	BRWD3
Q6UUV7	2	3.0	3.0	2	2	2	2	2	CRTC3
Q6VN20	2	3.0	3.0	2	2	2	2	2	RANBP10
Q7Z7F7	2	3.0	3.0	2	2	2	2	2	MRPL55
Q8IWY9	2	3.0	3.0	2	2	2	2	2	CDAN1
Q8IYT1	2	3.0	3.0	2	2	2	2	2	FAM71A
Q8N6W0	2	3.0	3.0	2	2	2	2	2	CELF5
Q8NCR6	2	3.0	3.0	2	2	2	2	2	SMRP1
Q8TD47	2	3.0	3.0	2	2	2	2	2	RPS4Y2
Q8WTQ1	2	3.0	3.0	2	2	2	2	2	DEFB104A
Q96AJ1	2	3.0	3.0	2	2	2	2	2	CLUAP1
Q96BU1	2	3.0	3.0	2	2	2	2	2	S100PBP
Q96EK9	2	3.0	3.0	2	2	2	2	2	KTI12
Q9BW27	2	3.0	3.0	2	2	2	2	2	NUP85
Q9H511	2	3.0	3.0	2	2	2	2	2	KLHL31
Q9H875	2	3.0	3.0	2	2	2	2	2	PRKRIP1
Q9NNW5	2	3.0	3.0	2	2	2	2	2	WDR6
Q9NV35	2	3.0	3.0	2	2	2	2	2	NUDT15
Q9NW82	2	3.0	3.0	2	2	2	2	2	WDR70
Q9UBC3	2	3.0	3.0	2	2	2	2	2	DNMT3B
Q9UBE0	2	3.0	3.0	2	2	2	2	2	SAE1
Q9UK39	2	3.0	3.0	2	2	2	2	2	NOCT
Q9UKF6	2	3.0	3.0	2	2	2	2	2	CPSF3
Q9UKX2	2	3.0	3.0	2	2	2	2	2	MYH1
Q9ULD4	2	3.0	3.0	2	2	2	2	2	BRPF3
Q9UQB8	2	3.0	3.0	2	2	2	2	2	BAIAP2
A6NE01	2	4.0	4.0	1	2	2	2	2	FAM186A
O43482	2	4.0	4.0	1	2	2	2	2	OIP5
O60907	2	4.0	4.0	1	2	2	2	2	TBL1X
O94760	2	4.0	4.0	1	2	2	2	2	DDAH1
O95479	2	4.0	4.0	1	2	2	2	2	H6PD
O95996	2	4.0	4.0	1	2	2	2	2	APC2
P00374	2	4.0	4.0	1	2	2	2	2	DHFR
P35237	2	4.0	4.0	1	2	2	2	2	SERPINB6
P49189	2	4.0	4.0	1	2	2	2	2	ALDH9A1
P78345	2	4.0	4.0	1	2	2	2	2	RPP38
P83916	2	4.0	4.0	1	2	2	2	2	CBX1
P84090	2	4.0	4.0	1	2	2	2	2	ERH
P84101	2	4.0	4.0	1	2	2	2	2	SERF2
Q13064	2	4.0	4.0	1	2	2	2	2	MKRN3
Q13185	2	4.0	4.0	1	2	2	2	2	CBX3
Q13454	2	4.0	4.0	1	2	2	2	2	TUSC3
Q5T8I3	2	4.0	4.0	1	2	2	2	2	FAM102B
Q5TAX3	2	4.0	4.0	1	2	2	2	2	ZCCHC11
Q5VV41	2	4.0	4.0	1	2	2	2	2	ARHGEF16
Q6P161	2	4.0	4.0	1	2	2	2	2	MRPL54
Q6UXX5	2	4.0	4.0	1	2	2	2	2	ITIH6
Q7LDG7	2	4.0	4.0	1	2	2	2	2	RASGRP2
Q8IZU9	2	4.0	4.0	1	2	2	2	2	KIRREL3
Q8N1W1	2	4.0	4.0	1	2	2	2	2	ARHGEF28
Q8N8Q3	2	4.0	4.0	1	2	2	2	2	ENDOV
Q8NEL9	2	4.0	4.0	1	2	2	2	2	DDHD1
Q8TAZ6	2	4.0	4.0	1	2	2	2	2	CMTM2
Q8TEB9	2	4.0	4.0	1	2	2	2	2	RHBDD1
Q96EY7	2	4.0	4.0	1	2	2	2	2	PTCD3
Q96HP0	2	4.0	4.0	1	2	2	2	2	DOCK6
Q96QD5	2	4.0	4.0	1	2	2	2	2	DEPDC7
Q96TA1	2	4.0	4.0	1	2	2	2	2	NIBAN2
Q9BUB5	2	4.0	4.0	1	2	2	2	2	MKNK1
Q9H4Q4	2	4.0	4.0	1	2	2	2	2	PRDM12
Q9H9F9	2	4.0	4.0	1	2	2	2	2	ACTR5
Q9UMX0	2	4.0	4.0	1	2	2	2	2	UBQLN4
Q9UN81	2	4.0	4.0	1	2	2	2	2	L1RE1
Q9Y2B4	2	4.0	4.0	1	2	2	2	2	TP53TG5
O14980	2	5.0	5.0	1	2	2	2	2	XPO1
O15018	2	5.0	5.0	1	2	2	2	2	PDZD2
O15160	2	5.0	5.0	1	2	2	2	2	POLR1C
O75175	2	5.0	5.0	1	2	2	2	2	CNOT3
O75909	2	5.0	5.0	1	2	2	2	2	CCNK
O94887	2	5.0	5.0	1	2	2	2	2	FARP2
O94964	2	5.0	5.0	1	2	2	2	2	SOGA1
O95400	2	5.0	5.0	1	2	2	2	2	CD2BP2
O95936	2	5.0	5.0	1	2	2	2	2	EOMES
P02786	2	5.0	5.0	1	2	2	2	2	TFRC
P07320	2	5.0	5.0	1	2	2	2	2	CRYGD
P19388	2	5.0	5.0	1	2	2	2	2	POLR2E
P25940	2	5.0	5.0	1	2	2	2	2	COL5A3
P51148	2	5.0	5.0	1	2	2	2	2	RAB5C
Q15042	2	5.0	5.0	1	2	2	2	2	RAB3GAP1
Q15269	2	5.0	5.0	1	2	2	2	2	PWP2
Q16832	2	5.0	5.0	1	2	2	2	2	DDR2
Q17RB8	2	5.0	5.0	1	2	2	2	2	LONRF1
Q1W6H9	2	5.0	5.0	1	2	2	2	2	FAM110C
Q5T2E6	2	5.0	5.0	1	2	2	2	2	C10orf76
Q6PEZ8	2	5.0	5.0	1	2	2	2	2	PODNL1
Q7Z2K8	2	5.0	5.0	1	2	2	2	2	GPRIN1
Q86W56	2	5.0	5.0	1	2	2	2	2	PARG
Q8IVV7	2	5.0	5.0	1	2	2	2	2	C17orf39
Q8N3U4	2	5.0	5.0	1	2	2	2	2	STAG2
Q8N3Z6	2	5.0	5.0	1	2	2	2	2	ZCCHC7
Q8N983	2	5.0	5.0	1	2	2	2	2	MRPL43
Q96BD8	2	5.0	5.0	1	2	2	2	2	SKA1
Q96BP2	2	5.0	5.0	1	2	2	2	2	CHCHD1
Q96N11	2	5.0	5.0	1	2	2	2	2	C7orf26
Q9BW62	2	5.0	5.0	1	2	2	2	2	KATNAL1
Q9BXB5	2	5.0	5.0	1	2	2	2	2	OSBPL10
Q9H329	2	5.0	5.0	1	2	2	2	2	EPB41L4B
Q9NTG1	2	5.0	5.0	1	2	2	2	2	PKDREJ
Q9NTZ6	2	5.0	5.0	1	2	2	2	2	RBM12
Q9NY43	2	5.0	5.0	1	2	2	2	2	BARHL2
Q9P0L0	2	5.0	5.0	1	2	2	2	2	VAPA
Q9UBB4	2	5.0	5.0	1	2	2	2	2	ATXN10
Q9UHD1	2	5.0	5.0	1	2	2	2	2	CHORDC1
Q9ULG1	2	5.0	5.0	1	2	2	2	2	INO80
Q9UMS5	2	5.0	5.0	1	2	2	2	2	PHTF1
Q9Y4L5	2	5.0	5.0	1	2	2	2	2	RNF115
Q9Y657	2	5.0	5.0	1	2	2	2	2	SPIN1
O60683	2	6.0	6.0	1	1	2	2	2	PEX10
O75182	2	6.0	6.0	1	1	2	2	2	SIN3B
O95260	2	6.0	6.0	1	1	2	2	2	ATE1
P43699	2	6.0	6.0	1	1	2	2	2	NKX2-1
P54253	2	6.0	6.0	1	1	2	2	2	ATXN1
P61586	2	6.0	6.0	1	1	2	2	2	RHOC
P62699	2	6.0	6.0	1	1	2	2	2	YPEL5
P67936	2	6.0	6.0	1	1	2	2	2	TPM4
Q13509	2	6.0	6.0	1	1	2	2	2	TUBB3
Q3KR16	2	6.0	6.0	1	1	2	2	2	PLEKHG6
Q3YEC7	2	6.0	6.0	1	1	2	2	2	RABL6
Q53GS7	2	6.0	6.0	1	1	2	2	2	GLE1
Q63HQ2	2	6.0	6.0	1	1	2	2	2	EGFLAM
Q68EM7	2	6.0	6.0	1	1	2	2	2	ARHGAP17
Q86UT8	2	6.0	6.0	1	1	2	2	2	CCDC84
Q86V42	2	6.0	6.0	1	1	2	2	2	FAM124A
Q86XZ4	2	6.0	6.0	1	1	2	2	2	SPATS2
Q8IUQ0	2	6.0	6.0	1	1	2	2	2	CLVS1
Q8IYB7	2	6.0	6.0	1	1	2	2	2	DIS3L2
Q8TCG1	2	6.0	6.0	1	1	2	2	2	KIAA1524
Q96J88	2	6.0	6.0	1	1	2	2	2	EPSTI1
Q99714	2	6.0	6.0	1	1	2	2	2	HSD17B10
Q9BPX5	2	6.0	6.0	1	1	2	2	2	ARPC5L
Q9BQ61	2	6.0	6.0	1	1	2	2	2	C19orf43
Q9GZY4	2	6.0	6.0	1	1	2	2	2	C7orf44
Q9NUL3	2	6.0	6.0	1	1	2	2	2	STAU2
A6NHQ2	2	7.0	7.0	1	1	2	2	2	FBLL1
O00411	2	7.0	7.0	1	1	2	2	2	POLRMT
O15488	2	7.0	7.0	1	1	2	2	2	GYG2
O43147	2	7.0	7.0	1	1	2	2	2	SGSM2
O43572	2	7.0	7.0	1	1	2	2	2	AKAP10
O43665	2	7.0	7.0	1	1	2	2	2	RGS10
O43809	2	7.0	7.0	1	1	2	2	2	NUDT21
P19532	2	7.0	7.0	1	1	2	2	2	TFE3
P30048	2	7.0	7.0	1	1	2	2	2	PRDX3
P30825	2	7.0	7.0	1	1	2	2	2	SLC7A1
P49917	2	7.0	7.0	1	1	2	2	2	LIG4
P52298	2	7.0	7.0	1	1	2	2	2	NCBP2
P78317	2	7.0	7.0	1	1	2	2	2	RNF4
Q02080	2	7.0	7.0	1	1	2	2	2	MEF2B
Q06323	2	7.0	7.0	1	1	2	2	2	PSME1
Q06830	2	7.0	7.0	1	1	2	2	2	PRDX1
Q14005	2	7.0	7.0	1	1	2	2	2	IL16
Q14147	2	7.0	7.0	1	1	2	2	2	DHX34
Q15025	2	7.0	7.0	1	1	2	2	2	TNIP1
Q15208	2	7.0	7.0	1	1	2	2	2	STK38
Q4ZG55	2	7.0	7.0	1	1	2	2	2	GREB1
Q5T5S1	2	7.0	7.0	1	1	2	2	2	KIAA1984
Q5VT25	2	7.0	7.0	1	1	2	2	2	CDC42BPA
Q6GMV3	2	7.0	7.0	1	1	2	2	2	PTRHD1
Q6ICC9	2	7.0	7.0	1	1	2	2	2	LDOC1L
Q86XN8	2	7.0	7.0	1	1	2	2	2	MEX3D
Q8IX18	2	7.0	7.0	1	1	2	2	2	DHX40
Q8IXZ2	2	7.0	7.0	1	1	2	2	2	ZC3H3
Q8TB24	2	7.0	7.0	1	1	2	2	2	RIN3
Q8TCX5	2	7.0	7.0	1	1	2	2	2	RHPN1
Q8TD57	2	7.0	7.0	1	1	2	2	2	DNAH3
Q8WXA9	2	7.0	7.0	1	1	2	2	2	SREK1
Q9BWT3	2	7.0	7.0	1	1	2	2	2	PAPOLG
Q9H9A6	2	7.0	7.0	1	1	2	2	2	LRRC40
Q9NPF4	2	7.0	7.0	1	1	2	2	2	OSGEP
Q9NSK0	2	7.0	7.0	1	1	2	2	2	KLC4
Q9UHR4	2	7.0	7.0	1	1	2	2	2	BAIAP2L1
Q9UKE5	2	7.0	7.0	1	1	2	2	2	TNIK
Q9ULE0	2	7.0	7.0	1	1	2	2	2	WWC3
Q9Y3B2	2	7.0	7.0	1	1	2	2	2	EXOSC1
Q9Y5K8	2	7.0	7.0	1	1	2	2	2	ATP6V1D
Q9Y5Y2	2	7.0	7.0	1	1	2	2	2	NUBP2
A1L020	2	8.0	8.0	1	1	2	2	2	MEX3A
O43447	2	8.0	8.0	1	1	2	2	2	PPIH
O43638	2	8.0	8.0	1	1	2	2	2	FOXS1
O75113	2	8.0	8.0	1	1	2	2	2	N4BP1
O75128	2	8.0	8.0	1	1	2	2	2	COBL
O75607	2	8.0	8.0	1	1	2	2	2	NPM3
