occupancy_k	distance_aa	sites_with_at_least_k_neighbors	sites_total	observed_fraction	permutation
8	15	8	12826	0.0006237330422579137	215
8	20	18	12826	0.0014033993450803055	215
8	30	117	12826	0.009122095743021986	215
8	40	250	12826	0.0194916575705598	215
8	50	354	12826	0.02760018711991268	215
8	75	604	12826	0.04709184469047248	215
8	100	846	12826	0.06595976921877436	215
9	1	0	12826	0.0	215
9	2	0	12826	0.0	215
9	3	0	12826	0.0	215
9	4	0	12826	0.0	215
9	5	0	12826	0.0	215
9	6	0	12826	0.0	215
9	8	0	12826	0.0	215
9	10	0	12826	0.0	215
9	15	5	12826	0.000389833151411196	215
9	20	11	12826	0.0008576329331046312	215
9	30	53	12826	0.004132231404958678	215
9	40	158	12826	0.012318727584593793	215
9	50	260	12826	0.020271323873382194	215
9	75	463	12826	0.03609854982067675	215
9	100	678	12826	0.05286137533135818	215
10	1	0	12826	0.0	215
10	2	0	12826	0.0	215
10	3	0	12826	0.0	215
10	4	0	12826	0.0	215
10	5	0	12826	0.0	215
10	6	0	12826	0.0	215
10	8	0	12826	0.0	215
10	10	0	12826	0.0	215
10	15	0	12826	0.0	215
10	20	1	12826	7.79666302822392e-05	215
10	30	24	12826	0.0018711991267737408	215
10	40	102	12826	0.007952596288788399	215
10	50	196	12826	0.015281459535318884	215
10	75	372	12826	0.029003586464992983	215
10	100	547	12826	0.04264774676438484	215
1	1	284	12826	0.02214252300015593	216
1	2	680	12826	0.053017308591922656	216
1	3	948	12826	0.07391236550756276	216
1	4	1187	12826	0.09254639014501793	216
1	5	1385	12826	0.10798378294090129	216
1	6	1653	12826	0.1288788398565414	216
1	8	2030	12826	0.15827225947294557	216
1	10	2383	12826	0.18579447996257603	216
1	15	3095	12826	0.24130672072353032	216
1	20	3646	12826	0.2842663340090441	216
1	30	4500	12826	0.35084983627007643	216
1	40	5180	12826	0.40386714486199904	216
1	50	5786	12826	0.451114922813036	216
1	75	6748	12826	0.5261188211445501	216
1	100	7420	12826	0.5785123966942148	216
2	1	2	12826	0.0001559332605644784	216
2	2	37	12826	0.0028847653204428503	216
2	3	85	12826	0.006627163573990332	216
2	4	180	12826	0.014033993450803056	216
2	5	231	12826	0.018010291595197257	216
2	6	295	12826	0.023000155933260564	216
2	8	481	12826	0.037501949165757054	216
2	10	655	12826	0.05106814283486668	216
2	15	1049	12826	0.08178699516606892	216
2	20	1372	12826	0.10697021674723219	216
2	30	1978	12826	0.15421799469826913	216
2	40	2474	12826	0.19288944331825977	216
2	50	2956	12826	0.23046935911429908	216
2	75	3878	12826	0.3023545922345236	216
2	100	4568	12826	0.35615156712926865	216
3	1	0	12826	0.0	216
3	2	1	12826	7.79666302822392e-05	216
3	3	4	12826	0.0003118665211289568	216
3	4	22	12826	0.0017152658662092624	216
3	5	46	12826	0.0035864649929830033	216
3	6	87	12826	0.00678309683455481	216
3	8	149	12826	0.011617027912053641	216
3	10	242	12826	0.018867924528301886	216
3	15	460	12826	0.03586464992983003	216
3	20	645	12826	0.05028847653204428	216
3	30	1069	12826	0.0833463277717137	216
3	40	1374	12826	0.10712615000779667	216
3	50	1754	12826	0.13675346951504755	216
3	75	2485	12826	0.19374707625136442	216
3	100	3075	12826	0.23974738811788554	216
4	1	0	12826	0.0	216
4	2	0	12826	0.0	216
4	3	1	12826	7.79666302822392e-05	216
4	4	3	12826	0.0002338998908467176	216
4	5	6	12826	0.0004677997816934352	216
4	6	15	12826	0.001169499454233588	216
4	8	48	12826	0.0037423982535474817	216
4	10	89	12826	0.006939030095119289	216
4	15	229	12826	0.017854358334632777	216
4	20	363	12826	0.02830188679245283	216
4	30	621	12826	0.04841727740527054	216
4	40	877	12826	0.06837673475752377	216
4	50	1124	12826	0.08763449243723687	216
4	75	1732	12826	0.13503820364883828	216
4	100	2206	12826	0.1719943864026197	216
5	1	0	12826	0.0	216
5	2	0	12826	0.0	216
5	3	0	12826	0.0	216
5	4	0	12826	0.0	216
5	5	2	12826	0.0001559332605644784	216
5	6	4	12826	0.0003118665211289568	216
5	8	9	12826	0.0007016996725401528	216
5	10	34	12826	0.002650865429596133	216
5	15	115	12826	0.008966162482457508	216
5	20	206	12826	0.016061125838141274	216
5	30	428	12826	0.033369717760798376	216
5	40	614	12826	0.04787151099329487	216
5	50	798	12826	0.062217370965226886	216
5	75	1261	12826	0.09831592078590363	216
5	100	1610	12826	0.12552627475440511	216
6	1	0	12826	0.0	216
6	2	0	12826	0.0	216
6	3	0	12826	0.0	216
6	4	0	12826	0.0	216
6	5	0	12826	0.0	216
6	6	0	12826	0.0	216
6	8	3	12826	0.0002338998908467176	216
6	10	9	12826	0.0007016996725401528	216
6	15	56	12826	0.0043661312958053955	216
6	20	112	12826	0.008732262591610791	216
6	30	268	12826	0.020895056915640108	216
6	40	427	12826	0.03329175113051614	216
6	50	592	12826	0.046156245127085604	216
6	75	951	12826	0.07414626539840947	216
6	100	1266	12826	0.09870575393731483	216
7	1	0	12826	0.0	216
7	2	0	12826	0.0	216
7	3	0	12826	0.0	216
7	4	0	12826	0.0	216
7	5	0	12826	0.0	216
7	6	0	12826	0.0	216
7	8	0	12826	0.0	216
7	10	4	12826	0.0003118665211289568	216
7	15	23	12826	0.0017932324964915016	216
7	20	71	12826	0.005535630750038983	216
7	30	172	12826	0.013410260408545142	216
7	40	314	12826	0.02448152190862311	216
7	50	437	12826	0.03407141743333853	216
7	75	733	12826	0.057149539996881334	216
7	100	1028	12826	0.0801496959301419	216
8	1	0	12826	0.0	216
8	2	0	12826	0.0	216
8	3	0	12826	0.0	216
8	4	0	12826	0.0	216
8	5	0	12826	0.0	216
8	6	0	12826	0.0	216
8	8	0	12826	0.0	216
8	10	0	12826	0.0	216
8	15	9	12826	0.0007016996725401528	216
8	20	42	12826	0.0032745984718540464	216
8	30	111	12826	0.00865429596132855	216
8	40	226	12826	0.01762045844378606	216
8	50	339	12826	0.02643068766567909	216
8	75	566	12826	0.044129112739747386	216
8	100	795	12826	0.06198347107438017	216
9	1	0	12826	0.0	216
9	2	0	12826	0.0	216
9	3	0	12826	0.0	216
9	4	0	12826	0.0	216
9	5	0	12826	0.0	216
9	6	0	12826	0.0	216
9	8	0	12826	0.0	216
9	10	0	12826	0.0	216
9	15	0	12826	0.0	216
9	20	11	12826	0.0008576329331046312	216
9	30	74	12826	0.0057695306408857006	216
9	40	151	12826	0.01177296117261812	216
9	50	249	12826	0.01941369094027756	216
9	75	454	12826	0.0353968501481366	216
9	100	654	12826	0.05099017620458444	216
10	1	0	12826	0.0	216
10	2	0	12826	0.0	216
10	3	0	12826	0.0	216
10	4	0	12826	0.0	216
10	5	0	12826	0.0	216
10	6	0	12826	0.0	216
10	8	0	12826	0.0	216
10	10	0	12826	0.0	216
10	15	0	12826	0.0	216
10	20	2	12826	0.0001559332605644784	216
10	30	51	12826	0.003976298144394199	216
10	40	114	12826	0.00888819585217527	216
10	50	188	12826	0.01465772649306097	216
10	75	378	12826	0.029471386246686417	216
10	100	527	12826	0.04108841415874006	216
1	1	303	12826	0.023623888975518478	217
1	2	724	12826	0.056447840324341185	217
1	3	997	12826	0.07773273039139249	217
1	4	1244	12826	0.09699048807110557	217
1	5	1498	12826	0.11679401216279432	217
1	6	1768	12826	0.1378450023389989	217
1	8	2242	12826	0.17480118509278028	217
1	10	2559	12826	0.19951660689225012	217
1	15	3265	12826	0.254561047871511	217
1	20	3772	12826	0.2940901294246063	217
1	30	4598	12826	0.3584905660377358	217
1	40	5267	12826	0.4106502416965539	217
1	50	5810	12826	0.45298612193980975	217
1	75	6784	12826	0.5289256198347108	217
1	100	7447	12826	0.5806174957118353	217
2	1	7	12826	0.0005457664119756744	217
2	2	41	12826	0.003196631841571807	217
2	3	87	12826	0.00678309683455481	217
2	4	162	12826	0.01263059410572275	217
2	5	250	12826	0.0194916575705598	217
2	6	346	12826	0.026976454077654765	217
2	8	542	12826	0.042257913612973645	217
2	10	728	12826	0.05675970684547014	217
2	15	1165	12826	0.09083112427880867	217
2	20	1511	12826	0.11780757835646344	217
2	30	2116	12826	0.16497738967721814	217
2	40	2594	12826	0.2022454389521285	217
2	50	3051	12826	0.2378761889911118	217
2	75	3976	12826	0.30999532200218305	217
2	100	4642	12826	0.36192109777015435	217
3	1	0	12826	0.0	217
3	2	3	12826	0.0002338998908467176	217
3	3	8	12826	0.0006237330422579137	217
3	4	22	12826	0.0017152658662092624	217
3	5	41	12826	0.003196631841571807	217
3	6	72	12826	0.005613597380321222	217
3	8	156	12826	0.012162794324029315	217
3	10	249	12826	0.01941369094027756	217
3	15	476	12826	0.03711211601434586	217
3	20	698	12826	0.05442070793700296	217
3	30	1134	12826	0.08841415874005926	217
3	40	1487	12826	0.11593637922968969	217
3	50	1845	12826	0.14384843287073132	217
3	75	2572	12826	0.20053017308591922	217
3	100	3109	12826	0.24239825354748168	217
4	1	0	12826	0.0	217
4	2	0	12826	0.0	217
4	3	2	12826	0.0001559332605644784	217
4	4	5	12826	0.000389833151411196	217
4	5	11	12826	0.0008576329331046312	217
4	6	20	12826	0.001559332605644784	217
4	8	34	12826	0.002650865429596133	217
4	10	79	12826	0.006159363792296897	217
4	15	232	12826	0.018088258225479496	217
4	20	379	12826	0.02954935287696866	217
4	30	682	12826	0.05317324185248713	217
4	40	951	12826	0.07414626539840947	217
4	50	1213	12826	0.09457352253235615	217
4	75	1846	12826	0.14392639950101357	217
4	100	2315	12826	0.18049274910338375	217
5	1	0	12826	0.0	217
5	2	0	12826	0.0	217
5	3	0	12826	0.0	217
5	4	1	12826	7.79666302822392e-05	217
5	5	4	12826	0.0003118665211289568	217
5	6	11	12826	0.0008576329331046312	217
5	8	18	12826	0.0014033993450803055	217
5	10	34	12826	0.002650865429596133	217
5	15	122	12826	0.009511928894433183	217
5	20	238	12826	0.01855605800717293	217
5	30	427	12826	0.03329175113051614	217
5	40	626	12826	0.04880711055668174	217
5	50	826	12826	0.06440043661312958	217
5	75	1304	12826	0.10166848588803992	217
5	100	1679	12826	0.13090597224387962	217
6	1	0	12826	0.0	217
6	2	0	12826	0.0	217
6	3	0	12826	0.0	217
6	4	0	12826	0.0	217
6	5	0	12826	0.0	217
6	6	1	12826	7.79666302822392e-05	217
6	8	8	12826	0.0006237330422579137	217
6	10	15	12826	0.001169499454233588	217
6	15	51	12826	0.003976298144394199	217
6	20	119	12826	0.009278029003586465	217
6	30	293	12826	0.022844222672696087	217
6	40	437	12826	0.03407141743333853	217
6	50	596	12826	0.046468111648214565	217
6	75	954	12826	0.0743801652892562	217
6	100	1273	12826	0.09925152034929051	217
7	1	0	12826	0.0	217
7	2	0	12826	0.0	217
7	3	0	12826	0.0	217
7	4	0	12826	0.0	217
7	5	0	12826	0.0	217
7	6	0	12826	0.0	217
7	8	2	12826	0.0001559332605644784	217
7	10	6	12826	0.0004677997816934352	217
7	15	16	12826	0.0012474660845158273	217
7	20	59	12826	0.004600031186652113	217
7	30	204	12826	0.015905192577576797	217
7	40	323	12826	0.025183221581163262	217
7	50	437	12826	0.03407141743333853	217
7	75	724	12826	0.056447840324341185	217
7	100	974	12826	0.07593949789490098	217
8	1	0	12826	0.0	217
8	2	0	12826	0.0	217
8	3	0	12826	0.0	217
8	4	0	12826	0.0	217
8	5	0	12826	0.0	217
8	6	0	12826	0.0	217
8	8	0	12826	0.0	217
8	10	4	12826	0.0003118665211289568	217
8	15	8	12826	0.0006237330422579137	217
8	20	21	12826	0.0016372992359270232	217
8	30	114	12826	0.00888819585217527	217
8	40	244	12826	0.019023857788866366	217
8	50	346	12826	0.026976454077654765	217
8	75	576	12826	0.04490877904256978	217
8	100	780	12826	0.060813971620146574	217
9	1	0	12826	0.0	217
9	2	0	12826	0.0	217
9	3	0	12826	0.0	217
9	4	0	12826	0.0	217
9	5	0	12826	0.0	217
9	6	0	12826	0.0	217
9	8	0	12826	0.0	217
9	10	0	12826	0.0	217
9	15	5	12826	0.000389833151411196	217
9	20	9	12826	0.0007016996725401528	217
9	30	64	12826	0.004989864338063309	217
9	40	172	12826	0.013410260408545142	217
9	50	260	12826	0.020271323873382194	217
9	75	443	12826	0.03453921721503197	217
9	100	637	12826	0.04966474348978637	217
10	1	0	12826	0.0	217
10	2	0	12826	0.0	217
10	3	0	12826	0.0	217
10	4	0	12826	0.0	217
10	5	0	12826	0.0	217
10	6	0	12826	0.0	217
10	8	0	12826	0.0	217
10	10	0	12826	0.0	217
10	15	0	12826	0.0	217
10	20	0	12826	0.0	217
10	30	29	12826	0.002261032278184937	217
10	40	122	12826	0.009511928894433183	217
10	50	203	12826	0.01582722594729456	217
10	75	366	12826	0.02853578668329955	217
10	100	530	12826	0.04132231404958678	217
1	1	275	12826	0.02144082332761578	218
1	2	686	12826	0.05348510837361609	218
1	3	934	12826	0.07282083268361142	218
1	4	1160	12826	0.09044129112739747	218
1	5	1376	12826	0.10728208326836114	218
1	6	1645	12826	0.12825510681428348	218
1	8	2088	12826	0.16279432402931546	218
1	10	2425	12826	0.18906907843443008	218
1	15	3205	12826	0.24988305005457664	218
1	20	3753	12826	0.29260876344924375	218
1	30	4631	12826	0.36106346483704976	218
1	40	5326	12826	0.415250272883206	218
1	50	5840	12826	0.4553251208482769	218
1	75	6809	12826	0.5308747855917667	218
1	100	7451	12826	0.5809293622329643	218
2	1	3	12826	0.0002338998908467176	218
2	2	38	12826	0.0029627319507250895	218
2	3	79	12826	0.006159363792296897	218
2	4	162	12826	0.01263059410572275	218
2	5	238	12826	0.01855605800717293	218
2	6	346	12826	0.026976454077654765	218
2	8	543	12826	0.04233588024325589	218
2	10	731	12826	0.05699360673631686	218
2	15	1162	12826	0.09059722438796196	218
2	20	1480	12826	0.11539061281771403	218
2	30	2071	12826	0.1614688913145174	218
2	40	2600	12826	0.20271323873382194	218
2	50	3066	12826	0.2390456884453454	218
2	75	3993	12826	0.3113207547169811	218
2	100	4629	12826	0.36090753157648525	218
3	1	0	12826	0.0	218
3	2	0	12826	0.0	218
3	3	5	12826	0.000389833151411196	218
3	4	22	12826	0.0017152658662092624	218
3	5	44	12826	0.003430531732418525	218
3	6	78	12826	0.0060813971620146574	218
3	8	151	12826	0.01177296117261812	218
3	10	256	12826	0.019959457352253237	218
3	15	510	12826	0.03976298144394199	218
3	20	735	12826	0.05730547325744581	218
3	30	1137	12826	0.08864805863090597	218
3	40	1514	12826	0.11804147824731015	218
3	50	1864	12826	0.14532979884609387	218
3	75	2621	12826	0.20435053796974895	218
3	100	3198	12826	0.24933728364260097	218
4	1	0	12826	0.0	218
4	2	0	12826	0.0	218
4	3	0	12826	0.0	218
4	4	0	12826	0.0	218
4	5	4	12826	0.0003118665211289568	218
4	6	12	12826	0.0009355995633868704	218
4	8	38	12826	0.0029627319507250895	218
4	10	81	12826	0.006315297052861375	218
4	15	225	12826	0.01754249181350382	218
4	20	386	12826	0.03009511928894433	218
4	30	696	12826	0.05426477467643848	218
4	40	964	12826	0.07515983159207859	218
4	50	1242	12826	0.09683455481054108	218
4	75	1842	12826	0.1436145329798846	218
4	100	2302	12826	0.17947918290971465	218
5	1	0	12826	0.0	218
5	2	0	12826	0.0	218
5	3	0	12826	0.0	218
5	4	0	12826	0.0	218
5	5	0	12826	0.0	218
5	6	3	12826	0.0002338998908467176	218
5	8	11	12826	0.0008576329331046312	218
5	10	29	12826	0.002261032278184937	218
5	15	108	12826	0.008420396070481834	218
5	20	205	12826	0.015983159207859036	218
5	30	427	12826	0.03329175113051614	218
5	40	640	12826	0.04989864338063309	218
5	50	833	12826	0.06494620302510526	218
5	75	1314	12826	0.10244815219086231	218
5	100	1698	12826	0.13238733821924217	218
6	1	0	12826	0.0	218
6	2	0	12826	0.0	218
6	3	0	12826	0.0	218
6	4	0	12826	0.0	218
6	5	0	12826	0.0	218
6	6	0	12826	0.0	218
6	8	5	12826	0.000389833151411196	218
6	10	13	12826	0.0010135661936691096	218
6	15	44	12826	0.003430531732418525	218
6	20	105	12826	0.008186496179635116	218
6	30	268	12826	0.020895056915640108	218
6	40	435	12826	0.033915484172774055	218
6	50	592	12826	0.046156245127085604	218
6	75	967	12826	0.0753937314829253	218
6	100	1313	12826	0.10237018556058007	218
7	1	0	12826	0.0	218
7	2	0	12826	0.0	218
7	3	0	12826	0.0	218
7	4	0	12826	0.0	218
7	5	0	12826	0.0	218
7	6	0	12826	0.0	218
7	8	0	12826	0.0	218
7	10	5	12826	0.000389833151411196	218
7	15	20	12826	0.001559332605644784	218
7	20	47	12826	0.0036644316232652425	218
7	30	166	12826	0.012942460626851707	218
7	40	321	12826	0.025027288320598785	218
7	50	442	12826	0.03446125058474973	218
7	75	766	12826	0.05972243879619523	218
7	100	1046	12826	0.0815530952752222	218
8	1	0	12826	0.0	218
8	2	0	12826	0.0	218
8	3	0	12826	0.0	218
8	4	0	12826	0.0	218
8	5	0	12826	0.0	218
8	6	0	12826	0.0	218
8	8	0	12826	0.0	218
8	10	0	12826	0.0	218
8	15	6	12826	0.0004677997816934352	218
8	20	18	12826	0.0014033993450803055	218
8	30	98	12826	0.007640729767659442	218
8	40	219	12826	0.017074692031810387	218
8	50	311	12826	0.02424762201777639	218
8	75	590	12826	0.04600031186652113	218
8	100	809	12826	0.06307500389833151	218
9	1	0	12826	0.0	218
9	2	0	12826	0.0	218
9	3	0	12826	0.0	218
9	4	0	12826	0.0	218
9	5	0	12826	0.0	218
9	6	0	12826	0.0	218
9	8	0	12826	0.0	218
9	10	0	12826	0.0	218
9	15	0	12826	0.0	218
9	20	4	12826	0.0003118665211289568	218
9	30	60	12826	0.004677997816934352	218
9	40	152	12826	0.011850927802900358	218
9	50	238	12826	0.01855605800717293	218
9	75	454	12826	0.0353968501481366	218
9	100	645	12826	0.05028847653204428	218
10	1	0	12826	0.0	218
10	2	0	12826	0.0	218
10	3	0	12826	0.0	218
10	4	0	12826	0.0	218
10	5	0	12826	0.0	218
10	6	0	12826	0.0	218
10	8	0	12826	0.0	218
10	10	0	12826	0.0	218
10	15	0	12826	0.0	218
10	20	1	12826	7.79666302822392e-05	218
10	30	31	12826	0.0024169655387494154	218
10	40	95	12826	0.007406829876812724	218
10	50	184	12826	0.014345859971932013	218
10	75	364	12826	0.02837985342273507	218
10	100	539	12826	0.04202401372212693	218
1	1	310	12826	0.024169655387494153	219
1	2	677	12826	0.05278340870107594	219
1	3	961	12826	0.07492593170123188	219
1	4	1191	12826	0.09285825666614689	219
1	5	1404	12826	0.10946514891626384	219
1	6	1646	12826	0.12833307344456574	219
1	8	2082	12826	0.162326524247622	219
1	10	2445	12826	0.19062841104007486	219
1	15	3164	12826	0.24668641821300483	219
1	20	3739	12826	0.2915172306252924	219
1	30	4553	12826	0.3549820676750351	219
1	40	5181	12826	0.4039451114922813	219
1	50	5732	12826	0.4469047247777951	219
1	75	6737	12826	0.5252611882114455	219
1	100	7514	12826	0.5858412599407453	219
2	1	4	12826	0.0003118665211289568	219
2	2	38	12826	0.0029627319507250895	219
2	3	106	12826	0.008264462809917356	219
2	4	190	12826	0.014813659753625448	219
2	5	256	12826	0.019959457352253237	219
2	6	364	12826	0.02837985342273507	219
2	8	555	12826	0.043271479806642754	219
2	10	742	12826	0.05785123966942149	219
2	15	1178	12826	0.09184469047247779	219
2	20	1507	12826	0.11749571183533447	219
2	30	2116	12826	0.16497738967721814	219
2	40	2632	12826	0.20520817090285356	219
2	50	3108	12826	0.24232028691719945	219
2	75	4003	12826	0.3121004210198035	219
2	100	4664	12826	0.36363636363636365	219
3	1	0	12826	0.0	219
3	2	1	12826	7.79666302822392e-05	219
3	3	5	12826	0.000389833151411196	219
3	4	26	12826	0.0020271323873382193	219
3	5	55	12826	0.004288164665523156	219
3	6	78	12826	0.0060813971620146574	219
3	8	168	12826	0.013098393887416186	219
3	10	266	12826	0.020739123655075627	219
3	15	516	12826	0.04023078122563543	219
3	20	736	12826	0.05738343988772805	219
3	30	1190	12826	0.09278029003586465	219
3	40	1584	12826	0.1234991423670669	219
3	50	1920	12826	0.14969593014189927	219
3	75	2681	12826	0.2090285357866833	219
3	100	3182	12826	0.24808981755808515	219
4	1	0	12826	0.0	219
4	2	0	12826	0.0	219
4	3	0	12826	0.0	219
4	4	1	12826	7.79666302822392e-05	219
4	5	9	12826	0.0007016996725401528	219
4	6	19	12826	0.0014813659753625447	219
4	8	50	12826	0.00389833151411196	219
4	10	106	12826	0.008264462809917356	219
4	15	250	12826	0.0194916575705598	219
4	20	398	12826	0.0310307188523312	219
4	30	694	12826	0.05410884141587401	219
4	40	1031	12826	0.08038359582098861	219
4	50	1284	12826	0.10010915328239514	219
4	75	1926	12826	0.1501637299235927	219
4	100	2369	12826	0.18470294713862467	219
5	1	0	12826	0.0	219
5	2	0	12826	0.0	219
5	3	0	12826	0.0	219
5	4	0	12826	0.0	219
5	5	0	12826	0.0	219
5	6	1	12826	7.79666302822392e-05	219
5	8	10	12826	0.000779666302822392	219
5	10	35	12826	0.0027288320598783723	219
5	15	130	12826	0.010135661936691097	219
5	20	233	12826	0.018166224855761734	219
5	30	422	12826	0.032901917979104946	219
5	40	653	12826	0.050912209574302196	219
5	50	854	12826	0.06658350226103228	219
5	75	1357	12826	0.1058007172929986	219
5	100	1742	12826	0.1358178699516607	219
6	1	0	12826	0.0	219
6	2	0	12826	0.0	219
6	3	0	12826	0.0	219
6	4	0	12826	0.0	219
6	5	0	12826	0.0	219
6	6	0	12826	0.0	219
6	8	1	12826	7.79666302822392e-05	219
6	10	11	12826	0.0008576329331046312	219
6	15	60	12826	0.004677997816934352	219
6	20	138	12826	0.01075939497894901	219
6	30	277	12826	0.02159675658818026	219
6	40	439	12826	0.03422735069390301	219
6	50	600	12826	0.04677997816934352	219
6	75	1059	12826	0.08256666146889131	219
6	100	1353	12826	0.10548885077186965	219
7	1	0	12826	0.0	219
7	2	0	12826	0.0	219
7	3	0	12826	0.0	219
7	4	0	12826	0.0	219
7	5	0	12826	0.0	219
7	6	0	12826	0.0	219
7	8	0	12826	0.0	219
7	10	3	12826	0.0002338998908467176	219
7	15	24	12826	0.0018711991267737408	219
7	20	64	12826	0.004989864338063309	219
7	30	179	12826	0.013956026820520818	219
7	40	302	12826	0.02354592234523624	219
7	50	440	12826	0.03430531732418525	219
7	75	772	12826	0.06019023857788866	219
7	100	1070	12826	0.08342429440199595	219
8	1	0	12826	0.0	219
8	2	0	12826	0.0	219
8	3	0	12826	0.0	219
8	4	0	12826	0.0	219
8	5	0	12826	0.0	219
8	6	0	12826	0.0	219
8	8	0	12826	0.0	219
8	10	0	12826	0.0	219
8	15	6	12826	0.0004677997816934352	219
8	20	29	12826	0.002261032278184937	219
8	30	118	12826	0.009200062373304226	219
8	40	225	12826	0.01754249181350382	219
8	50	314	12826	0.02448152190862311	219
8	75	576	12826	0.04490877904256978	219
8	100	820	12826	0.06393263683143614	219
9	1	0	12826	0.0	219
9	2	0	12826	0.0	219
9	3	0	12826	0.0	219
9	4	0	12826	0.0	219
9	5	0	12826	0.0	219
9	6	0	12826	0.0	219
9	8	0	12826	0.0	219
9	10	0	12826	0.0	219
9	15	0	12826	0.0	219
9	20	7	12826	0.0005457664119756744	219
9	30	68	12826	0.005301730859192266	219
9	40	171	12826	0.013332293778262904	219
9	50	240	12826	0.01871199126773741	219
9	75	431	12826	0.033603617651645094	219
9	100	652	12826	0.05083424294401996	219
10	1	0	12826	0.0	219
10	2	0	12826	0.0	219
10	3	0	12826	0.0	219
10	4	0	12826	0.0	219
10	5	0	12826	0.0	219
10	6	0	12826	0.0	219
10	8	0	12826	0.0	219
10	10	0	12826	0.0	219
10	15	0	12826	0.0	219
10	20	1	12826	7.79666302822392e-05	219
10	30	34	12826	0.002650865429596133	219
10	40	114	12826	0.00888819585217527	219
10	50	182	12826	0.014189926711367535	219
10	75	315	12826	0.02455948853890535	219
10	100	498	12826	0.03882738188055512	219
1	1	278	12826	0.021674723218462498	220
1	2	631	12826	0.04919694370809294	220
1	3	946	12826	0.07375643224699828	220
1	4	1170	12826	0.09122095743021987	220
1	5	1387	12826	0.10813971620146577	220
1	6	1647	12826	0.12841104007484797	220
1	8	2082	12826	0.162326524247622	220
1	10	2413	12826	0.1881334788710432	220
1	15	3184	12826	0.2482457508186496	220
1	20	3734	12826	0.29112739747388117	220
1	30	4623	12826	0.36043973179479183	220
1	40	5262	12826	0.4102604085451427	220
1	50	5825	12826	0.45415562139404336	220
1	75	6798	12826	0.5300171526586621	220
1	100	7468	12826	0.5822547949477623	220
2	1	6	12826	0.0004677997816934352	220
2	2	46	12826	0.0035864649929830033	220
2	3	92	12826	0.0071729299859660065	220
2	4	180	12826	0.014033993450803056	220
2	5	245	12826	0.019101824419148605	220
2	6	350	12826	0.027288320598783722	220
2	8	552	12826	0.04303757991579604	220
2	10	732	12826	0.0570715733665991	220
2	15	1158	12826	0.09028535786683299	220
2	20	1518	12826	0.1183533447684391	220
2	30	2188	12826	0.17059098705753936	220
2	40	2714	12826	0.2116014345859972	220
2	50	3162	12826	0.24653048495244034	220
2	75	4022	12826	0.3135817869951661	220
2	100	4640	12826	0.3617651645095899	220
3	1	0	12826	0.0	220
3	2	3	12826	0.0002338998908467176	220
3	3	11	12826	0.0008576329331046312	220
3	4	34	12826	0.002650865429596133	220
3	5	55	12826	0.004288164665523156	220
3	6	83	12826	0.0064712303134258535	220
3	8	151	12826	0.01177296117261812	220
3	10	249	12826	0.01941369094027756	220
3	15	485	12826	0.037813815686886014	220
3	20	725	12826	0.05652580695462342	220
3	30	1178	12826	0.09184469047247779	220
3	40	1592	12826	0.1241228754093248	220
3	50	1941	12826	0.15133322937782628	220
3	75	2721	12826	0.21214720099797288	220
3	100	3262	12826	0.2543271479806643	220
4	1	0	12826	0.0	220
4	2	0	12826	0.0	220
4	3	1	12826	7.79666302822392e-05	220
4	4	3	12826	0.0002338998908467176	220
4	5	9	12826	0.0007016996725401528	220
4	6	24	12826	0.0018711991267737408	220
4	8	58	12826	0.004522064556369874	220
4	10	99	12826	0.007718696397941681	220
4	15	251	12826	0.019569624200842038	220
4	20	393	12826	0.030640885700920006	220
4	30	695	12826	0.05418680804615625	220
4	40	990	12826	0.07718696397941681	220
4	50	1282	12826	0.09995322002183066	220
4	75	1958	12826	0.15265866209262435	220
4	100	2424	12826	0.18899111180414782	220
5	1	0	12826	0.0	220
5	2	0	12826	0.0	220
5	3	0	12826	0.0	220
5	4	1	12826	7.79666302822392e-05	220
5	5	2	12826	0.0001559332605644784	220
5	6	8	12826	0.0006237330422579137	220
5	8	22	12826	0.0017152658662092624	220
5	10	38	12826	0.0029627319507250895	220
5	15	130	12826	0.010135661936691097	220
5	20	241	12826	0.018789957898019648	220
5	30	450	12826	0.03508498362700764	220
5	40	678	12826	0.05286137533135818	220
5	50	878	12826	0.06845470138780602	220
5	75	1378	12826	0.10743801652892562	220
5	100	1761	12826	0.13729923592702323	220
6	1	0	12826	0.0	220
6	2	0	12826	0.0	220
6	3	0	12826	0.0	220
6	4	0	12826	0.0	220
6	5	0	12826	0.0	220
6	6	0	12826	0.0	220
6	8	5	12826	0.000389833151411196	220
6	10	12	12826	0.0009355995633868704	220
6	15	40	12826	0.003118665211289568	220
6	20	116	12826	0.009044129112739748	220
6	30	289	12826	0.02253235615156713	220
6	40	486	12826	0.03789178231716825	220
6	50	640	12826	0.04989864338063309	220
6	75	1026	12826	0.07999376266957742	220
6	100	1353	12826	0.10548885077186965	220
7	1	0	12826	0.0	220
7	2	0	12826	0.0	220
7	3	0	12826	0.0	220
7	4	0	12826	0.0	220
7	5	0	12826	0.0	220
7	6	0	12826	0.0	220
7	8	0	12826	0.0	220
7	10	5	12826	0.000389833151411196	220
7	15	19	12826	0.0014813659753625447	220
7	20	59	12826	0.004600031186652113	220
7	30	197	12826	0.015359426165601122	220
7	40	345	12826	0.026898487447372523	220
7	50	471	12826	0.03672228286293466	220
