term_id	term_name	primary_family	audit_status	assignment_method	secondary_rule_matches	override_reason	genes_in_reviewed_universe
C3280898	JOUBERT SYNDROME 9/15, DIGENIC	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	2
C3280899	JOUBERT SYNDROME 12/15, DIGENIC	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	2
C3280906	JOUBERT SYNDROME 16	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	1
C3280914	FAMILIAL COLD AUTOINFLAMMATORY SYNDROME 3	Immune / inflammatory	included	precedence_rule	Developmental / congenital syndromes	Primary assignment is the first matching family in precedence order (Immune / inflammatory).	1
C3280939	ATRIOVENTRICULAR SEPTAL DEFECT 5	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3280940	Unbalanced atrioventricular canal defect	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3280943	ATRIAL SEPTAL DEFECT 9	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3280953	HYPERTRIGLYCERIDEMIA, TRANSIENT INFANTILE	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3280965	CONGENITAL CATARACTS, HEARING LOSS, AND NEURODEGENERATION	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	1
C3280970	PORENCEPHALY 2	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3280974	TRIGONOCEPHALY 2	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3280976	Thrombophilia due to Thrombomodulin Defect	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3280977	SPASTIC ATAXIA 5, AUTOSOMAL RECESSIVE	Ataxia / cerebellar degeneration	included	precedence_rule		Primary assignment is the first matching family in precedence order (Ataxia / cerebellar degeneration).	2
C3281001	WISKOTT-ALDRICH SYNDROME 2	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	1
C3281027	MICROPHTHALMIA, ISOLATED, WITH COLOBOMA 7	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	3
C3281029	RIGIDITY AND MULTIFOCAL SEIZURE SYNDROME, LETHAL NEONATAL	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	6
C3281034	Multifocal seizures	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	4
C3281044	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 34, WITH VARIANT LISSENCEPHALY	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	2
C3281045	CONE-ROD DYSTROPHY 16	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3281046	RETINITIS PIGMENTOSA 64	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3281055	PSYCHOMOTOR RETARDATION, EPILEPSY, AND CRANIOFACIAL DYSMORPHISM	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	1
C3281059	Broad jaw	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	6
C3281066	USHER SYNDROME, TYPE IIIB	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	2
C3281084	Congenital disorder of glycosylation type 1r	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	1
C3281089	MIRROR MOVEMENTS 2	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3281092	THROMBOPHILIA DUE TO PROTEIN S DEFICIENCY, AUTOSOMAL RECESSIVE	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3281105	HEMORRHAGE, INTRACEREBRAL, SUSCEPTIBILITY TO	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	2
C3281125	THROMBOCYTHEMIA 3	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3281128	FIBROCHONDROGENESIS 2	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3281138	CHROMOSOME 17q12 DELETION SYNDROME	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	2
C3281153	EFAVIRENZ, POOR METABOLISM OF	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3281160	EHLERS-DANLOS SYNDROME, KYPHOSCOLIOTIC TYPE, 2	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	7
C3281191	SCN8A-related epilepsy with encephalopathy	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	2
C3281192	INFANTILE CEREBELLAR-RETINAL DEGENERATION	Ataxia / cerebellar degeneration	included	precedence_rule		Primary assignment is the first matching family in precedence order (Ataxia / cerebellar degeneration).	2
C3281200	LEUKOENCEPHALOPATHY, BRAIN CALCIFICATIONS, AND CYSTS	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	27
C3281201	MENTAL RETARDATION, AUTOSOMAL DOMINANT 12	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	6
C3281202	MENTAL RETARDATION, AUTOSOMAL DOMINANT 13	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3281203	CUTANEOUS TELANGIECTASIA AND CANCER SYNDROME, FAMILIAL	Cancer / neoplasia	included	precedence_rule	Developmental / congenital syndromes	Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	1
C3281215	NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1E	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	1
C3281223	CEREBELLAR ATAXIA, NEUROPATHY, AND VESTIBULAR AREFLEXIA SYNDROME	Ataxia / cerebellar degeneration	included	precedence_rule	Developmental / congenital syndromes	Primary assignment is the first matching family in precedence order (Ataxia / cerebellar degeneration).	2
C3281234	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 9	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3281235	BARAITSER-WINTER SYNDROME 2	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	1
C3281236	DYSTONIA 21	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	0
C3281247	BENT BONE DYSPLASIA SYNDROME	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	3
C3281288	PREECLAMPSIA/ECLAMPSIA 5	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3281289	TRICHOHEPATOENTERIC SYNDROME 2	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	2
C3281297	DEAFNESS, AUTOSOMAL DOMINANT 4B	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3281298	Sensorineural hearing loss, progressive bilateral postlingual	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3282896	Glandular papilloma	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	2
C3282903	Metastatic Carcinoma in the Liver	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	1
C3463824	MYELODYSPLASTIC SYNDROME	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	943
C3463897	HYDATIDIFORM MOLE, RECURRENT, 1	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	59
C3463916	Complement Factor I (C3 inactivator) deficiency	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	6
C3463917	Corticosterone Methyl Oxidase Type II Deficiency	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	4
C3463918	EMBRYONAL CELL CARCINOMA	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	1
C3463992	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 1	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	11
C3468041	FANCONI ANEMIA, COMPLEMENTATION GROUP C	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	21
C3468114	Juvenile amyotrophic lateral sclerosis	ALS / motor neuron / FTD	included	precedence_rule		Primary assignment is the first matching family in precedence order (ALS / motor neuron / FTD).	14
C3468338	CARPAL TUNNEL SYNDROME, FAMILIAL	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	1
C3468561	familial atrial fibrillation	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	150
C3469186	HEMOCHROMATOSIS, TYPE 1	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	81
C3469521	FANCONI ANEMIA, COMPLEMENTATION GROUP A (disorder)	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	346
C3469522	BREAST CANCER, SUSCEPTIBILITY TO	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	10
C3469524	PROSTATE CANCER, SUSCEPTIBILITY TO	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	5
C3469525	PANCREATIC CANCER, SUSCEPTIBILITY TO	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	1
C3469526	FANCONI ANEMIA, COMPLEMENTATION GROUP F	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	13
C3469527	fanconi anemia complementation group g	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3469528	FANCONI ANEMIA, COMPLEMENTATION GROUP L	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	2
C3469529	FANCONI ANEMIA, COMPLEMENTATION GROUP M	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	4
C3469542	FANCONI ANEMIA, COMPLEMENTATION GROUP P	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3469605	PSEUDOHYPOALDOSTERONISM, TYPE IID	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	13
C3469606	PSEUDOHYPOALDOSTERONISM, TYPE IIE	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3472181	Severe dehydration	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	3
C3472470	Severe major depression	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	0
C3472600	Chronic hepatitis E	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	4
C3472608	Micropapillary carcinoma	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	28
C3472614	Plasmablastic lymphoma	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	44
C3472621	Myeloid neoplasm with beta-type platelet-derived growth factor receptor gene rearrangement	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	1
C3472623	Serrated adenocarcinoma	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	10
C3472624	B lymphoblastic leukemia lymphoma, no ICD-O subtype	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	2
C3472669	Primary adenocarcinoma of colon	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	3
C3472698	Non-allergic rhinitis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	2
C3472711	Spinocerebellar ataxia 36	Ataxia / cerebellar degeneration	included	precedence_rule		Primary assignment is the first matching family in precedence order (Ataxia / cerebellar degeneration).	4
C3484357	HERMANSKY-PUDLAK SYNDROME 4	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	2
C3489393	Hiatal Hernia	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	38
C3489395	Hyperchylomicronemia With Hyperprebetalipoproteinemia, Familial	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3489396	Hypogonadism, Isolated Hypogonadotropic	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	42
C3489398	Neuroepithelioma, Peripheral	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	7
C3489413	Lipomatosis, Multiple	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	50
C3489447	Hyperkalemic Periodic Paralysis Type 2	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3489529	Tooth Agenesis, Familial	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	10
C3489532	Cone-Rod Dystrophy 2	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	228
C3489571	Familial Extrahepatic Biliary Atresia	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3489572	Idiopathic Extrahepatic Biliary Atresia	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3489576	Sexual Violence	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	6
C3489627	Stuttering, Familial Persistent 1	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	2
C3489628	Thrombocytosis, Autosomal Dominant	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	9
C3489630	Somatotrophinoma, Familial	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	17
C3489704	Vision Disability	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	6
C3489724	Aicardi-Goutieres Syndrome 2	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	6
C3489725	Pseudo-TORCH syndrome	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	7
C3489726	Geleophysic dysplasia	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	10
C3489728	Familial intrahepatic cholestasis of pregnancy	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	4
C3489732	Familial mesangial sclerosis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3489733	Oculomotor apraxia	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	92
C3489734	Anti-plasmin deficiency, congenital	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	1
C3489771	Keratosis Palmaris et Plantaris Familiaris	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	2
C3489787	Pituitary Hormone Deficiency, Combined, 3	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3489789	Cholestasis, Progressive Familial Intrahepatic, 2	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	4
C3489791	Parkinson Disease, Familial, Type 1	Parkinsonism	included	precedence_rule		Primary assignment is the first matching family in precedence order (Parkinsonism).	46
C3489793	46,XY Sex Reversal 3	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	3
C3489795	Hyper-Ige Recurrent Infection Syndrome, Autosomal Dominant	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	1
C3489796	Thyroid Hormone Resistance, Generalized, Autosomal Recessive	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	3
C3489856	Cold Hypersensitivity	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	12
C3492932	Lactic Acidosis, Congenital Infantile, Due To Lad Deficiency	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	2
C3492944	Lentiginosis Profusa	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3493776	HYPOTHYROIDISM, CONGENITAL, NONGOITROUS, 1	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	8
C3494162	Ovarian Hyperstimulation Syndrome, Familial Gestational Spontaneous	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	1
C3494186	Autosomal Hemophilia A	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	2
C3494187	Factor VIII Deficiency	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	9
C3494247	Organothiophosphonate Poisoning	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	4
C3494248	Organothiophosphate Poisoning	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	4
C3494358	Prodromal Symptoms	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	14
C3494359	Prodromal States	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	3
C3494360	Prodromal Period	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	3
C3494361	Prodromal Stage	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	8
C3494419	Dentofacial Deformities	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	2
C3494422	Retrognathia	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	187
C3494423	Maxillary Retroposition	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3494424	Maxillary Retrusion	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3494425	Mandibular Retroposition	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3494426	Mandibular Retrusion	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3494489	Autoimmune polyendocrinopathy syndrome, type 1	Immune / inflammatory	included	precedence_rule	Developmental / congenital syndromes	Primary assignment is the first matching family in precedence order (Immune / inflammatory).	17
C3494506	Pseudohypoparathyroidism, Type Ia	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	28
C3494522	Hypergonadotropic Ovarian Failure, X-Linked	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	6
C3494609	Asymptomatic carotid artery stenosis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	5
C3494623	Mild dementia	Alzheimer / tau / dementia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Alzheimer / tau / dementia).	13
C3494652	Severe dementia	Alzheimer / tau / dementia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Alzheimer / tau / dementia).	17
C3494871	Moderate dementia	Alzheimer / tau / dementia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Alzheimer / tau / dementia).	4
C3494899	Early infantile epileptic encephalopathy, refractory	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3494934	Benign paroxysmal torticollis of infancy	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3494970	Idiopathic urethral stricture	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3494976	Migrating partial seizures in infancy	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	11
C3495091	Bacteremia caused by Gram-negative bacteria	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3495144	Apraxia, Articulatory	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	2
C3495145	Dyslalia	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	4
C3495361	Gigantiform Cementoma, Familial	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3495371	Juvenile elastoma	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3495417	Hemifacial microsomia	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	7
C3495421	Chromosome 18q syndrome	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	4
C3495426	Homocysteinemia	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	20
C3495427	Fanconi-Bickel Syndrome	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	15
C3495436	American cutaneous leishmaniasis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	18
C3495438	Macular Degeneration, Age-Related, 2	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3495439	Inflammatory disorder of breast	Immune / inflammatory	included	precedence_rule		Primary assignment is the first matching family in precedence order (Immune / inflammatory).	2
C3495483	Amish Brittle Hair Brain Syndrome	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	1
C3495488	Axenfeld-Rieger syndrome	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	21
C3495489	Rieger eye malformation sequence	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	12
C3495498	Cardiomyopathy, Familial Hypertrophic, 1 (disorder)	Myopathy / muscle / cardiomyopathy	included	precedence_rule		Primary assignment is the first matching family in precedence order (Myopathy / muscle / cardiomyopathy).	9
C3495530	Congenital alopecia X-linked	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	3
C3495537	Heterotaxy, Visceral, 5, Autosomal	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	2
C3495549	Patent ductus arteriosus - persisting type	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	27
C3495551	Dihydropyrimidinuria	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	3
C3495552	Cystathionase Deficiency	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3495554	Homocarnosinase deficiency	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	2
C3495555	Carnosinemia	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3495559	Juvenile arthritis	Immune / inflammatory	included	precedence_rule		Primary assignment is the first matching family in precedence order (Immune / inflammatory).	423
C3495566	Reflux nephropathy (disorder)	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	13
C3495587	Night Blindness, Congenital Stationary, Type 1A	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	13
C3495588	Acrocephalopolydactylous Dysplasia	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	2
C3495589	Jalili syndrome	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	2
C3495591	Charcot-Marie-Tooth Disease, Demyelinating, Type 1e	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3495676	Anorectal Malformations	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	107
C3495721	Spitzoid melanoma	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	14
C3495797	Peripheral artery stenosis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3495798	Periodontal inflammation	Immune / inflammatory	included	precedence_rule		Primary assignment is the first matching family in precedence order (Immune / inflammatory).	76
C3495801	Granulomatosis with polyangiitis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	114
C3495814	Fulminant type 1 diabetes mellitus	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	9
C3495831	Aluminium overload	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	9
C3495840	Pancreatic steatosis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	4
C3495874	Nonepileptic Seizures	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	102
C3495887	ARIA-H	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	2
C3495890	Osteochondral defects	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	17
C3495893	Congenital thrombophilia	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	3
C3495915	Delayed dark adaptation	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3495917	Advanced breast cancer	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	137
C3495919	Enthesitis-Related Arthritis	Immune / inflammatory	included	precedence_rule		Primary assignment is the first matching family in precedence order (Immune / inflammatory).	39
C3495928	Thyroid associated orbitopathy	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	7
C3495935	Vertebral body haemangioma	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3495949	Locally advanced breast cancer	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	67
C3496069	cocaine use	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	66
C3496177	Atypical psychosis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3496228	Leukodystrophy, Dysmyelinating, And Spastic Paraparesis With Or Without Dystonia	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	5
C3496337	Idiopathic Nephrotic Syndrome	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	50
C3496493	Galectin-3 measurement	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3496549	Male Germ Cell Tumor	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	5
C3501249	Nephrotic Syndrome, Congenital, With Ocular Abnormalities And Congenital Myasthenic Syndrome	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	1
C3501265	Deafness, Sensorineural, with Hypertrophic Cardiomyopathy	Myopathy / muscle / cardiomyopathy	included	precedence_rule		Primary assignment is the first matching family in precedence order (Myopathy / muscle / cardiomyopathy).	1
C3501372	Mitochondrial Dna Depletion Syndrome, Encephalomyopathic Form, With Methylmalonic Aciduria, Autosomal Recessive	Myopathy / muscle / cardiomyopathy	included	precedence_rule	Developmental / congenital syndromes	Primary assignment is the first matching family in precedence order (Myopathy / muscle / cardiomyopathy).	1
C3501611	Mental Retardation, X-Linked Nonsyndromic	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	16
C3501647	Glutathione Peroxidase Deficiency, Hemolytic Anemia possibly due to	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3501679	Bleeding Disorder due to Defective Thromboxane A2 Receptor	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3501830	Microcephaly, Primary Autosomal Recessive, 2	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C3501835	alpha-1-Antitrypsin Deficiency, Autosomal Recessive	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	2
C3501843	Nonmedullary Thyroid Carcinoma	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	39
C3501844	Familial Nonmedullary Thyroid Cancer	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	19
C3501846	Noonan-Like Syndrome With Loose Anagen Hair	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	22
C3501847	Night blindness, congenital stationary, type 1	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	12
C3501848	Nephrosis, congenital	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	31
C3501854	Leukemia, Acute, X-Linked	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	1
C3501858	Muscular Dystrophy, Limb-Girdle, Type 1D	Myopathy / muscle / cardiomyopathy	included	precedence_rule		Primary assignment is the first matching family in precedence order (Myopathy / muscle / cardiomyopathy).	1
C3501891	Mitochondrial DNA Depletion Syndrome, Myopathic Form	Myopathy / muscle / cardiomyopathy	included	precedence_rule	Developmental / congenital syndromes	Primary assignment is the first matching family in precedence order (Myopathy / muscle / cardiomyopathy).	1
C3501899	Epiphyseal Dysplasia, Multiple, with Myopathy	Myopathy / muscle / cardiomyopathy	included	precedence_rule		Primary assignment is the first matching family in precedence order (Myopathy / muscle / cardiomyopathy).	1
