canonical_UniProtAC	functional_class_broad	functional_class_subclass	substrate_genename	UniProtID	protein_name	genename	interpro_annotation_text	interpro_domain_classes	annotation_text	is_arg_methyl_protein
Q96QF7	Other / unclassified	Other / unclassified	GCNA	GCNA_HUMAN	Germ cell nuclear acidic protein; ; Germ cell nuclear acidic protein (Acidic repeat-containing protein) (Germ cell nuclear acidic peptidase) (Germ cell nuclear antigen)	Name: GCNA; Synonyms: ACRC;			q96qf7 gcna gcna_human germ cell nuclear acidic protein; ; germ cell nuclear acidic protein (acidic repeat-containing protein) (germ cell nuclear acidic peptidase) (germ cell nuclear antigen) name: gcna; synonyms: acrc;  	False
Q96QH2	Other / unclassified	Other / unclassified	PRAM1	PRAM_HUMAN	PML-RARA-regulated adapter molecule 1 (PRAM) (PRAM-1)				q96qh2 pram1 pram_human pml-rara-regulated adapter molecule 1 (pram) (pram-1)   	False
Q96QH8	Other / unclassified	Other / unclassified	SPACA5; SPACA5B	LYZL5_HUMAN	Sperm acrosome-associated protein 5 (EC 3.2.1.17) (Lysozyme-like protein 5) (Sperm-specific lysozyme-like protein X) (SLLP-X)				q96qh8 spaca5; spaca5b lyzl5_human sperm acrosome-associated protein 5 (ec 3.2.1.17) (lysozyme-like protein 5) (sperm-specific lysozyme-like protein x) (sllp-x)   	False
Q96QR1	Other / unclassified	Other / unclassified	SCGB3A1	SG3A1_HUMAN	Secretoglobin family 3A member 1 precursor; ; Secretoglobin family 3A member 1 (Cytokine HIN-1) (High in normal 1) (Pneumo secretory protein 2) (PnSP-2) (Uteroglobin-related protein 2)	Name: SCGB3A1; Synonyms: HIN1, PNSP2, UGRP2; ORFNames: UNQ629/PRO1245;			q96qr1 scgb3a1 sg3a1_human secretoglobin family 3a member 1 precursor; ; secretoglobin family 3a member 1 (cytokine hin-1) (high in normal 1) (pneumo secretory protein 2) (pnsp-2) (uteroglobin-related protein 2) name: scgb3a1; synonyms: hin1, pnsp2, ugrp2; orfnames: unq629/pro1245;  	False
Q96QS1	Other / unclassified	Other / unclassified	TSPAN32	TSN32_HUMAN	Tetraspanin-32 (Tspan-32) (Protein Phemx)				q96qs1 tspan32 tsn32_human tetraspanin-32 (tspan-32) (protein phemx)   	False
Q96QU4	Other / unclassified	Other / unclassified	FRG2B	FRG2B_HUMAN	Protein FRG2-like-1 (FSHD region gene 2 protein family member B) (HSA10-FRG2)				q96qu4 frg2b frg2b_human protein frg2-like-1 (fshd region gene 2 protein family member b) (hsa10-frg2)   	False
Q96QU6	Other / unclassified	Other / unclassified	ACCS	1A1L1_HUMAN	1-aminocyclopropane-1-carboxylate synthase-like protein 1 (ACC synthase-like protein 1)				q96qu6 accs 1a1l1_human 1-aminocyclopropane-1-carboxylate synthase-like protein 1 (acc synthase-like protein 1)   	False
Q96QZ0	Other / unclassified	Other / unclassified	PANX3	PANX3_HUMAN	Pannexin-3				q96qz0 panx3 panx3_human pannexin-3   	False
Q96R05	Other / unclassified	Other / unclassified	RBP7	RET7_HUMAN	Retinoid-binding protein 7 (Cellular retinoic acid-binding protein 4) (CRABP4) (CRBP4) (Cellular retinoic acid-binding protein IV) (CRABP-IV)				q96r05 rbp7 ret7_human retinoid-binding protein 7 (cellular retinoic acid-binding protein 4) (crabp4) (crbp4) (cellular retinoic acid-binding protein iv) (crabp-iv)   	False
Q96RD6	Other / unclassified	Other / unclassified	PANX2	PANX2_HUMAN	Pannexin-2; ; Pannexin-2	Name: PANX2;			q96rd6 panx2 panx2_human pannexin-2; ; pannexin-2 name: panx2;  	False
Q96RD7	Other / unclassified	Other / unclassified	PANX1	PANX1_HUMAN	Pannexin-1; ; Pannexin-1 (PANX1) [Cleaved into: Caspase-activated pannexin-1 (Caspase-activated PANX1)]	Name: PANX1; Synonyms: MRS1; ORFNames: UNQ2529/PRO6028;			q96rd7 panx1 panx1_human pannexin-1; ; pannexin-1 (panx1) [cleaved into: caspase-activated pannexin-1 (caspase-activated panx1)] name: panx1; synonyms: mrs1; orfnames: unq2529/pro6028;  	False
Q96RK0	Other / unclassified	Other / unclassified	CIC	CIC_HUMAN	Protein capicua homolog; ; Protein capicua homolog	Name: CIC; Synonyms: KIAA0306;	Protein capicua homolog-like domain ; High mobility group box domain superfamily ; High mobility group box domain ; Protein capicua homolog-like, high mobility group box ; Protein capicua homolog-like, C-terminal tri-helical domain IPR032147 ; IPR036910 ; IPR009071 ; IPR058607 ; IPR058606 domain ; homologous_superfamily		q96rk0 cic cic_human protein capicua homolog; ; protein capicua homolog name: cic; synonyms: kiaa0306; protein capicua homolog-like domain ; high mobility group box domain superfamily ; high mobility group box domain ; protein capicua homolog-like, high mobility group box ; protein capicua homolog-like, c-terminal tri-helical domain ipr032147 ; ipr036910 ; ipr009071 ; ipr058607 ; ipr058606 domain ; homologous_superfamily 	True
Q96RK4	Other / unclassified	Other / unclassified	BBS4	BBS4_HUMAN	BBSome complex member BBS4 (Bardet-Biedl syndrome 4 protein)				q96rk4 bbs4 bbs4_human bbsome complex member bbs4 (bardet-biedl syndrome 4 protein)   	False
Q96RL6	Other / unclassified	Other / unclassified	SIGLEC11	SIG11_HUMAN	Sialic acid-binding Ig-like lectin 11 precursor; ; Sialic acid-binding Ig-like lectin 11 (Sialic acid-binding lectin 11) (Siglec-11)	Name: SIGLEC11; ORFNames: UNQ9222/PRO28718;			q96rl6 siglec11 sig11_human sialic acid-binding ig-like lectin 11 precursor; ; sialic acid-binding ig-like lectin 11 (sialic acid-binding lectin 11) (siglec-11) name: siglec11; orfnames: unq9222/pro28718;  	False
Q96RM1	Other / unclassified	Other / unclassified	SPRR2F	SPR2F_HUMAN	Small proline-rich protein 2F (SPR-2F)				q96rm1 sprr2f spr2f_human small proline-rich protein 2f (spr-2f)   	False
Q96RP3	Other / unclassified	Other / unclassified	UCN2	UCN2_HUMAN	Urocortin-2 (Stresscopin-related peptide) (Urocortin II) (Ucn II) (Urocortin-related peptide)				q96rp3 ucn2 ucn2_human urocortin-2 (stresscopin-related peptide) (urocortin ii) (ucn ii) (urocortin-related peptide)   	False
Q96RS6	Other / unclassified	Other / unclassified	NUDCD1	NUDC1_HUMAN	NudC domain-containing protein 1; ; NudC domain-containing protein 1 (Chronic myelogenous leukemia tumor antigen 66) (Tumor antigen CML66)	Name: NUDCD1; Synonyms: CML66;			q96rs6 nudcd1 nudc1_human nudc domain-containing protein 1; ; nudc domain-containing protein 1 (chronic myelogenous leukemia tumor antigen 66) (tumor antigen cml66) name: nudcd1; synonyms: cml66;  	False
Q96RT7	Other / unclassified	Other / unclassified	TUBGCP6	GCP6_HUMAN	Gamma-tubulin complex component 6; ; Gamma-tubulin complex component 6 (GCP-6)	Name: TUBGCP6; Synonyms: GCP6, KIAA1669;			q96rt7 tubgcp6 gcp6_human gamma-tubulin complex component 6; ; gamma-tubulin complex component 6 (gcp-6) name: tubgcp6; synonyms: gcp6, kiaa1669;  	False
Q96RT8	Other / unclassified	Other / unclassified	TUBGCP5	GCP5_HUMAN	Gamma-tubulin complex component 5 (GCP-5)		Gamma-tubulin complex component 5, N-terminal extension ; Gamma tubulin complex component protein, N-terminal ; Gamma tubulin complex component, C-terminal ; Gamma tubulin complex component, C-terminal domain superfamily IPR059169 ; IPR041470 ; IPR040457 ; IPR042241 domain ; homologous_superfamily		q96rt8 tubgcp5 gcp5_human gamma-tubulin complex component 5 (gcp-5)  gamma-tubulin complex component 5, n-terminal extension ; gamma tubulin complex component protein, n-terminal ; gamma tubulin complex component, c-terminal ; gamma tubulin complex component, c-terminal domain superfamily ipr059169 ; ipr041470 ; ipr040457 ; ipr042241 domain ; homologous_superfamily 	True
Q96RU3	Other / unclassified	Other / unclassified	FNBP1	FNBP1_HUMAN	Formin-binding protein 1; ; Formin-binding protein 1 (Formin-binding protein 17) (hFBP17)	Name: FNBP1; Synonyms: FBP17, KIAA0554;			q96ru3 fnbp1 fnbp1_human formin-binding protein 1; ; formin-binding protein 1 (formin-binding protein 17) (hfbp17) name: fnbp1; synonyms: fbp17, kiaa0554;  	False
Q96RV3	Other / unclassified	Other / unclassified	PCNX1	PCX1_HUMAN	Pecanex-like protein 1; ; Pecanex-like protein 1 (Pecanex homolog protein 1)	Name: PCNX1; Synonyms: KIAA0805, KIAA0995, PCNX, PCNXL1;			q96rv3 pcnx1 pcx1_human pecanex-like protein 1; ; pecanex-like protein 1 (pecanex homolog protein 1) name: pcnx1; synonyms: kiaa0805, kiaa0995, pcnx, pcnxl1;  	False
Q96RW7	Other / unclassified	Other / unclassified	HMCN1	HMCN1_HUMAN	Hemicentin-1 precursor; ; Hemicentin-1 (Fibulin-6) (FIBL-6)	Name: HMCN1; Synonyms: FIBL6;			q96rw7 hmcn1 hmcn1_human hemicentin-1 precursor; ; hemicentin-1 (fibulin-6) (fibl-6) name: hmcn1; synonyms: fibl6;  	False
Q96S07	Other / unclassified	Other / unclassified	PRR25	PRR25_HUMAN	Proline-rich protein 25;	Name: PRR25; ORFNames: gs64;			q96s07 prr25 prr25_human proline-rich protein 25; name: prr25; orfnames: gs64;  	False
Q96S42	Other / unclassified	Other / unclassified	NODAL	NODAL_HUMAN	Nodal homolog				q96s42 nodal nodal_human nodal homolog   	False
Q96S52	Other / unclassified	Other / unclassified	PIGS	PIGS_HUMAN	GPI transamidase component PIG-S; ; GPI-anchor transamidase component PIGS (Phosphatidylinositol-glycan biosynthesis class S protein)	Name: PIGS; ORFNames: UNQ1873/PRO4316;			q96s52 pigs pigs_human gpi transamidase component pig-s; ; gpi-anchor transamidase component pigs (phosphatidylinositol-glycan biosynthesis class s protein) name: pigs; orfnames: unq1873/pro4316;  	False
Q96S86	Other / unclassified	Other / unclassified	HAPLN3	HPLN3_HUMAN	Hyaluronan and proteoglycan link protein 3				q96s86 hapln3 hpln3_human hyaluronan and proteoglycan link protein 3   	False
Q96S94	Other / unclassified	Other / unclassified	CCNL2	CCNL2_HUMAN	Cyclin-L2; ; Cyclin-L2 (Paneth cell-enhanced expression protein)	Name: CCNL2; ORFNames: SB138;			q96s94 ccnl2 ccnl2_human cyclin-l2; ; cyclin-l2 (paneth cell-enhanced expression protein) name: ccnl2; orfnames: sb138;  	False
Q96S97	Other / unclassified	Other / unclassified	MYADM	MYADM_HUMAN	Myeloid-associated differentiation marker; ; Myeloid-associated differentiation marker (Protein SB135)	Name: MYADM; ORFNames: UNQ553/PRO1110;			q96s97 myadm myadm_human myeloid-associated differentiation marker; ; myeloid-associated differentiation marker (protein sb135) name: myadm; orfnames: unq553/pro1110;  	False
Q96SA4	Other / unclassified	Other / unclassified	SERINC2	SERC2_HUMAN	Serine incorporator 2; ; Serine incorporator 2 (Tumor differentially expressed protein 2-like)	Name: SERINC2; Synonyms: TDE2L; ORFNames: FKSG84, UNQ263/PRO300;			q96sa4 serinc2 serc2_human serine incorporator 2; ; serine incorporator 2 (tumor differentially expressed protein 2-like) name: serinc2; synonyms: tde2l; orfnames: fksg84, unq263/pro300;  	False
Q96SD1	Other / unclassified	Other / unclassified	DCLRE1C	DCR1C_HUMAN	Protein artemis; ; Protein artemis (EC 3.1.-.-) (DNA cross-link repair 1C protein) (Protein A-SCID) (SNM1 homolog C) (hSNM1C) (SNM1-like protein)	Name: DCLRE1C; Synonyms: ARTEMIS; ASCID, SCIDA, SNM1C;			q96sd1 dclre1c dcr1c_human protein artemis; ; protein artemis (ec 3.1.-.-) (dna cross-link repair 1c protein) (protein a-scid) (snm1 homolog c) (hsnm1c) (snm1-like protein) name: dclre1c; synonyms: artemis; ascid, scida, snm1c;  	False
Q96SE0	Other / unclassified	Other / unclassified	ABHD1	ABHD1_HUMAN	Protein ABHD1 (EC 3.1.1.-) (Alpha/beta hydrolase domain-containing protein 1) (Abhydrolase domain-containing protein 1) (Lung alpha/beta hydrolase 1)				q96se0 abhd1 abhd1_human protein abhd1 (ec 3.1.1.-) (alpha/beta hydrolase domain-containing protein 1) (abhydrolase domain-containing protein 1) (lung alpha/beta hydrolase 1)   	False
Q96SJ8	Other / unclassified	Other / unclassified	TSPAN18	TSN18_HUMAN	Tetraspanin-18 (Tspan-18)				q96sj8 tspan18 tsn18_human tetraspanin-18 (tspan-18)   	False
Q96SL1	Other / unclassified	Other / unclassified	SLC49A4	DIRC2_HUMAN	Solute carrier family 49 member 4; ; Solute carrier family 49 member 4 (Disrupted in renal cancer protein 2) (Disrupted in renal carcinoma protein 2)	Name: SLC49A4; Synonyms: DIRC2;			q96sl1 slc49a4 dirc2_human solute carrier family 49 member 4; ; solute carrier family 49 member 4 (disrupted in renal cancer protein 2) (disrupted in renal carcinoma protein 2) name: slc49a4; synonyms: dirc2;  	False
Q96SM3	Other / unclassified	Other / unclassified	CPXM1	CPXM1_HUMAN	Probable carboxypeptidase X1 precursor; ; Probable carboxypeptidase X1 (EC 3.4.17.-) (Metallocarboxypeptidase CPX-1)	Name: CPXM1; Synonyms: CPX1, CPXM; ORFNames: UNQ3015/PRO9782;			q96sm3 cpxm1 cpxm1_human probable carboxypeptidase x1 precursor; ; probable carboxypeptidase x1 (ec 3.4.17.-) (metallocarboxypeptidase cpx-1) name: cpxm1; synonyms: cpx1, cpxm; orfnames: unq3015/pro9782;  	False
Q96SQ9	Other / unclassified	Other / unclassified	CYP2S1	CP2S1_HUMAN	Cytochrome P450 2S1 (EC 1.14.14.-) (CYPIIS1) (Hydroperoxy icosatetraenoate dehydratase) (EC 4.2.1.152) (Thromboxane-A synthase) (EC 5.3.99.5)				q96sq9 cyp2s1 cp2s1_human cytochrome p450 2s1 (ec 1.14.14.-) (cypiis1) (hydroperoxy icosatetraenoate dehydratase) (ec 4.2.1.152) (thromboxane-a synthase) (ec 5.3.99.5)   	False
Q96SU4	Other / unclassified	Other / unclassified	OSBPL9	OSBL9_HUMAN	Oxysterol-binding protein-related protein 9; ; Oxysterol-binding protein-related protein 9 (ORP-9) (OSBP-related protein 9)	Name: OSBPL9; Synonyms: ORP9, OSBP4;			q96su4 osbpl9 osbl9_human oxysterol-binding protein-related protein 9; ; oxysterol-binding protein-related protein 9 (orp-9) (osbp-related protein 9) name: osbpl9; synonyms: orp9, osbp4;  	False
Q96T17	Other / unclassified	Other / unclassified	MAP7D2	MA7D2_HUMAN	MAP7 domain-containing protein 2; ; MAP7 domain-containing protein 2	Name: MAP7D2;			q96t17 map7d2 ma7d2_human map7 domain-containing protein 2; ; map7 domain-containing protein 2 name: map7d2;  	True
Q96T59	Other / unclassified	Other / unclassified	CDRT15	CDRTF_HUMAN	CMT1A duplicated region transcript 15 protein				q96t59 cdrt15 cdrtf_human cmt1a duplicated region transcript 15 protein   	False
Q96T76	Other / unclassified	Other / unclassified	MMS19	MMS19_HUMAN	MMS19 nucleotide excision repair protein homolog; ; MMS19 nucleotide excision repair protein homolog (hMMS19) (MET18 homolog) (MMS19-like protein)	Name: MMS19; Synonyms: MMS19L;			q96t76 mms19 mms19_human mms19 nucleotide excision repair protein homolog; ; mms19 nucleotide excision repair protein homolog (hmms19) (met18 homolog) (mms19-like protein) name: mms19; synonyms: mms19l;  	False
Q99217	Other / unclassified	Other / unclassified	AMELX	AMELX_HUMAN	Amelogenin, X isoform				q99217 amelx amelx_human amelogenin, x isoform   	False
Q99218	Other / unclassified	Other / unclassified	AMELY	AMELY_HUMAN	Amelogenin, Y isoform				q99218 amely amely_human amelogenin, y isoform   	False
Q99259	Other / unclassified	Other / unclassified	GAD1	DCE1_HUMAN	Glutamate decarboxylase 1; ; Glutamate decarboxylase 1 (EC 4.1.1.15) (67 kDa glutamic acid decarboxylase) (GAD-67) (Glutamate decarboxylase 67 kDa isoform)	Name: GAD1; Synonyms: GAD, GAD67;			q99259 gad1 dce1_human glutamate decarboxylase 1; ; glutamate decarboxylase 1 (ec 4.1.1.15) (67 kda glutamic acid decarboxylase) (gad-67) (glutamate decarboxylase 67 kda isoform) name: gad1; synonyms: gad, gad67;  	False
Q99417	Other / unclassified	Other / unclassified	MYCBP	MYCBP_HUMAN	c-Myc-binding protein (Associate of Myc 1) (AMY-1)				q99417 mycbp mycbp_human c-myc-binding protein (associate of myc 1) (amy-1)   	False
Q99442	Other / unclassified	Other / unclassified	SEC62	SEC62_HUMAN	Translocation protein SEC62; ; Translocation protein SEC62 (Translocation protein 1) (TP-1) (hTP-1)	Name: SEC62; Synonyms: TLOC1;			q99442 sec62 sec62_human translocation protein sec62; ; translocation protein sec62 (translocation protein 1) (tp-1) (htp-1) name: sec62; synonyms: tloc1;  	False
Q99445	Other / unclassified	Other / unclassified	GML	GML_HUMAN	Glycosyl-phosphatidylinositol-anchored molecule-like protein				q99445 gml gml_human glycosyl-phosphatidylinositol-anchored molecule-like protein   	False
Q99469	Other / unclassified	Other / unclassified	STAC	STAC_HUMAN	SH3 and cysteine-rich domain-containing protein (Src homology 3 and cysteine-rich domain-containing protein)				q99469 stac stac_human sh3 and cysteine-rich domain-containing protein (src homology 3 and cysteine-rich domain-containing protein)   	False
Q99470	Other / unclassified	Other / unclassified	SDF2	SDF2_HUMAN	Stromal cell-derived factor 2 (SDF-2)				q99470 sdf2 sdf2_human stromal cell-derived factor 2 (sdf-2)   	False
Q99471	Other / unclassified	Other / unclassified	PFDN5	PFD5_HUMAN	Prefoldin subunit 5; ; Prefoldin subunit 5 (Myc modulator 1) (c-Myc-binding protein Mm-1)	Name: PFDN5; Synonyms: MM1, PFD5;			q99471 pfdn5 pfd5_human prefoldin subunit 5; ; prefoldin subunit 5 (myc modulator 1) (c-myc-binding protein mm-1) name: pfdn5; synonyms: mm1, pfd5;  	False
Q99541	Other / unclassified	Other / unclassified	PLIN2	PLIN2_HUMAN	Perilipin-2; ; Perilipin-2 (Adipophilin) (Adipose differentiation-related protein) (ADRP)	Name: PLIN2; Synonyms: ADFP;			q99541 plin2 plin2_human perilipin-2; ; perilipin-2 (adipophilin) (adipose differentiation-related protein) (adrp) name: plin2; synonyms: adfp;  	False
Q99543	Other / unclassified	Other / unclassified	DNAJC2	DNJC2_HUMAN	DnaJ homolog subfamily C member 2; ; DnaJ homolog subfamily C member 2 (M-phase phosphoprotein 11) (Zuotin-related factor 1) [Cleaved into: DnaJ homolog subfamily C member 2, N-terminally processed]	Name: DNAJC2; Synonyms: MPHOSPH11, MPP11, ZRF1;			q99543 dnajc2 dnjc2_human dnaj homolog subfamily c member 2; ; dnaj homolog subfamily c member 2 (m-phase phosphoprotein 11) (zuotin-related factor 1) [cleaved into: dnaj homolog subfamily c member 2, n-terminally processed] name: dnajc2; synonyms: mphosph11, mpp11, zrf1;  	False
Q99549	Other / unclassified	Other / unclassified	MPHOSPH8	MPP8_HUMAN	M-phase phosphoprotein 8; ; M-phase phosphoprotein 8 (Two hybrid-associated protein 3 with RanBPM) (Twa3)	Name: MPHOSPH8; Synonyms: MPP8;			q99549 mphosph8 mpp8_human m-phase phosphoprotein 8; ; m-phase phosphoprotein 8 (two hybrid-associated protein 3 with ranbpm) (twa3) name: mphosph8; synonyms: mpp8;  	False
Q99550	Other / unclassified	Other / unclassified	MPHOSPH9	MPP9_HUMAN	M-phase phosphoprotein 9; ; M-phase phosphoprotein 9	Name: MPHOSPH9; Synonyms: MPP9;			q99550 mphosph9 mpp9_human m-phase phosphoprotein 9; ; m-phase phosphoprotein 9 name: mphosph9; synonyms: mpp9;  	False
Q99574	Other / unclassified	Other / unclassified	SERPINI1	NEUS_HUMAN	Neuroserpin precursor; ; Neuroserpin (Peptidase inhibitor 12) (PI-12) (Serpin I1)	Name: SERPINI1; Synonyms: PI12;			q99574 serpini1 neus_human neuroserpin precursor; ; neuroserpin (peptidase inhibitor 12) (pi-12) (serpin i1) name: serpini1; synonyms: pi12;  	False
Q99576	Other / unclassified	Other / unclassified	TSC22D3	T22D3_HUMAN	TSC22 domain family protein 3; ; TSC22 domain family protein 3 (DSIP-immunoreactive peptide) (Protein DIP) (hDIP) (Delta sleep-inducing peptide immunoreactor) (Glucocorticoid-induced leucine zipper protein) (GILZ) (TSC-22-like protein) (TSC-22-related protein) (TSC-22R)	Name: TSC22D3; Synonyms: DSIPI; GILZ;			q99576 tsc22d3 t22d3_human tsc22 domain family protein 3; ; tsc22 domain family protein 3 (dsip-immunoreactive peptide) (protein dip) (hdip) (delta sleep-inducing peptide immunoreactor) (glucocorticoid-induced leucine zipper protein) (gilz) (tsc-22-like protein) (tsc-22-related protein) (tsc-22r) name: tsc22d3; synonyms: dsipi; gilz;  	False
Q99578	Other / unclassified	Other / unclassified	RIT2	RIT2_HUMAN	GTP-binding protein Rit2 (EC 3.6.5.2) (Ras-like protein expressed in neurons) (Ras-like without CAAX protein 2)				q99578 rit2 rit2_human gtp-binding protein rit2 (ec 3.6.5.2) (ras-like protein expressed in neurons) (ras-like without caax protein 2)   	False
Q99584	Other / unclassified	Other / unclassified	S100A13	S10AD_HUMAN	Protein S100-A13; ; Protein S100-A13 (S100 calcium-binding protein A13)	Name: S100A13;			q99584 s100a13 s10ad_human protein s100-a13; ; protein s100-a13 (s100 calcium-binding protein a13) name: s100a13;  	False
Q99598	Other / unclassified	Other / unclassified	TSNAX	TSNAX_HUMAN	Translin-associated protein X; ; Translin-associated protein X (Translin-associated factor X)	Name: TSNAX; Synonyms: TRAX;			q99598 tsnax tsnax_human translin-associated protein x; ; translin-associated protein x (translin-associated factor x) name: tsnax; synonyms: trax;  	False
Q99608	Other / unclassified	Other / unclassified	NDN	NECD_HUMAN	Necdin				q99608 ndn necd_human necdin   	False
Q99616	Other / unclassified	Other / unclassified	CCL13	CCL13_HUMAN	C-C motif chemokine 13 (CK-beta-10) (Monocyte chemoattractant protein 4) (Monocyte chemotactic protein 4) (MCP-4) (NCC-1) (Small-inducible cytokine A13) [Cleaved into: C-C motif chemokine 13, long chain; C-C motif chemokine 13, medium chain; C-C motif chemokine 13, short chain]				q99616 ccl13 ccl13_human c-c motif chemokine 13 (ck-beta-10) (monocyte chemoattractant protein 4) (monocyte chemotactic protein 4) (mcp-4) (ncc-1) (small-inducible cytokine a13) [cleaved into: c-c motif chemokine 13, long chain; c-c motif chemokine 13, medium chain; c-c motif chemokine 13, short chain]   	False
Q99619	Other / unclassified	Other / unclassified	SPSB2	SPSB2_HUMAN	SPRY domain-containing SOCS box protein 2 (SSB-2) (Gene-rich cluster protein C9)				q99619 spsb2 spsb2_human spry domain-containing socs box protein 2 (ssb-2) (gene-rich cluster protein c9)   	False
Q99627	Other / unclassified	Other / unclassified	COPS8	CSN8_HUMAN	COP9 signalosome complex subunit 8; ; COP9 signalosome complex subunit 8 (SGN8) (Signalosome subunit 8) (COP9 homolog) (hCOP9) (JAB1-containing signalosome subunit 8)	Name: COPS8; Synonyms: CSN8;			q99627 cops8 csn8_human cop9 signalosome complex subunit 8; ; cop9 signalosome complex subunit 8 (sgn8) (signalosome subunit 8) (cop9 homolog) (hcop9) (jab1-containing signalosome subunit 8) name: cops8; synonyms: csn8;  	False
Q99645	Other / unclassified	Other / unclassified	EPYC	EPYC_HUMAN	Epiphycan (Dermatan sulfate proteoglycan 3) (Proteoglycan-Lb) (PG-Lb) (Small chondroitin/dermatan sulfate proteoglycan)				q99645 epyc epyc_human epiphycan (dermatan sulfate proteoglycan 3) (proteoglycan-lb) (pg-lb) (small chondroitin/dermatan sulfate proteoglycan)   	False
Q99674	Other / unclassified	Other / unclassified	CGREF1	CGRE1_HUMAN	Cell growth regulator with EF hand domain protein 1 precursor; ; Cell growth regulator with EF hand domain protein 1 (Cell growth regulatory gene 11 protein) (Hydrophobestin)	Name: CGREF1; Synonyms: CGR11;			q99674 cgref1 cgre1_human cell growth regulator with ef hand domain protein 1 precursor; ; cell growth regulator with ef hand domain protein 1 (cell growth regulatory gene 11 protein) (hydrophobestin) name: cgref1; synonyms: cgr11;  	False
Q99675	Other / unclassified	Other / unclassified	CGRRF1	CGRF1_HUMAN	Cell growth regulator with RING finger domain protein 1 (Cell growth regulatory gene 19 protein) (RING finger protein 197)				q99675 cgrrf1 cgrf1_human cell growth regulator with ring finger domain protein 1 (cell growth regulatory gene 19 protein) (ring finger protein 197)   	False
Q99685	Other / unclassified	Other / unclassified	MGLL	MGLL_HUMAN	Monoglyceride lipase; ; Monoglyceride lipase (MGL) (EC 3.1.1.23) (HU-K5) (Lysophospholipase homolog) (Lysophospholipase-like) (Monoacylglycerol lipase) (MAGL)	Name: MGLL;			q99685 mgll mgll_human monoglyceride lipase; ; monoglyceride lipase (mgl) (ec 3.1.1.23) (hu-k5) (lysophospholipase homolog) (lysophospholipase-like) (monoacylglycerol lipase) (magl) name: mgll;  	False
Q99717	Other / unclassified	Other / unclassified	SMAD5	SMAD5_HUMAN	Mothers against decapentaplegic homolog 5; ; SMAD family member 5 (SMAD 5) (hSmad5) (JV5-1) (Mothers against decapentaplegic homolog 5) (MAD homolog 5) (Mothers against DPP homolog 5)	Name: SMAD5; Synonyms: MADH5;			q99717 smad5 smad5_human mothers against decapentaplegic homolog 5; ; smad family member 5 (smad 5) (hsmad5) (jv5-1) (mothers against decapentaplegic homolog 5) (mad homolog 5) (mothers against dpp homolog 5) name: smad5; synonyms: madh5;  	False
Q99727	Other / unclassified	Other / unclassified	TIMP4	TIMP4_HUMAN	Metalloproteinase inhibitor 4 (Tissue inhibitor of metalloproteinases 4) (TIMP-4)				q99727 timp4 timp4_human metalloproteinase inhibitor 4 (tissue inhibitor of metalloproteinases 4) (timp-4)   	False
Q99731	Other / unclassified	Other / unclassified	CCL19	CCL19_HUMAN	C-C motif chemokine 19 (Beta-chemokine exodus-3) (CK beta-11) (Epstein-Barr virus-induced molecule 1 ligand chemokine) (EBI1 ligand chemokine) (ELC) (Macrophage inflammatory protein 3 beta) (MIP-3-beta) (Small-inducible cytokine A19)				q99731 ccl19 ccl19_human c-c motif chemokine 19 (beta-chemokine exodus-3) (ck beta-11) (epstein-barr virus-induced molecule 1 ligand chemokine) (ebi1 ligand chemokine) (elc) (macrophage inflammatory protein 3 beta) (mip-3-beta) (small-inducible cytokine a19)   	False
Q99741	Other / unclassified	Other / unclassified	CDC6	CDC6_HUMAN	Cell division control protein 6 homolog; ; Cell division control protein 6 homolog (CDC6-related protein) (Cdc18-related protein) (HsCdc18) (p62(cdc6)) (HsCDC6)	Name: CDC6; Synonyms: CDC18L;			q99741 cdc6 cdc6_human cell division control protein 6 homolog; ; cell division control protein 6 homolog (cdc6-related protein) (cdc18-related protein) (hscdc18) (p62(cdc6)) (hscdc6) name: cdc6; synonyms: cdc18l;  	True
Q99747	Other / unclassified	Other / unclassified	NAPG	SNAG_HUMAN	Gamma-soluble NSF attachment protein; ; Gamma-soluble NSF attachment protein (SNAP-gamma) (N-ethylmaleimide-sensitive factor attachment protein gamma)	Name: NAPG; Synonyms: SNAPG;			q99747 napg snag_human gamma-soluble nsf attachment protein; ; gamma-soluble nsf attachment protein (snap-gamma) (n-ethylmaleimide-sensitive factor attachment protein gamma) name: napg; synonyms: snapg;  	True
Q99748	Other / unclassified	Other / unclassified	NRTN	NRTN_HUMAN	Neurturin				q99748 nrtn nrtn_human neurturin   	False
Q99784	Other / unclassified	Other / unclassified	OLFM1	NOE1_HUMAN	Noelin precursor; ; Noelin (Neuronal olfactomedin-related ER localized protein) (Olfactomedin-1)	Name: OLFM1; Synonyms: NOE1, NOEL1;			q99784 olfm1 noe1_human noelin precursor; ; noelin (neuronal olfactomedin-related er localized protein) (olfactomedin-1) name: olfm1; synonyms: noe1, noel1;  	False
Q99819	Other / unclassified	Other / unclassified	ARHGDIG	GDIR3_HUMAN	Rho GDP-dissociation inhibitor 3 (Rho GDI 3) (Rho-GDI gamma)				q99819 arhgdig gdir3_human rho gdp-dissociation inhibitor 3 (rho gdi 3) (rho-gdi gamma)   	False
