canonical_UniProtAC	functional_class_broad	functional_class_subclass	substrate_genename	UniProtID	protein_name	genename	interpro_annotation_text	interpro_domain_classes	annotation_text	is_arg_methyl_protein
Q9NQ38	Signaling / enzymes	Other / unclassified	SPINK5	ISK5_HUMAN	Serine protease inhibitor Kazal-type 5 (Lympho-epithelial Kazal-type-related inhibitor) (LEKTI) [Cleaved into: Hemofiltrate peptide HF6478; Hemofiltrate peptide HF7665]				q9nq38 spink5 isk5_human serine protease inhibitor kazal-type 5 (lympho-epithelial kazal-type-related inhibitor) (lekti) [cleaved into: hemofiltrate peptide hf6478; hemofiltrate peptide hf7665]   	False
Q9NQ55	Other / unclassified	Other / unclassified	PPAN	SSF1_HUMAN	Suppressor of SWI4 1 homolog; ; Suppressor of SWI4 1 homolog (Ssf-1) (Brix domain-containing protein 3) (Peter Pan homolog)	Name: PPAN; Synonyms: BXDC3, SSF1;	Brix domain IPR007109 domain		q9nq55 ppan ssf1_human suppressor of swi4 1 homolog; ; suppressor of swi4 1 homolog (ssf-1) (brix domain-containing protein 3) (peter pan homolog) name: ppan; synonyms: bxdc3, ssf1; brix domain ipr007109 domain 	True
Q9NQ60	Other / unclassified	Other / unclassified	EQTN	EQTN_HUMAN	Equatorin (Acrosome formation-associated factor)				q9nq60 eqtn eqtn_human equatorin (acrosome formation-associated factor)   	False
Q9NQ66	Signaling / enzymes	Other / unclassified	PLCB1	PLCB1_HUMAN	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1; ; 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1 (EC 3.1.4.11) (PLC-154) (Phosphoinositide phospholipase C-beta-1) (Phospholipase C-I) (PLC-I) (Phospholipase C-beta-1) (PLC-beta-1)	Name: PLCB1; Synonyms: KIAA0581;			q9nq66 plcb1 plcb1_human 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1; ; 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1 (ec 3.1.4.11) (plc-154) (phosphoinositide phospholipase c-beta-1) (phospholipase c-i) (plc-i) (phospholipase c-beta-1) (plc-beta-1) name: plcb1; synonyms: kiaa0581;  	False
Q9NQA3	Other / unclassified	Other / unclassified	WASH6P	WASH6_HUMAN	WAS protein family homolog 6; ; WAS protein family homolog 6 (Protein FAM39A)	Name: WASH6P; Synonyms: CXYorf1, FAM39A;			q9nqa3 wash6p wash6_human was protein family homolog 6; ; was protein family homolog 6 (protein fam39a) name: wash6p; synonyms: cxyorf1, fam39a;  	False
Q9NQC3	Other / unclassified	Other / unclassified	RTN4	RTN4_HUMAN	Reticulon-4; ; Reticulon-4 (Foocen) (Neurite outgrowth inhibitor) (Nogo protein) (Neuroendocrine-specific protein) (NSP) (Neuroendocrine-specific protein C homolog) (RTN-x) (Reticulon-5)	Name: RTN4; Synonyms: KIAA0886, NOGO; ORFNames: My043, SP1507;			q9nqc3 rtn4 rtn4_human reticulon-4; ; reticulon-4 (foocen) (neurite outgrowth inhibitor) (nogo protein) (neuroendocrine-specific protein) (nsp) (neuroendocrine-specific protein c homolog) (rtn-x) (reticulon-5) name: rtn4; synonyms: kiaa0886, nogo; orfnames: my043, sp1507;  	False
Q9NQC8	Other / unclassified	Other / unclassified	IFT46	IFT46_HUMAN	Intraflagellar transport protein 46 homolog				q9nqc8 ift46 ift46_human intraflagellar transport protein 46 homolog   	False
Q9NQE7	Signaling / enzymes	Other / unclassified	PRSS16	TSSP_HUMAN	Thymus-specific serine protease (EC 3.4.-.-) (Serine protease 16)				q9nqe7 prss16 tssp_human thymus-specific serine protease (ec 3.4.-.-) (serine protease 16)   	False
Q9NQF3	Other / unclassified	Other / unclassified	SERHL	SERHL_HUMAN	Serine hydrolase-like protein (SHL) (EC 3.1.-.-)				q9nqf3 serhl serhl_human serine hydrolase-like protein (shl) (ec 3.1.-.-)   	False
Q9NQG1	Other / unclassified	Other / unclassified	MANBAL	MANBL_HUMAN	Protein MANBAL				q9nqg1 manbal manbl_human protein manbal   	False
Q9NQG7	Other / unclassified	Other / unclassified	HPS4	HPS4_HUMAN	BLOC-3 complex member HPS4; ; BLOC-3 complex member HPS4 (Hermansky-Pudlak syndrome 4 protein) (Light-ear protein homolog)	Name: HPS4; Synonyms: KIAA1667;			q9nqg7 hps4 hps4_human bloc-3 complex member hps4; ; bloc-3 complex member hps4 (hermansky-pudlak syndrome 4 protein) (light-ear protein homolog) name: hps4; synonyms: kiaa1667;  	False
Q9NQL2	Other / unclassified	Other / unclassified	RRAGD	RRAGD_HUMAN	Ras-related GTP-binding protein D (Rag D) (RagD) (EC 3.6.5.-)				q9nql2 rragd rragd_human ras-related gtp-binding protein d (rag d) (ragd) (ec 3.6.5.-)   	False
Q9NQP4	Other / unclassified	Other / unclassified	PFDN4	PFD4_HUMAN	Prefoldin subunit 4; ; Prefoldin subunit 4 (Protein C-1)	Name: PFDN4; Synonyms: PFD4;			q9nqp4 pfdn4 pfd4_human prefoldin subunit 4; ; prefoldin subunit 4 (protein c-1) name: pfdn4; synonyms: pfd4;  	False
Q9NQS1	Other / unclassified	Other / unclassified	AVEN	AVEN_HUMAN	Cell death regulator Aven; ; Cell death regulator Aven	Name: AVEN;			q9nqs1 aven aven_human cell death regulator aven; ; cell death regulator aven name: aven;  	True
Q9NQS7	Other / unclassified	Other / unclassified	INCENP	INCE_HUMAN	Inner centromere protein; ; Inner centromere protein	Name: INCENP;	Chromosome passenger complex (CPC) protein INCENP N-terminal ; Inner centromere protein, ARK-binding domain IPR022006 ; IPR005635 domain		q9nqs7 incenp ince_human inner centromere protein; ; inner centromere protein name: incenp; chromosome passenger complex (cpc) protein incenp n-terminal ; inner centromere protein, ark-binding domain ipr022006 ; ipr005635 domain 	True
Q9NQT6	Other / unclassified	Other / unclassified	FSCN3	FSCN3_HUMAN	Fascin-3 (Testis fascin)				q9nqt6 fscn3 fscn3_human fascin-3 (testis fascin)   	False
Q9NQW1	Other / unclassified	Other / unclassified	SEC31B	SC31B_HUMAN	Protein transport protein Sec31B; ; Protein transport protein Sec31B (SEC31-like protein 2) (SEC31-related protein B) (SEC31B-1)	Name: SEC31B; Synonyms: SEC31L2;			q9nqw1 sec31b sc31b_human protein transport protein sec31b; ; protein transport protein sec31b (sec31-like protein 2) (sec31-related protein b) (sec31b-1) name: sec31b; synonyms: sec31l2;  	False
Q9NQW6	Other / unclassified	Other / unclassified	ANLN	ANLN_HUMAN	Anillin; ; Anillin	Name: ANLN;			q9nqw6 anln anln_human anillin; ; anillin name: anln;  	False
Q9NQX5	Other / unclassified	Other / unclassified	NPDC1	NPDC1_HUMAN	Neural proliferation differentiation and control protein 1 precursor; ; Neural proliferation differentiation and control protein 1 (NPDC-1)	Name: NPDC1;			q9nqx5 npdc1 npdc1_human neural proliferation differentiation and control protein 1 precursor; ; neural proliferation differentiation and control protein 1 (npdc-1) name: npdc1;  	False
Q9NQY0	Other / unclassified	Other / unclassified	BIN3	BIN3_HUMAN	Bridging integrator 3				q9nqy0 bin3 bin3_human bridging integrator 3   	False
Q9NQZ2	Other / unclassified	Other / unclassified	UTP3	SAS10_HUMAN	Something about silencing protein 10; ; Something about silencing protein 10 (Charged amino acid-rich leucine zipper 1) (CRL1) (Disrupter of silencing SAS10) (UTP3 homolog)	Name: UTP3; Synonyms: CRLZ1, SAS10;			q9nqz2 utp3 sas10_human something about silencing protein 10; ; something about silencing protein 10 (charged amino acid-rich leucine zipper 1) (crl1) (disrupter of silencing sas10) (utp3 homolog) name: utp3; synonyms: crlz1, sas10;  	False
Q9NQZ3	Other / unclassified	Other / unclassified	DAZ1	DAZ1_HUMAN	Deleted in azoospermia protein 1				q9nqz3 daz1 daz1_human deleted in azoospermia protein 1   	False
Q9NQZ6	Other / unclassified	Other / unclassified	ZC4H2	ZC4H2_HUMAN	Zinc finger C4H2 domain-containing protein (Hepatocellular carcinoma-associated antigen 127)				q9nqz6 zc4h2 zc4h2_human zinc finger c4h2 domain-containing protein (hepatocellular carcinoma-associated antigen 127)   	False
Q9NR23	Other / unclassified	Other / unclassified	GDF3	GDF3_HUMAN	Growth/differentiation factor 3 (GDF-3)				q9nr23 gdf3 gdf3_human growth/differentiation factor 3 (gdf-3)   	False
Q9NR34	Other / unclassified	Other / unclassified	MAN1C1	MA1C1_HUMAN	Mannosyl-oligosaccharide 1,2-alpha-mannosidase IC; ; Mannosyl-oligosaccharide 1,2-alpha-mannosidase IC (EC 3.2.1.113) (HMIC) (Mannosidase alpha class 1C member 1) (Processing alpha-1,2-mannosidase IC) (Alpha-1,2-mannosidase IC)	Name: MAN1C1; Synonyms: MAN1A3, MAN1C;			q9nr34 man1c1 ma1c1_human mannosyl-oligosaccharide 1,2-alpha-mannosidase ic; ; mannosyl-oligosaccharide 1,2-alpha-mannosidase ic (ec 3.2.1.113) (hmic) (mannosidase alpha class 1c member 1) (processing alpha-1,2-mannosidase ic) (alpha-1,2-mannosidase ic) name: man1c1; synonyms: man1a3, man1c;  	False
Q9NR61	Other / unclassified	Other / unclassified	DLL4	DLL4_HUMAN	Delta-like protein 4 (Drosophila Delta homolog 4) (Delta4)				q9nr61 dll4 dll4_human delta-like protein 4 (drosophila delta homolog 4) (delta4)   	False
Q9NR63	Other / unclassified	Other / unclassified	CYP26B1	CP26B_HUMAN	Cytochrome P450 26B1 (EC 1.14.13.-) (Cytochrome P450 26A2) (Cytochrome P450 retinoic acid-inactivating 2) (Cytochrome P450RAI-2) (Retinoic acid-metabolizing cytochrome)				q9nr63 cyp26b1 cp26b_human cytochrome p450 26b1 (ec 1.14.13.-) (cytochrome p450 26a2) (cytochrome p450 retinoic acid-inactivating 2) (cytochrome p450rai-2) (retinoic acid-metabolizing cytochrome)   	False
Q9NR64	Other / unclassified	Other / unclassified	KLHL1	KLHL1_HUMAN	Kelch-like protein 1; ; Kelch-like protein 1	Name: KLHL1; Synonyms: KIAA1490;			q9nr64 klhl1 klhl1_human kelch-like protein 1; ; kelch-like protein 1 name: klhl1; synonyms: kiaa1490;  	False
Q9NR80	Other / unclassified	Other / unclassified	ARHGEF4	ARHG4_HUMAN	Rho guanine nucleotide exchange factor 4; ; Rho guanine nucleotide exchange factor 4 (APC-stimulated guanine nucleotide exchange factor 1) (Asef) (Asef1)	Name: ARHGEF4; Synonyms: KIAA1112;			q9nr80 arhgef4 arhg4_human rho guanine nucleotide exchange factor 4; ; rho guanine nucleotide exchange factor 4 (apc-stimulated guanine nucleotide exchange factor 1) (asef) (asef1) name: arhgef4; synonyms: kiaa1112;  	False
Q9NR81	Other / unclassified	Other / unclassified	ARHGEF3	ARHG3_HUMAN	Rho guanine nucleotide exchange factor 3; ; Rho guanine nucleotide exchange factor 3 (Exchange factor found in platelets and leukemic and neuronal tissues) (XPLN)	Name: ARHGEF3;			q9nr81 arhgef3 arhg3_human rho guanine nucleotide exchange factor 3; ; rho guanine nucleotide exchange factor 3 (exchange factor found in platelets and leukemic and neuronal tissues) (xpln) name: arhgef3;  	False
Q9NR83	Other / unclassified	Other / unclassified	SLC2A4RG	S2A4R_HUMAN	SLC2A4 regulator; ; SLC2A4 regulator (GLUT4 enhancer factor) (GEF) (Huntington disease gene regulatory region-binding protein 1) (HDBP-1)	Name: SLC2A4RG; Synonyms: HDBP1;			q9nr83 slc2a4rg s2a4r_human slc2a4 regulator; ; slc2a4 regulator (glut4 enhancer factor) (gef) (huntington disease gene regulatory region-binding protein 1) (hdbp-1) name: slc2a4rg; synonyms: hdbp1;  	False
Q9NR90	Other / unclassified	Other / unclassified	DAZ3	DAZ3_HUMAN	Deleted in azoospermia protein 3				q9nr90 daz3 daz3_human deleted in azoospermia protein 3   	False
Q9NRC9	Other / unclassified	Other / unclassified	OTOR	OTOR_HUMAN	Otoraplin (Fibrocyte-derived protein) (Melanoma inhibitory activity-like protein)				q9nrc9 otor otor_human otoraplin (fibrocyte-derived protein) (melanoma inhibitory activity-like protein)   	False
Q9NRD0	Other / unclassified	Other / unclassified	FBXO8	FBX8_HUMAN	F-box only protein 8 (F-box/SEC7 protein FBS)				q9nrd0 fbxo8 fbx8_human f-box only protein 8 (f-box/sec7 protein fbs)   	False
Q9NRD1	Other / unclassified	Other / unclassified	FBXO6	FBX6_HUMAN	F-box only protein 6; ; F-box only protein 6 (F-box protein that recognizes sugar chains 2) (F-box/G-domain protein 2)	Name: FBXO6; Synonyms: FBG2, FBS2, FBX6;			q9nrd1 fbxo6 fbx6_human f-box only protein 6; ; f-box only protein 6 (f-box protein that recognizes sugar chains 2) (f-box/g-domain protein 2) name: fbxo6; synonyms: fbg2, fbs2, fbx6;  	False
Q9NRG0	Chromatin / transcription	Other / unclassified	CHRAC1	CHRC1_HUMAN	Chromatin accessibility complex protein 1; ; Chromatin accessibility complex protein 1 (CHRAC-1) (Chromatin accessibility complex 15 kDa protein) (CHRAC-15) (HuCHRAC15) (DNA polymerase epsilon subunit p15)	Name: CHRAC1; Synonyms: CHRAC15;			q9nrg0 chrac1 chrc1_human chromatin accessibility complex protein 1; ; chromatin accessibility complex protein 1 (chrac-1) (chromatin accessibility complex 15 kda protein) (chrac-15) (huchrac15) (dna polymerase epsilon subunit p15) name: chrac1; synonyms: chrac15;  	False
Q9NRG9	Other / unclassified	Other / unclassified	AAAS	AAAS_HUMAN	Aladin; ; Aladin (Adracalin)	Name: AAAS; Synonyms: ADRACALA; ORFNames: GL003;			q9nrg9 aaas aaas_human aladin; ; aladin (adracalin) name: aaas; synonyms: adracala; orfnames: gl003;  	False
Q9NRH1	Other / unclassified	Other / unclassified	YAE1	YAE1_HUMAN	Protein YAE1 homolog (Yae1 domain-containing protein 1)				q9nrh1 yae1 yae1_human protein yae1 homolog (yae1 domain-containing protein 1)   	False
Q9NRH3	Other / unclassified	Other / unclassified	TUBG2	TBG2_HUMAN	Tubulin gamma-2 chain (Gamma-2-tubulin)				q9nrh3 tubg2 tbg2_human tubulin gamma-2 chain (gamma-2-tubulin)   	False
Q9NRI5	Other / unclassified	Other / unclassified	DISC1	DISC1_HUMAN	Disrupted in schizophrenia 1 protein; ; Disrupted in schizophrenia 1 protein	Name: DISC1; Synonyms: KIAA0457;	DISC1, C-terminal domain IPR060137 domain		q9nri5 disc1 disc1_human disrupted in schizophrenia 1 protein; ; disrupted in schizophrenia 1 protein name: disc1; synonyms: kiaa0457; disc1, c-terminal domain ipr060137 domain 	True
Q9NRJ3	Other / unclassified	Other / unclassified	CCL28	CCL28_HUMAN	C-C motif chemokine 28 (Mucosae-associated epithelial chemokine) (MEC) (Protein CCK1) (Small-inducible cytokine A28)				q9nrj3 ccl28 ccl28_human c-c motif chemokine 28 (mucosae-associated epithelial chemokine) (mec) (protein cck1) (small-inducible cytokine a28)   	False
Q9NRM1	Other / unclassified	Other / unclassified	ENAM	ENAM_HUMAN	Enamelin precursor; ; Enamelin	Name: ENAM;			q9nrm1 enam enam_human enamelin precursor; ; enamelin name: enam;  	False
Q9NRN5	Other / unclassified	Other / unclassified	OLFML3	OLFL3_HUMAN	Olfactomedin-like protein 3 precursor; ; Olfactomedin-like protein 3 (HNOEL-iso) (hOLF44)	Name: OLFML3; ORFNames: PSEC0035, PSEC0173, PSEC0244, UNQ663/PRO1294;			q9nrn5 olfml3 olfl3_human olfactomedin-like protein 3 precursor; ; olfactomedin-like protein 3 (hnoel-iso) (holf44) name: olfml3; orfnames: psec0035, psec0173, psec0244, unq663/pro1294;  	False
Q9NRQ2	Other / unclassified	Other / unclassified	PLSCR4	PLS4_HUMAN	Phospholipid scramblase 4 (PL scramblase 4) (Ca(2+)-dependent phospholipid scramblase 4) (Cell growth-inhibiting gene 43 protein) (TRA1)				q9nrq2 plscr4 pls4_human phospholipid scramblase 4 (pl scramblase 4) (ca(2+)-dependent phospholipid scramblase 4) (cell growth-inhibiting gene 43 protein) (tra1)   	False
Q9NRR3	Other / unclassified	Other / unclassified	CDC42SE2	C42S2_HUMAN	CDC42 small effector protein 2; ; CDC42 small effector protein 2 (Small effector of CDC42 protein 2)	Name: CDC42SE2; Synonyms: SPEC2;			q9nrr3 cdc42se2 c42s2_human cdc42 small effector protein 2; ; cdc42 small effector protein 2 (small effector of cdc42 protein 2) name: cdc42se2; synonyms: spec2;  	False
Q9NRR8	Other / unclassified	Other / unclassified	CDC42SE1	C42S1_HUMAN	CDC42 small effector protein 1; ; CDC42 small effector protein 1 (CDC42-binding protein SCIP1) (Small effector of CDC42 protein 1)	Name: CDC42SE1; Synonyms: SPEC1;			q9nrr8 cdc42se1 c42s1_human cdc42 small effector protein 1; ; cdc42 small effector protein 1 (cdc42-binding protein scip1) (small effector of cdc42 protein 1) name: cdc42se1; synonyms: spec1;  	False
Q9NRV9	Other / unclassified	Other / unclassified	HEBP1	HEBP1_HUMAN	Heme-binding protein 1 (p22HBP)				q9nrv9 hebp1 hebp1_human heme-binding protein 1 (p22hbp)   	False
Q9NRX5	Other / unclassified	Other / unclassified	SERINC1	SERC1_HUMAN	Serine incorporator 1; ; Serine incorporator 1 (Tumor differentially expressed protein 1-like) (Tumor differentially expressed protein 2)	Name: SERINC1; Synonyms: KIAA1253, TDE1L, TDE2; ORFNames: UNQ396/PRO732;			q9nrx5 serinc1 serc1_human serine incorporator 1; ; serine incorporator 1 (tumor differentially expressed protein 1-like) (tumor differentially expressed protein 2) name: serinc1; synonyms: kiaa1253, tde1l, tde2; orfnames: unq396/pro732;  	False
Q9NRY6	Other / unclassified	Other / unclassified	PLSCR3	PLS3_HUMAN	Phospholipid scramblase 3; ; Phospholipid scramblase 3 (PL scramblase 3) (Ca(2+)-dependent phospholipid scramblase 3)	Name: PLSCR3;			q9nry6 plscr3 pls3_human phospholipid scramblase 3; ; phospholipid scramblase 3 (pl scramblase 3) (ca(2+)-dependent phospholipid scramblase 3) name: plscr3;  	False
Q9NRY7	Other / unclassified	Other / unclassified	PLSCR2	PLS2_HUMAN	Phospholipid scramblase 2 (PL scramblase 2) (Ca(2+)-dependent phospholipid scramblase 2)				q9nry7 plscr2 pls2_human phospholipid scramblase 2 (pl scramblase 2) (ca(2+)-dependent phospholipid scramblase 2)   	False
Q9NS28	Other / unclassified	Other / unclassified	RGS18	RGS18_HUMAN	Regulator of G-protein signaling 18; ; Regulator of G-protein signaling 18 (RGS18)	Name: RGS18; Synonyms: RGS13;			q9ns28 rgs18 rgs18_human regulator of g-protein signaling 18; ; regulator of g-protein signaling 18 (rgs18) name: rgs18; synonyms: rgs13;  	False
Q9NS64	Other / unclassified	Other / unclassified	RPRM	RPRM_HUMAN	Protein reprimo				q9ns64 rprm rprm_human protein reprimo   	False
Q9NS71	Other / unclassified	Other / unclassified	GKN1	GKN1_HUMAN	Gastrokine-1 (18 kDa antrum mucosa protein) (AMP-18) (Protein CA11)				q9ns71 gkn1 gkn1_human gastrokine-1 (18 kda antrum mucosa protein) (amp-18) (protein ca11)   	False
Q9NS85	Other / unclassified	Other / unclassified	CA10	CAH10_HUMAN	Carbonic anhydrase-related protein 10 (Carbonic anhydrase-related protein X) (CA-RP X) (CARP X) (Cerebral protein 15)				q9ns85 ca10 cah10_human carbonic anhydrase-related protein 10 (carbonic anhydrase-related protein x) (ca-rp x) (carp x) (cerebral protein 15)   	False
Q9NS98	Other / unclassified	Other / unclassified	SEMA3G	SEM3G_HUMAN	Semaphorin-3G precursor; ; Semaphorin-3G (Semaphorin sem2)	Name: SEMA3G;			q9ns98 sema3g sem3g_human semaphorin-3g precursor; ; semaphorin-3g (semaphorin sem2) name: sema3g;  	False
Q9NSA1	Other / unclassified	Other / unclassified	FGF21	FGF21_HUMAN	Fibroblast growth factor 21 (FGF-21)				q9nsa1 fgf21 fgf21_human fibroblast growth factor 21 (fgf-21)   	False
Q9NSB8	Other / unclassified	Other / unclassified	HOMER2	HOME2_HUMAN	Homer protein homolog 2; ; Homer protein homolog 2 (Homer-2) (Cupidin)	Name: HOMER2;			q9nsb8 homer2 home2_human homer protein homolog 2; ; homer protein homolog 2 (homer-2) (cupidin) name: homer2;  	False
Q9NSC5	Other / unclassified	Other / unclassified	HOMER3	HOME3_HUMAN	Homer protein homolog 3; ; Homer protein homolog 3 (Homer-3)	Name: HOMER3;	WH1/EVH1 domain ; PH-like domain superfamily ; Homer, EVH1 domain IPR000697 ; IPR011993 ; IPR044100 domain ; homologous_superfamily		q9nsc5 homer3 home3_human homer protein homolog 3; ; homer protein homolog 3 (homer-3) name: homer3; wh1/evh1 domain ; ph-like domain superfamily ; homer, evh1 domain ipr000697 ; ipr011993 ; ipr044100 domain ; homologous_superfamily 	True
Q9NSE2	Other / unclassified	Other / unclassified	CISH	CISH_HUMAN	Cytokine-inducible SH2-containing protein (CIS) (CIS-1) (Protein G18) (Suppressor of cytokine signaling) (SOCS)				q9nse2 cish cish_human cytokine-inducible sh2-containing protein (cis) (cis-1) (protein g18) (suppressor of cytokine signaling) (socs)   	False
Q9NSI8	Other / unclassified	Other / unclassified	SAMSN1	SAMN1_HUMAN	SAM domain-containing protein SAMSN-1; ; SAM domain-containing protein SAMSN-1 (Hematopoietic adaptor containing SH3 and SAM domains 1) (Nash1) (SAM domain, SH3 domain and nuclear localization signals protein 1) (SH3-SAM adaptor protein)	Name: SAMSN1; Synonyms: HACS1;			q9nsi8 samsn1 samn1_human sam domain-containing protein samsn-1; ; sam domain-containing protein samsn-1 (hematopoietic adaptor containing sh3 and sam domains 1) (nash1) (sam domain, sh3 domain and nuclear localization signals protein 1) (sh3-sam adaptor protein) name: samsn1; synonyms: hacs1;  	False
Q9NSN8	Other / unclassified	Other / unclassified	SNTG1	SNTG1_HUMAN	Gamma-1-syntrophin (G1SYN) (Syntrophin-4) (SYN4)				q9nsn8 sntg1 sntg1_human gamma-1-syntrophin (g1syn) (syntrophin-4) (syn4)   	False
Q9NSU2	RNA-binding / RNP	Other / unclassified	TREX1	TREX1_HUMAN	Three-prime repair exonuclease 1; ; Three-prime repair exonuclease 1 (EC 3.1.11.2) (3'-5' exonuclease TREX1) (Deoxyribonuclease III) (DNase III)	Name: TREX1;			q9nsu2 trex1 trex1_human three-prime repair exonuclease 1; ; three-prime repair exonuclease 1 (ec 3.1.11.2) (3'-5' exonuclease trex1) (deoxyribonuclease iii) (dnase iii) name: trex1;  	False
Q9NSY2	Other / unclassified	Other / unclassified	STARD5	STAR5_HUMAN	StAR-related lipid transfer protein 5 (START domain-containing protein 5) (StARD5)				q9nsy2 stard5 star5_human star-related lipid transfer protein 5 (start domain-containing protein 5) (stard5)   	False
Q9NT99	Other / unclassified	Other / unclassified	LRRC4B	LRC4B_HUMAN	Leucine-rich repeat-containing protein 4B precursor; ; Leucine-rich repeat-containing protein 4B (Netrin-G3 ligand) (NGL-3)	Name: LRRC4B; Synonyms: LRIG4;			q9nt99 lrrc4b lrc4b_human leucine-rich repeat-containing protein 4b precursor; ; leucine-rich repeat-containing protein 4b (netrin-g3 ligand) (ngl-3) name: lrrc4b; synonyms: lrig4;  	False
Q9NTJ4	Other / unclassified	Other / unclassified	MAN2C1	MA2C1_HUMAN	Alpha-mannosidase 2C1 (EC 3.2.1.24) (Alpha mannosidase 6A8B) (Alpha-D-mannoside mannohydrolase) (Mannosidase alpha class 2C member 1)				q9ntj4 man2c1 ma2c1_human alpha-mannosidase 2c1 (ec 3.2.1.24) (alpha mannosidase 6a8b) (alpha-d-mannoside mannohydrolase) (mannosidase alpha class 2c member 1)   	False
Q9NTM9	Other / unclassified	Other / unclassified	CUTC	CUTC_HUMAN	Copper homeostasis protein cutC homolog; ; Copper homeostasis protein cutC homolog	Name: CUTC; ORFNames: CGI-32;			q9ntm9 cutc cutc_human copper homeostasis protein cutc homolog; ; copper homeostasis protein cutc homolog name: cutc; orfnames: cgi-32;  	False
Q9NTN9	Other / unclassified	Other / unclassified	SEMA4G	SEM4G_HUMAN	Semaphorin-4G precursor; ; Semaphorin-4G	Name: SEMA4G; Synonyms: KIAA1619;			q9ntn9 sema4g sem4g_human semaphorin-4g precursor; ; semaphorin-4g name: sema4g; synonyms: kiaa1619;  	False
Q9NTU7	Membrane / receptor / extracellular	Other / unclassified	CBLN4	CBLN4_HUMAN	Cerebellin-4 precursor; ; Cerebellin-4 (Cerebellin-like glycoprotein 1)	Name: CBLN4; Synonyms: CBLNL1; ORFNames: UNQ718/PRO1382;			q9ntu7 cbln4 cbln4_human cerebellin-4 precursor; ; cerebellin-4 (cerebellin-like glycoprotein 1) name: cbln4; synonyms: cblnl1; orfnames: unq718/pro1382;  	False
Q9NTX5	Other / unclassified	Other / unclassified	ECHDC1	ECHD1_HUMAN	Ethylmalonyl-CoA decarboxylase; ; Ethylmalonyl-CoA decarboxylase (EC 4.1.1.94) (Enoyl-CoA hydratase domain-containing protein 1) (Methylmalonyl-CoA decarboxylase) (MMCD)	Name: ECHDC1;			q9ntx5 echdc1 echd1_human ethylmalonyl-coa decarboxylase; ; ethylmalonyl-coa decarboxylase (ec 4.1.1.94) (enoyl-coa hydratase domain-containing protein 1) (methylmalonyl-coa decarboxylase) (mmcd) name: echdc1;  	False
Q9NTX9	Other / unclassified	Other / unclassified	FAM217B	F217B_HUMAN	Protein FAM217B				q9ntx9 fam217b f217b_human protein fam217b   	False
Q9NU02	Other / unclassified	Other / unclassified	ANKEF1	ANKE1_HUMAN	Ankyrin repeat and EF-hand domain-containing protein 1; ; Ankyrin repeat and EF-hand domain-containing protein 1 (Ankyrin repeat domain-containing protein 5)	Name: ANKEF1; Synonyms: ANKRD5;			q9nu02 ankef1 anke1_human ankyrin repeat and ef-hand domain-containing protein 1; ; ankyrin repeat and ef-hand domain-containing protein 1 (ankyrin repeat domain-containing protein 5) name: ankef1; synonyms: ankrd5;  	False
Q9NU23	Other / unclassified	Other / unclassified	LYRM2	LYRM2_HUMAN	LYR motif-containing protein 2				q9nu23 lyrm2 lyrm2_human lyr motif-containing protein 2   	False
Q9NUC0	Other / unclassified	Other / unclassified	SERTAD4	SRTD4_HUMAN	SERTA domain-containing protein 4		SERTA domain IPR009263 domain		q9nuc0 sertad4 srtd4_human serta domain-containing protein 4  serta domain ipr009263 domain 	True
Q9NUG4	Other / unclassified	Other / unclassified	CCM2L	CCM2L_HUMAN	Cerebral cavernous malformations 2 protein-like (CCM2-like)				q9nug4 ccm2l ccm2l_human cerebral cavernous malformations 2 protein-like (ccm2-like)   	False
Q9NUJ7	Other / unclassified	Other / unclassified	PLCXD1	PLCX1_HUMAN	PI-PLC X domain-containing protein 1; ; PI-PLC X domain-containing protein 1	Name: PLCXD1;			q9nuj7 plcxd1 plcx1_human pi-plc x domain-containing protein 1; ; pi-plc x domain-containing protein 1 name: plcxd1;  	False
Q9NUK0	Other / unclassified	Other / unclassified	MBNL3	MBNL3_HUMAN	Muscleblind-like protein 3 (Cys3His CCG1-required protein) (Muscleblind-like X-linked protein) (Protein HCHCR)				q9nuk0 mbnl3 mbnl3_human muscleblind-like protein 3 (cys3his ccg1-required protein) (muscleblind-like x-linked protein) (protein hchcr)   	False
Q9NUN7	Other / unclassified	Other / unclassified	ACER3	ACER3_HUMAN	Alkaline ceramidase 3; ; Alkaline ceramidase 3 (AlkCDase 3) (Alkaline CDase 3) (EC 3.5.1.-) (EC 3.5.1.23) (Alkaline dihydroceramidase SB89) (Alkaline phytoceramidase) (aPHC)	Name: ACER3; Synonyms: APHC, PHCA;			q9nun7 acer3 acer3_human alkaline ceramidase 3; ; alkaline ceramidase 3 (alkcdase 3) (alkaline cdase 3) (ec 3.5.1.-) (ec 3.5.1.23) (alkaline dihydroceramidase sb89) (alkaline phytoceramidase) (aphc) name: acer3; synonyms: aphc, phca;  	False
