canonical_UniProtAC	functional_class_broad	functional_class_subclass	substrate_genename	UniProtID	protein_name	genename	interpro_annotation_text	interpro_domain_classes	annotation_text	is_arg_methyl_protein
Q99640	Membrane / receptor / extracellular;Signaling / enzymes	Membrane / receptor / extracellular;Signaling / enzymes	PKMYT1	PMYT1_HUMAN	Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase; ; Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase (EC 2.7.11.1) (Myt1 kinase)	Name: PKMYT1; Synonyms: MYT1;			q99640 pkmyt1 pmyt1_human membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase; ; membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase (ec 2.7.11.1) (myt1 kinase) name: pkmyt1; synonyms: myt1;  	False
Q99643	Membrane / receptor / extracellular;Mitochondrial / metabolism	Membrane / receptor / extracellular;Mitochondrial / metabolic enzymes	SDHC	C560_HUMAN	Succinate dehydrogenase cytochrome b560 subunit, mitochondrial precursor; ; Succinate dehydrogenase cytochrome b560 subunit, mitochondrial (Integral membrane protein CII-3) (Malate dehydrogenase [quinone] cytochrome b560 subunit) (QPs-1) (QPs1) (Succinate dehydrogenase complex subunit C) (Succinate-ubiquinone oxidoreductase cytochrome B large subunit) (CYBL)	Name: SDHC; Synonyms: CYB560, SDH3;			q99643 sdhc c560_human succinate dehydrogenase cytochrome b560 subunit, mitochondrial precursor; ; succinate dehydrogenase cytochrome b560 subunit, mitochondrial (integral membrane protein cii-3) (malate dehydrogenase [quinone] cytochrome b560 subunit) (qps-1) (qps1) (succinate dehydrogenase complex subunit c) (succinate-ubiquinone oxidoreductase cytochrome b large subunit) (cybl) name: sdhc; synonyms: cyb560, sdh3;  	False
Q99645	Other / unclassified	Other / unclassified	EPYC	EPYC_HUMAN	Epiphycan (Dermatan sulfate proteoglycan 3) (Proteoglycan-Lb) (PG-Lb) (Small chondroitin/dermatan sulfate proteoglycan)				q99645 epyc epyc_human epiphycan (dermatan sulfate proteoglycan 3) (proteoglycan-lb) (pg-lb) (small chondroitin/dermatan sulfate proteoglycan)   	False
Q99650	Membrane / receptor / extracellular	Membrane / receptor / extracellular	OSMR	OSMR_HUMAN	Oncostatin-M-specific receptor subunit beta precursor; ; Oncostatin-M-specific receptor subunit beta (Interleukin-31 receptor subunit beta) (IL-31 receptor subunit beta) (IL-31R subunit beta) (IL-31R-beta) (IL-31RB)	Name: OSMR; Synonyms: OSMRB;			q99650 osmr osmr_human oncostatin-m-specific receptor subunit beta precursor; ; oncostatin-m-specific receptor subunit beta (interleukin-31 receptor subunit beta) (il-31 receptor subunit beta) (il-31r subunit beta) (il-31r-beta) (il-31rb) name: osmr; synonyms: osmrb;  	False
Q99653	Proteostasis / ubiquitin / chaperone	Proteostasis / chaperone / proteasome	CHP1 ; CHP	CHP1_HUMAN	Calcineurin B homologous protein 1; ; Calcineurin B homologous protein 1 (Calcineurin B-like protein) (Calcium-binding protein CHP) (Calcium-binding protein p22) (EF-hand calcium-binding domain-containing protein p22)	Name: CHP1; Synonyms: CHP;	EF-hand domain pair ; EF-hand domain IPR011992 ; IPR002048 homologous_superfamily ; domain		q99653 chp1 ; chp chp1_human calcineurin b homologous protein 1; ; calcineurin b homologous protein 1 (calcineurin b-like protein) (calcium-binding protein chp) (calcium-binding protein p22) (ef-hand calcium-binding domain-containing protein p22) name: chp1; synonyms: chp; ef-hand domain pair ; ef-hand domain ipr011992 ; ipr002048 homologous_superfamily ; domain 	True
Q99661	Cell cycle / centrosome / spindle;Cytoplasmic / trafficking / cytoskeleton;Signaling / enzymes	Cell cycle / centrosome / spindle;Cytoskeleton / trafficking;Signaling / enzymes	KIF2C ; KIF2A	KIF2C_HUMAN	Kinesin-like protein KIF2C; ; Kinesin-like protein KIF2C (Kinesin-like protein 6) (Mitotic centromere-associated kinesin) (MCAK)	Name: KIF2C; Synonyms: KNSL6;	Kinesin-like protein KIF2A-like, N-terminal ; Kinesin motor domain superfamily ; P-loop containing nucleoside triphosphate hydrolase ; Kinesin motor domain IPR054473 ; IPR036961 ; IPR027417 ; IPR001752 domain ; homologous_superfamily Catalytic enzyme domain	Catalytic enzyme domain	q99661 kif2c ; kif2a kif2c_human kinesin-like protein kif2c; ; kinesin-like protein kif2c (kinesin-like protein 6) (mitotic centromere-associated kinesin) (mcak) name: kif2c; synonyms: knsl6; kinesin-like protein kif2a-like, n-terminal ; kinesin motor domain superfamily ; p-loop containing nucleoside triphosphate hydrolase ; kinesin motor domain ipr054473 ; ipr036961 ; ipr027417 ; ipr001752 domain ; homologous_superfamily catalytic enzyme domain catalytic enzyme domain	True
Q99665	Membrane / receptor / extracellular	Membrane / receptor / extracellular	IL12RB2	I12R2_HUMAN	Interleukin-12 receptor subunit beta-2 precursor; ; Interleukin-12 receptor subunit beta-2 (IL-12 receptor subunit beta-2) (IL-12R subunit beta-2) (IL-12R-beta-2) (IL-12RB2)	Name: IL12RB2;			q99665 il12rb2 i12r2_human interleukin-12 receptor subunit beta-2 precursor; ; interleukin-12 receptor subunit beta-2 (il-12 receptor subunit beta-2) (il-12r subunit beta-2) (il-12r-beta-2) (il-12rb2) name: il12rb2;  	False
Q99666	Cytoplasmic / trafficking / cytoskeleton;DNA repair / genome maintenance;Membrane / receptor / extracellular;Nuclear scaffold / pore / lamina	Cytoskeleton / trafficking;DNA repair / DDR;Membrane / receptor / extracellular;Nuclear scaffold / pore / lamina	RGPD5 ; RGPD6 ; RGPD5; RGPD6	RGPD5_HUMAN	RANBP2-like and GRIP domain-containing protein 5/6; ; RANBP2-like and GRIP domain-containing protein 5/6 (Ran-binding protein 2-like 1/2) (RanBP2-like 1/2) (RanBP2L1) (RanBP2L2) (Sperm membrane protein BS-63)	Name: RGPD5; Synonyms: RANBP2L1, RGP5, RGP7, RGPD7; and Name: RGPD6; Synonyms: RANBP2L2, RGP6;	Tetratricopeptide-like helical domain superfamily ; Tetratricopeptide repeat ; PH-like domain superfamily ; Ran binding domain ; GCC2, Rab binding domain ; GRIP domain IPR011990 ; IPR019734 ; IPR011993 ; IPR000156 ; IPR032023 ; IPR000237 homologous_superfamily ; repeat ; domain		q99666 rgpd5 ; rgpd6 ; rgpd5; rgpd6 rgpd5_human ranbp2-like and grip domain-containing protein 5/6; ; ranbp2-like and grip domain-containing protein 5/6 (ran-binding protein 2-like 1/2) (ranbp2-like 1/2) (ranbp2l1) (ranbp2l2) (sperm membrane protein bs-63) name: rgpd5; synonyms: ranbp2l1, rgp5, rgp7, rgpd7; and name: rgpd6; synonyms: ranbp2l2, rgp6; tetratricopeptide-like helical domain superfamily ; tetratricopeptide repeat ; ph-like domain superfamily ; ran binding domain ; gcc2, rab binding domain ; grip domain ipr011990 ; ipr019734 ; ipr011993 ; ipr000156 ; ipr032023 ; ipr000237 homologous_superfamily ; repeat ; domain 	True
Q99674	Other / unclassified	Other / unclassified	CGREF1	CGRE1_HUMAN	Cell growth regulator with EF hand domain protein 1 precursor; ; Cell growth regulator with EF hand domain protein 1 (Cell growth regulatory gene 11 protein) (Hydrophobestin)	Name: CGREF1; Synonyms: CGR11;			q99674 cgref1 cgre1_human cell growth regulator with ef hand domain protein 1 precursor; ; cell growth regulator with ef hand domain protein 1 (cell growth regulatory gene 11 protein) (hydrophobestin) name: cgref1; synonyms: cgr11;  	False
Q99675	Other / unclassified	Other / unclassified	CGRRF1	CGRF1_HUMAN	Cell growth regulator with RING finger domain protein 1 (Cell growth regulatory gene 19 protein) (RING finger protein 197)				q99675 cgrrf1 cgrf1_human cell growth regulator with ring finger domain protein 1 (cell growth regulatory gene 19 protein) (ring finger protein 197)   	False
Q99676	Chromatin / transcription	DNA-binding transcription factors / developmental regulators	ZNF184	ZN184_HUMAN	Zinc finger protein 184; ; Zinc finger protein 184	Name: ZNF184;			q99676 znf184 zn184_human zinc finger protein 184; ; zinc finger protein 184 name: znf184;  	False
Q99677	Membrane / receptor / extracellular	Membrane / receptor / extracellular	LPAR4	LPAR4_HUMAN	Lysophosphatidic acid receptor 4; ; Lysophosphatidic acid receptor 4 (LPA receptor 4) (LPA-4) (G-protein coupled receptor 23) (P2Y purinoceptor 9) (P2Y9) (P2Y5-like receptor) (Purinergic receptor 9)	Name: LPAR4; Synonyms: GPR23, LPA4, P2RY9;			q99677 lpar4 lpar4_human lysophosphatidic acid receptor 4; ; lysophosphatidic acid receptor 4 (lpa receptor 4) (lpa-4) (g-protein coupled receptor 23) (p2y purinoceptor 9) (p2y9) (p2y5-like receptor) (purinergic receptor 9) name: lpar4; synonyms: gpr23, lpa4, p2ry9;  	False
Q99678	Membrane / receptor / extracellular	Membrane / receptor / extracellular	GPR20	GPR20_HUMAN	G-protein coupled receptor 20				q99678 gpr20 gpr20_human g-protein coupled receptor 20   	False
Q99679	Membrane / receptor / extracellular	Membrane / receptor / extracellular	GPR21	GPR21_HUMAN	Probable G-protein coupled receptor 21				q99679 gpr21 gpr21_human probable g-protein coupled receptor 21   	False
Q99680	Membrane / receptor / extracellular	Membrane / receptor / extracellular	GPR22	GPR22_HUMAN	G-protein coupled receptor 22		GPCR, rhodopsin-like, 7TM IPR017452 domain		q99680 gpr22 gpr22_human g-protein coupled receptor 22  gpcr, rhodopsin-like, 7tm ipr017452 domain 	True
Q99683	Signaling / enzymes	Signaling / enzymes	MAP3K5	M3K5_HUMAN	Mitogen-activated protein kinase kinase kinase 5; ; Mitogen-activated protein kinase kinase kinase 5 (EC 2.7.11.25) (Apoptosis signal-regulating kinase 1) (ASK-1) (MAPK/ERK kinase kinase 5) (MEK kinase 5) (MEKK 5)	Name: MAP3K5; Synonyms: ASK1, MAPKKK5, MEKK5;	MAP3K, deoxyribohydrolase domain ; MAP3K, TRAFs-binding domain ; MAP3K, PH domain ; Protein kinase domain ; Protein kinase-like domain superfamily ; MAP3K, HisK-N-like globin domain ; Sterile alpha motif/pointed domain superfamily IPR046872 ; IPR025136 ; IPR043969 ; IPR000719 ; IPR011009 ; IPR046873 ; IPR013761 domain ; homologous_superfamily Catalytic enzyme domain	Catalytic enzyme domain	q99683 map3k5 m3k5_human mitogen-activated protein kinase kinase kinase 5; ; mitogen-activated protein kinase kinase kinase 5 (ec 2.7.11.25) (apoptosis signal-regulating kinase 1) (ask-1) (mapk/erk kinase kinase 5) (mek kinase 5) (mekk 5) name: map3k5; synonyms: ask1, mapkkk5, mekk5; map3k, deoxyribohydrolase domain ; map3k, trafs-binding domain ; map3k, ph domain ; protein kinase domain ; protein kinase-like domain superfamily ; map3k, hisk-n-like globin domain ; sterile alpha motif/pointed domain superfamily ipr046872 ; ipr025136 ; ipr043969 ; ipr000719 ; ipr011009 ; ipr046873 ; ipr013761 domain ; homologous_superfamily catalytic enzyme domain catalytic enzyme domain	True
Q99684	Chromatin / transcription	DNA-binding transcription factors / developmental regulators	GFI1	GFI1_HUMAN	Zinc finger protein Gfi-1; ; Zinc finger protein Gfi-1 (Growth factor independent protein 1) (Zinc finger protein 163)	Name: GFI1; Synonyms: ZNF163;			q99684 gfi1 gfi1_human zinc finger protein gfi-1; ; zinc finger protein gfi-1 (growth factor independent protein 1) (zinc finger protein 163) name: gfi1; synonyms: znf163;  	False
Q99685	Other / unclassified	Other / unclassified	MGLL	MGLL_HUMAN	Monoglyceride lipase; ; Monoglyceride lipase (MGL) (EC 3.1.1.23) (HU-K5) (Lysophospholipase homolog) (Lysophospholipase-like) (Monoacylglycerol lipase) (MAGL)	Name: MGLL;			q99685 mgll mgll_human monoglyceride lipase; ; monoglyceride lipase (mgl) (ec 3.1.1.23) (hu-k5) (lysophospholipase homolog) (lysophospholipase-like) (monoacylglycerol lipase) (magl) name: mgll;  	False
Q99687	Chromatin / transcription	DNA-binding transcription factors / developmental regulators	MEIS3	MEIS3_HUMAN	Homeobox protein Meis3 (Meis1-related protein 2)				q99687 meis3 meis3_human homeobox protein meis3 (meis1-related protein 2)   	False
Q99689	Chromatin / transcription	Transcription / mediator / polymerase	FEZ1	FEZ1_HUMAN	Fasciculation and elongation protein zeta-1; ; Fasciculation and elongation protein zeta-1 (Zygin I) (Zygin-1)	Name: FEZ1;			q99689 fez1 fez1_human fasciculation and elongation protein zeta-1; ; fasciculation and elongation protein zeta-1 (zygin i) (zygin-1) name: fez1;  	False
Q99697	Chromatin / transcription	DNA-binding transcription factors / developmental regulators;Transcription / mediator / polymerase	PITX2	PITX2_HUMAN	Pituitary homeobox 2; ; Pituitary homeobox 2 (ALL1-responsive protein ARP1) (Homeobox protein PITX2) (Paired-like homeodomain transcription factor 2) (RIEG bicoid-related homeobox transcription factor) (Solurshin)	Name: PITX2; Synonyms: ARP1, RGS, RIEG, RIEG1;			q99697 pitx2 pitx2_human pituitary homeobox 2; ; pituitary homeobox 2 (all1-responsive protein arp1) (homeobox protein pitx2) (paired-like homeodomain transcription factor 2) (rieg bicoid-related homeobox transcription factor) (solurshin) name: pitx2; synonyms: arp1, rgs, rieg, rieg1;  	False
Q99698	Cytoplasmic / trafficking / cytoskeleton;Proteostasis / ubiquitin / chaperone;RNA-binding / RNP	Cytoskeleton / trafficking;Proteostasis / chaperone / proteasome;mRNA processing / export / 3'-end	LYST	LYST_HUMAN	Lysosomal-trafficking regulator; ; Lysosomal-trafficking regulator (Beige homolog)	Name: LYST; Synonyms: CHS, CHS1;	Armadillo-type fold ; PH-BEACH domain ; PH-like domain superfamily ; BEACH domain superfamily ; BEACH domain ; WD40/YVTN repeat-like-containing domain superfamily ; WD40-repeat-containing domain superfamily ; WD40 repeat IPR016024 ; IPR023362 ; IPR011993 ; IPR036372 ; IPR000409 ; IPR015943 ; IPR036322 ; IPR001680 homologous_superfamily ; domain ; repeat Protein-protein repeat / scaffold	Protein-protein repeat / scaffold	q99698 lyst lyst_human lysosomal-trafficking regulator; ; lysosomal-trafficking regulator (beige homolog) name: lyst; synonyms: chs, chs1; armadillo-type fold ; ph-beach domain ; ph-like domain superfamily ; beach domain superfamily ; beach domain ; wd40/yvtn repeat-like-containing domain superfamily ; wd40-repeat-containing domain superfamily ; wd40 repeat ipr016024 ; ipr023362 ; ipr011993 ; ipr036372 ; ipr000409 ; ipr015943 ; ipr036322 ; ipr001680 homologous_superfamily ; domain ; repeat protein-protein repeat / scaffold protein-protein repeat / scaffold	True
Q99700	RNA-binding / RNP	Poly(A) / stability RBPs;Spliceosome / splicing;Stress granule / paraspeckle / P-body	ATXN2	ATX2_HUMAN	Ataxin-2; ; Ataxin-2 (Spinocerebellar ataxia type 2 protein) (Trinucleotide repeat-containing gene 13 protein)	Name: ATXN2; Synonyms: ATX2, SCA2, TNRC13;	Ataxin 2, SM domain ; Sm domain ; LSM domain superfamily ; LsmAD domain IPR025852 ; IPR047575 ; IPR010920 ; IPR009604 domain ; homologous_superfamily Sm / Lsm	Sm / Lsm	q99700 atxn2 atx2_human ataxin-2; ; ataxin-2 (spinocerebellar ataxia type 2 protein) (trinucleotide repeat-containing gene 13 protein) name: atxn2; synonyms: atx2, sca2, tnrc13; ataxin 2, sm domain ; sm domain ; lsm domain superfamily ; lsmad domain ipr025852 ; ipr047575 ; ipr010920 ; ipr009604 domain ; homologous_superfamily sm / lsm sm / lsm	True
Q99704	Cytoplasmic / trafficking / cytoskeleton;Signaling / enzymes	Cytoskeleton / trafficking;Signaling / enzymes	DOK1	DOK1_HUMAN	Docking protein 1; ; Docking protein 1 (Downstream of tyrosine kinase 1) (p62(dok)) (pp62)	Name: DOK1;	PH-like domain superfamily ; Pleckstrin homology domain ; Dok1/2/3, PTB domain ; IRS-type PTB domain IPR011993 ; IPR001849 ; IPR037751 ; IPR002404 homologous_superfamily ; domain		q99704 dok1 dok1_human docking protein 1; ; docking protein 1 (downstream of tyrosine kinase 1) (p62(dok)) (pp62) name: dok1; ph-like domain superfamily ; pleckstrin homology domain ; dok1/2/3, ptb domain ; irs-type ptb domain ipr011993 ; ipr001849 ; ipr037751 ; ipr002404 homologous_superfamily ; domain 	True
Q99705	Membrane / receptor / extracellular	Membrane / receptor / extracellular	MCHR1	MCHR1_HUMAN	Melanin-concentrating hormone receptor 1 (MCH receptor 1) (MCH-R1) (MCHR-1) (G-protein coupled receptor 24) (MCH-1R) (MCH1R) (MCHR) (SLC-1) (Somatostatin receptor-like protein)				q99705 mchr1 mchr1_human melanin-concentrating hormone receptor 1 (mch receptor 1) (mch-r1) (mchr-1) (g-protein coupled receptor 24) (mch-1r) (mch1r) (mchr) (slc-1) (somatostatin receptor-like protein)   	False
Q99706	Membrane / receptor / extracellular	Membrane / receptor / extracellular	KIR2DL4	KI2L4_HUMAN	Killer cell immunoglobulin-like receptor 2DL4 (CD158 antigen-like family member D) (G9P) (Killer cell inhibitory receptor 103AS) (KIR-103AS) (MHC class I NK cell receptor KIR103AS) (CD antigen CD158d)				q99706 kir2dl4 ki2l4_human killer cell immunoglobulin-like receptor 2dl4 (cd158 antigen-like family member d) (g9p) (killer cell inhibitory receptor 103as) (kir-103as) (mhc class i nk cell receptor kir103as) (cd antigen cd158d)   	False
Q99707	Chromatin / transcription;Nuclear scaffold / pore / lamina;Signaling / enzymes	Chromatin writers / remodelers;Nuclear scaffold / pore / lamina;Signaling / enzymes	MTR	METH_HUMAN	Methionine synthase; ; Methionine synthase (MS) (EC 2.1.1.13) (5-methyltetrahydrofolate--homocysteine methyltransferase) (Cobalamin-dependent methionine synthase) (Vitamin-B12 dependent methionine synthase)	Name: MTR;	Homocysteine-binding domain superfamily ; Homocysteine-binding domain ; Dihydropteroate synthase-like superfamily ; Pterin-binding domain ; Methionine synthase domain ; Cobalamin (vitamin B12)-binding module, cap domain ; Methionine synthase, B12-binding domain ; Cobalamin-binding domain superfamily ; Cobalamin (vitamin B12)-binding domain ; Vitamin B12-dependent methionine synthase, activation domain ; Vitamin B12-dependent methionine synthase, activation domain superfamily IPR036589 ; IPR003726 ; IPR011005 ; IPR000489 ; IPR036594 ; IPR003759 ; IPR033706 ; IPR036724 ; IPR006158 ; IPR004223 ; IPR037010 homologous_superfamily ; domain		q99707 mtr meth_human methionine synthase; ; methionine synthase (ms) (ec 2.1.1.13) (5-methyltetrahydrofolate--homocysteine methyltransferase) (cobalamin-dependent methionine synthase) (vitamin-b12 dependent methionine synthase) name: mtr; homocysteine-binding domain superfamily ; homocysteine-binding domain ; dihydropteroate synthase-like superfamily ; pterin-binding domain ; methionine synthase domain ; cobalamin (vitamin b12)-binding module, cap domain ; methionine synthase, b12-binding domain ; cobalamin-binding domain superfamily ; cobalamin (vitamin b12)-binding domain ; vitamin b12-dependent methionine synthase, activation domain ; vitamin b12-dependent methionine synthase, activation domain superfamily ipr036589 ; ipr003726 ; ipr011005 ; ipr000489 ; ipr036594 ; ipr003759 ; ipr033706 ; ipr036724 ; ipr006158 ; ipr004223 ; ipr037010 homologous_superfamily ; domain 	True
Q99708	Cytoplasmic / trafficking / cytoskeleton	Cytoskeleton / trafficking	RBBP8	CTIP_HUMAN	DNA endonuclease RBBP8; ; DNA endonuclease RBBP8 (EC 3.1.-.-) (CtBP-interacting protein) (CtIP) (Retinoblastoma-binding protein 8) (RBBP-8) (Retinoblastoma-interacting protein and myosin-like) (RIM) (Sporulation in the absence of SPO11 protein 2 homolog) (SAE2)	Name: RBBP8; Synonyms: CTIP;	DNA endonuclease Ctp1, N-terminal ; DNA endonuclease activator Ctp1, C-terminal IPR019518 ; IPR013882 domain		q99708 rbbp8 ctip_human dna endonuclease rbbp8; ; dna endonuclease rbbp8 (ec 3.1.-.-) (ctbp-interacting protein) (ctip) (retinoblastoma-binding protein 8) (rbbp-8) (retinoblastoma-interacting protein and myosin-like) (rim) (sporulation in the absence of spo11 protein 2 homolog) (sae2) name: rbbp8; synonyms: ctip; dna endonuclease ctp1, n-terminal ; dna endonuclease activator ctp1, c-terminal ipr019518 ; ipr013882 domain 	True
Q99712	Membrane / receptor / extracellular	Membrane / receptor / extracellular	KCNJ15	KCJ15_HUMAN	ATP-sensitive inward rectifier potassium channel 15 (Inward rectifier K(+) channel Kir1.3) (Inward rectifier K(+) channel Kir4.2) (Potassium channel, inwardly rectifying subfamily J member 15)				q99712 kcnj15 kcj15_human atp-sensitive inward rectifier potassium channel 15 (inward rectifier k(+) channel kir1.3) (inward rectifier k(+) channel kir4.2) (potassium channel, inwardly rectifying subfamily j member 15)   	False
Q99714	DNA repair / genome maintenance;Mitochondrial / metabolism;RNA-binding / RNP	Mitochondrial / metabolic enzymes	HSD17B10	HCD2_HUMAN	3-hydroxyacyl-CoA dehydrogenase type-2; ; 3-hydroxyacyl-CoA dehydrogenase type-2 (EC 1.1.1.35) (17-beta-estradiol 17-dehydrogenase) (EC 1.1.1.62) (2-methyl-3-hydroxybutyryl-CoA dehydrogenase) (MHBD) (3-alpha-(17-beta)-hydroxysteroid dehydrogenase (NAD(+))) (EC 1.1.1.239) (3-hydroxy-2-methylbutyryl-CoA dehydrogenase) (EC 1.1.1.178) (3-hydroxyacyl-CoA dehydrogenase type II) (3alpha(or 20beta)-hydroxysteroid dehydrogenase) (EC 1.1.1.53) (7-alpha-hydroxysteroid dehydrogenase) (EC 1.1.1.159) (Endoplasmic reticulum-associated amyloid beta-peptide-binding protein) (Mitochondrial ribonuclease P protein 2) (Mitochondrial RNase P protein 2) (Short chain dehydrogenase/reductase family 5C member 1) (Short-chain type dehydrogenase/reductase XH98G2) (Type II HADH)	Name: HSD17B10; Synonyms: ERAB, HADH2, MRPP2, SCHAD, SDR5C1, XH98G2;	NAD(P)-binding domain superfamily IPR036291 homologous_superfamily		q99714 hsd17b10 hcd2_human 3-hydroxyacyl-coa dehydrogenase type-2; ; 3-hydroxyacyl-coa dehydrogenase type-2 (ec 1.1.1.35) (17-beta-estradiol 17-dehydrogenase) (ec 1.1.1.62) (2-methyl-3-hydroxybutyryl-coa dehydrogenase) (mhbd) (3-alpha-(17-beta)-hydroxysteroid dehydrogenase (nad(+))) (ec 1.1.1.239) (3-hydroxy-2-methylbutyryl-coa dehydrogenase) (ec 1.1.1.178) (3-hydroxyacyl-coa dehydrogenase type ii) (3alpha(or 20beta)-hydroxysteroid dehydrogenase) (ec 1.1.1.53) (7-alpha-hydroxysteroid dehydrogenase) (ec 1.1.1.159) (endoplasmic reticulum-associated amyloid beta-peptide-binding protein) (mitochondrial ribonuclease p protein 2) (mitochondrial rnase p protein 2) (short chain dehydrogenase/reductase family 5c member 1) (short-chain type dehydrogenase/reductase xh98g2) (type ii hadh) name: hsd17b10; synonyms: erab, hadh2, mrpp2, schad, sdr5c1, xh98g2; nad(p)-binding domain superfamily ipr036291 homologous_superfamily 	True
Q99715	Membrane / receptor / extracellular	Membrane / receptor / extracellular	COL12A1	COCA1_HUMAN	Collagen alpha-1(XII) chain precursor; ; Collagen alpha-1(XII) chain	Name: COL12A1; Synonyms: COL12A1L;			q99715 col12a1 coca1_human collagen alpha-1(xii) chain precursor; ; collagen alpha-1(xii) chain name: col12a1; synonyms: col12a1l;  	False
Q99717	Other / unclassified	Other / unclassified	SMAD5	SMAD5_HUMAN	Mothers against decapentaplegic homolog 5; ; SMAD family member 5 (SMAD 5) (hSmad5) (JV5-1) (Mothers against decapentaplegic homolog 5) (MAD homolog 5) (Mothers against DPP homolog 5)	Name: SMAD5; Synonyms: MADH5;			q99717 smad5 smad5_human mothers against decapentaplegic homolog 5; ; smad family member 5 (smad 5) (hsmad5) (jv5-1) (mothers against decapentaplegic homolog 5) (mad homolog 5) (mothers against dpp homolog 5) name: smad5; synonyms: madh5;  	False
Q99719	Cytoplasmic / trafficking / cytoskeleton;Signaling / enzymes	Signaling / enzymes	SEPTIN5 ; SEPTIN2	SEPT5_HUMAN	Septin-5; ; Septin-5 (Cell division control-related protein 1) (CDCrel-1) (Peanut-like protein 1)	Name: SEPTIN5; Synonyms: PNUTL1, SEPT5;	P-loop containing nucleoside triphosphate hydrolase ; Septin-type guanine nucleotide-binding (G) domain IPR027417 ; IPR030379 homologous_superfamily ; domain Catalytic enzyme domain	Catalytic enzyme domain	q99719 septin5 ; septin2 sept5_human septin-5; ; septin-5 (cell division control-related protein 1) (cdcrel-1) (peanut-like protein 1) name: septin5; synonyms: pnutl1, sept5; p-loop containing nucleoside triphosphate hydrolase ; septin-type guanine nucleotide-binding (g) domain ipr027417 ; ipr030379 homologous_superfamily ; domain catalytic enzyme domain catalytic enzyme domain	True
Q99720	Membrane / receptor / extracellular	Membrane / receptor / extracellular	SIGMAR1	SGMR1_HUMAN	Sigma non-opioid intracellular receptor 1 (Aging-associated gene 8 protein) (SR31747-binding protein) (SR-BP) (Sigma 1-type opioid receptor) (SIG-1R) (Sigma1-receptor) (Sigma1R) (hSigmaR1)				q99720 sigmar1 sgmr1_human sigma non-opioid intracellular receptor 1 (aging-associated gene 8 protein) (sr31747-binding protein) (sr-bp) (sigma 1-type opioid receptor) (sig-1r) (sigma1-receptor) (sigma1r) (hsigmar1)   	False
Q99726	Cytoplasmic / trafficking / cytoskeleton;Membrane / receptor / extracellular	Membrane / receptor / extracellular	SLC30A3	ZNT3_HUMAN	Probable proton-coupled zinc antiporter SLC30A3 (Solute carrier family 30 member 3) (Zinc transporter 3) (ZnT-3)		Cation efflux transmembrane domain superfamily ; Cation efflux protein, transmembrane domain ; Cation efflux protein, cytoplasmic domain ; Cation efflux protein, cytoplasmic domain superfamily IPR027469 ; IPR058533 ; IPR027470 ; IPR036837 homologous_superfamily ; domain		q99726 slc30a3 znt3_human probable proton-coupled zinc antiporter slc30a3 (solute carrier family 30 member 3) (zinc transporter 3) (znt-3)  cation efflux transmembrane domain superfamily ; cation efflux protein, transmembrane domain ; cation efflux protein, cytoplasmic domain ; cation efflux protein, cytoplasmic domain superfamily ipr027469 ; ipr058533 ; ipr027470 ; ipr036837 homologous_superfamily ; domain 	True
Q99727	Other / unclassified	Other / unclassified	TIMP4	TIMP4_HUMAN	Metalloproteinase inhibitor 4 (Tissue inhibitor of metalloproteinases 4) (TIMP-4)				q99727 timp4 timp4_human metalloproteinase inhibitor 4 (tissue inhibitor of metalloproteinases 4) (timp-4)   	False
Q99728	DNA repair / genome maintenance;Proteostasis / ubiquitin / chaperone;Signaling / enzymes	DNA repair / DDR;Proteostasis / chaperone / proteasome;Signaling / enzymes	BARD1	BARD1_HUMAN	BRCA1-associated RING domain protein 1; ; BRCA1-associated RING domain protein 1 (BARD-1) (EC 2.3.2.27) (RING-type E3 ubiquitin transferase BARD1)	Name: BARD1;			q99728 bard1 bard1_human brca1-associated ring domain protein 1; ; brca1-associated ring domain protein 1 (bard-1) (ec 2.3.2.27) (ring-type e3 ubiquitin transferase bard1) name: bard1;  	False
Q99729	RNA-binding / RNP	RRM / KH RBPs;hnRNP / RG-rich RBPs	HNRNPAB	ROAA_HUMAN	Heterogeneous nuclear ribonucleoprotein A/B; ; Heterogeneous nuclear ribonucleoprotein A/B (hnRNP A/B) (APOBEC1-binding protein 1) (ABBP-1)	Name: HNRNPAB; Synonyms: ABBP1, HNRPAB;	CARG-binding factor, N-terminal ; Nucleotide-binding alpha-beta plait domain superfamily ; hnRNPAB, RNA recognition motif 1 ; RNA-binding domain superfamily ; RNA recognition motif domain IPR012956 ; IPR012677 ; IPR034846 ; IPR035979 ; IPR000504 domain ; homologous_superfamily RRM / KH RNA-binding	RRM / KH RNA-binding	q99729 hnrnpab roaa_human heterogeneous nuclear ribonucleoprotein a/b; ; heterogeneous nuclear ribonucleoprotein a/b (hnrnp a/b) (apobec1-binding protein 1) (abbp-1) name: hnrnpab; synonyms: abbp1, hnrpab; carg-binding factor, n-terminal ; nucleotide-binding alpha-beta plait domain superfamily ; hnrnpab, rna recognition motif 1 ; rna-binding domain superfamily ; rna recognition motif domain ipr012956 ; ipr012677 ; ipr034846 ; ipr035979 ; ipr000504 domain ; homologous_superfamily rrm / kh rna-binding rrm / kh rna-binding	True
